,\textbf{O.C.},\textbf{Mean},\textbf{S.D.},\textbf{Min.},\textbf{5\%},\textbf{25\%},\textbf{Median},\textbf{75\%},\textbf{95\%},\textbf{Max.}
\emph{BTC}/\emph{USDT} OP,14273,21396.23,16115.53,2919.00,3983.92,7984.80,16550.91,32341.53,53688.66,68490.00
\emph{BTC}/\emph{USDT} HP,14273,21615.87,16283.16,3148.00,4008.11,8098.10,16648.77,32910.64,54416.64,69000.00
\emph{BTC}/\emph{USDT} LP,14273,21160.34,15936.87,2817.00,3941.73,7901.33,16400.00,31724.39,52893.29,67627.14
\emph{BTC}/\emph{USDT} CP,14273,21399.59,16116.96,2919.00,3983.92,7987.65,16552.46,32348.79,53688.66,68490.00
