TIMESTAMP,BILL36648_OPEN_PRICE_USD,BILL36648_HIGH_PRICE_USD,BILL36648_LOW_PRICE_USD,BILL36648_CLOSE_PRICE_USD,Adj Close,BILL36648_VOLUME_USD,BILL36648_DIVIDENDS_USD,BILL36648_STOCK_SPLITS_USD
,0.0037529675755649805,0.00412171334028244,0.0036012635100632906,0.0036154005210846663,,55639.0,0.0,0.0
