TIMESTAMP,IXS_OPEN_PRICE_USD,IXS_HIGH_PRICE_USD,IXS_LOW_PRICE_USD,IXS_CLOSE_PRICE_USD,IXS_VOLUME_USD,IXS_DIVIDENDS_USD,IXS_STOCK_SPLITS_USD
2021-09-08 00:00:00+00:00,0.3650209903717041,0.7658560276031494,0.3280879855155945,0.5380210280418396,11504119,0.0,0.0
2021-09-09 00:00:00+00:00,0.5255720019340515,0.6035889983177185,0.4219279885292053,0.49059298634529114,4168390,0.0,0.0
2021-09-10 00:00:00+00:00,0.4905869960784912,0.5487120151519775,0.4267129898071289,0.4602540135383606,1877987,0.0,0.0
2021-09-11 00:00:00+00:00,0.4608980119228363,0.7323319911956787,0.4389069974422455,0.6592010259628296,5365128,0.0,0.0
2021-09-12 00:00:00+00:00,0.6591399908065796,0.878491997718811,0.5876740217208862,0.7054160237312317,5542331,0.0,0.0
2021-09-13 00:00:00+00:00,0.706125020980835,0.7325170040130615,0.5522239804267883,0.5786179900169373,3153711,0.0,0.0
2021-09-14 00:00:00+00:00,0.5785539746284485,0.6887040138244629,0.5569859743118286,0.5866850018501282,2158244,0.0,0.0
2021-09-15 00:00:00+00:00,0.5862759947776794,0.588811993598938,0.49345099925994873,0.5403640270233154,1499834,0.0,0.0
2021-09-16 00:00:00+00:00,0.5404390096664429,0.5504559874534607,0.4380840063095093,0.4434190094470978,1764416,0.0,0.0
2021-09-17 00:00:00+00:00,0.44572100043296814,0.4540959894657135,0.3831140100955963,0.404574990272522,1117902,0.0,0.0
2021-09-18 00:00:00+00:00,0.4039660096168518,0.4645479917526245,0.36816900968551636,0.41521701216697693,1152798,0.0,0.0
2021-09-19 00:00:00+00:00,0.41522398591041565,0.48110100626945496,0.4151810109615326,0.4306289851665497,819451,0.0,0.0
2021-09-20 00:00:00+00:00,0.43067601323127747,0.4567349851131439,0.3269129991531372,0.3405649960041046,761109,0.0,0.0
2021-09-21 00:00:00+00:00,0.34102800488471985,0.37843599915504456,0.2940639853477478,0.3080030083656311,438895,0.0,0.0
2021-09-22 00:00:00+00:00,0.30724701285362244,0.3451949954032898,0.3071349859237671,0.32409098744392395,349791,0.0,0.0
2021-09-23 00:00:00+00:00,0.32483500242233276,0.3547089993953705,0.3171660006046295,0.33921998739242554,404325,0.0,0.0
2021-09-24 00:00:00+00:00,0.33921098709106445,0.3475840091705322,0.27243998646736145,0.30268600583076477,451118,0.0,0.0
2021-09-25 00:00:00+00:00,0.3026989996433258,0.3182840049266815,0.28848499059677124,0.3000740110874176,291773,0.0,0.0
2021-09-26 00:00:00+00:00,0.3000749945640564,0.30190399289131165,0.26302000880241394,0.27395400404930115,439815,0.0,0.0
2021-09-27 00:00:00+00:00,0.27391698956489563,0.2926110029220581,0.2507309913635254,0.2528589963912964,359747,0.0,0.0
2021-09-28 00:00:00+00:00,0.25286099314689636,0.29138898849487305,0.24775999784469604,0.2618680000305176,419356,0.0,0.0
2021-09-29 00:00:00+00:00,0.2618330121040344,0.34147098660469055,0.24254100024700165,0.3158529996871948,976060,0.0,0.0
2021-09-30 00:00:00+00:00,0.3157910108566284,0.3886210024356842,0.28956401348114014,0.3471910059452057,1083372,0.0,0.0
2021-10-01 00:00:00+00:00,0.3483940064907074,0.36127999424934387,0.3259580135345459,0.34731900691986084,474556,0.0,0.0
2021-10-02 00:00:00+00:00,0.3473460078239441,0.3696039915084839,0.329477995634079,0.3314479887485504,350706,0.0,0.0
