TIMESTAMP,ETH_ACTIVE_ADDRESSES_UNIQUE_ADDRESS_TOTAL_COUNT_PER_ETHERSCAN,ETH_ACTIVE_ADDRESSES_UNIQUE_ADDRESS_SENT_FROM_COUNT_PER_ETHERSCAN,ETH_ACTIVE_ADDRESSES_UNIQUE_ADDRESS_SENT_TO_COUNT_PER_ETHERSCAN,ETH_ACTIVE_ERC20_ADDRESSES_UNIQUE_ADDRESS_TOTAL_COUNT_PER_ETHERSCAN,ETH_ACTIVE_ERC20_ADDRESSES_UNIQUE_ADDRESS_RECEIVE_COUNT_PER_ETHERSCAN,ETH_ACTIVE_ERC20_ADDRESSES_UNIQUE_ADDRESS_SENT_COUNT_PER_ETHERSCAN,ETH_AVERAGE_BLOCK_SIZE_BYTES_PER_ETHERSCAN,ETH_AVERAGE_BLOCK_TIME_SECONDS_PER_ETHERSCAN,ETH_AVERAGE_GAS_LIMIT_PER_ETHERSCAN,ETH_AVERAGE_GAS_PRICE_WEI_PER_ETHERSCAN,ETH_AVERAGE_TXN_FEE_USD_PER_ETHERSCAN,ETH_AVERAGE_TXN_FEE_ETHER_PER_ETHERSCAN,ETH_BLOCK_COUNT_PER_ETHERSCAN,ETH_BLOCK_REWARDS_ETH_PER_ETHERSCAN,ETH_ERC20_TOKEN_TRANSFER_COUNT_PER_ETHERSCAN,ETH_BURNT_FEES_ETH_PER_ETHERSCAN,ETH_NETWORK_DIFFICULTY_TERAHASHES_PER_ETHERSCAN,ETH_NETWORK_HASH_RATE_GIGAHASHES_PER_SECOND_PER_ETHERSCAN,ETH_NETWORK_TRANSACTION_FEE_ETH_PER_ETHERSCAN,ETH_NETWORK_UTILIZATION_PER_ETHERSCAN,ETH_TOTAL_GAS_USED_PER_ETHERSCAN,ETH_TRANSACTION_COUNT_PER_ETHERSCAN,ETH_UNCLE_BLOCK_COUNT_PER_ETHERSCAN,ETH_UNIQUE_ADDRESS_COUNT_PER_ETHERSCAN,ETH_MINING_PROFITABILITY_PER_BIC,ETH_MEDIAN_TRANSACTION_FEE_USD_PER_BIC,ETH_AVERAGE_TRANSACTION_VALUE_USD_PER_BIC,ETH_MEDIAN_TRANSACTION_VALUE_USD_PER_BIC,ETH_SENT_COINS_USD_PER_BIC,ETH_AVERAGE_FEE_PERCENTAGE_IN_TOTAL_BLOCK_REWARD_PER_BIC
2015-07-30,8894,1,8893,0,0,0,644,4.46,0,0,0.0,0,6912,39316.09375,0,,121000000000.0,11529700000.0,0.0,0.0,0,8893,1299,9205,0.00936,,,,,
2015-07-31,0,0,0,0,0,0,582,12.58,0,0,0.0,0,6863,36191.71875,0,,603000000000.0,51459400000.0,0.0,0.0,0,0,511,9361,0.00219,,,,,
2015-08-01,0,0,0,0,0,0,575,16.34,0,0,0.0,0,5293,27705.9375,0,,887000000000.0,57784500000.0,0.0,0.0,0,0,334,9476,0.00144,,,,,
2015-08-02,0,0,0,0,0,0,581,16.12,0,0,0.0,0,5358,28223.4375,0,,1020000000000.0,67922399999.99999,0.0,0.0,0,0,394,9563,0.00102,,,,,
2015-08-03,0,0,0,0,0,0,587,16.37,0,0,0.0,0,5280,27976.71875,0,,1126000000000.0,74573700000.0,0.0,0.0,0,0,443,9639,0.000931,,,,,
2015-08-04,0,0,0,0,0,0,587,16.1,0,0,0.0,0,5368,28478.4375,0,,1217000000000.0,82035200000.0,0.0,0.0,0,0,458,9696,0.0009,,,,,
2015-08-05,0,0,0,0,0,0,579,16.51,0,0,0.0,0,5235,27528.59375,0,,1328000000000.0,86155800000.0,0.0,0.0,0,0,371,9749,0.000865,,,,,
2015-08-06,0,0,0,0,0,0,584,16.89,0,0,0.0,0,5116,27075.46875,0,,1381000000000.0,88332600000.0,0.0,0.0,0,0,411,9790,0.000971,,,,,
2015-08-07,1087,784,609,0,0,0,633,16.65,122980,604684154870,0.05,0,5189,27437.65625,0,,1471000000000.0,95298100000.0,37.3184135112793,0.1317,49353826,2050,409,10314,0.000896,0.00411,3046.0,45.711,6244667.0,0.103
2015-08-08,827,605,477,0,0,0,668,16.44,1940277,322713574989,0.02,0,5256,27943.4375,0,,1586000000000.0,104897100000.0,68.09997007185683,0.0468,376006093,2881,458,10730,0.000453,0.00211,8002.0,0.17,23054509.0,0.177
2015-08-09,733,462,500,0,0,0,618,16.86,3141325,475467129048,0.01,0,5123,27178.28125,0,,1709000000000.0,109691600000.0,14.09894970320559,0.0024,38863003,1329,421,11004,0.000197,0.000973,697.668,7.956,927200.0,0.0428
2015-08-10,1002,821,763,0,0,0,631,16.44,3141511,421654904254,0.01,0,5255,27817.34375,0,,1838000000000.0,120598800000.0,31.165144438378736,0.0045,74070061,2037,415,11679,0.000168,0.000896,598.516,0.368,1219177.0,0.0825
2015-08-11,2343,2132,2112,0,0,0,692,16.37,3141521,77838819162,0.0,0,5280,28027.8125,0,,2036000000000.0,134769500000.0,11.311448586019756,0.0099,163481740,4963,438,13576,0.00017,0.000997,245.135,0.0393,1216605.0,0.0388
2015-08-12,907,581,685,0,0,0,653,16.86,3141555,444902379011,0.02,0,5124,27370.9375,0,,2207000000000.0,143000400000.0,32.58699240437774,0.0044,70102332,2036,474,13913,0.000209,0.00136,401.359,7.874,817167.0,0.11
2015-08-13,1275,872,993,0,0,0,666,16.34,3141552,268683475202,0.02,0,5286,28268.125,0,,2337000000000.0,156610100000.0,24.92916910994312,0.0053,88234087,2842,504,14459,0.000252,0.00169,877.251,11.37,2493147.0,0.084
2015-08-14,1595,1115,1188,0,0,0,660,14.88,3141575,193455494453,0.01,0,5809,31106.71875,0,,2671000000000.0,196757600000.0,14.354834112827458,0.0043,78746522,3174,555,15024,0.000311,0.00238,1423.0,20.381,4516055.0,0.0439
2015-08-15,1314,857,1064,0,0,0,638,16.04,3141584,144368937208,0.01,0,5382,28512.65625,0,,3378000000000.0,227665000000.0,8.83659302804685,0.0035,59565914,2284,441,15407,0.000225,0.00217,3642.0,17.961,8318089.0,0.0292
2015-08-16,1203,765,989,0,0,0,641,16.84,3141581,120940093311,0.0,0,5132,27094.53125,0,,3632000000000.0,231894800000.0,6.6772379249055565,0.0036,58241191,2440,385,15698,0.000161,0.00167,967.27,9.872,2360139.0,0.0236
2015-08-17,1250,816,1000,0,0,0,635,16.16,3141589,132149993345,0.0,0,5347,28118.90625,0,,3908000000000.0,258906600000.00003,7.642811839634957,0.0036,60515132,2512,377,15984,0.000151,0.00168,1242.0,10.289,3119346.0,0.026
2015-08-18,1295,834,1048,0,0,0,648,17.46,3141585,146513014268,0.01,0,4948,26162.8125,0,,4378000000000.0,270464500000.0,11.906071340176045,0.0043,66816413,2494,390,16268,0.000116,0.00144,744.093,7.684,1855768.0,0.0436
2015-08-19,1351,823,1148,0,0,0,653,16.64,3141611,194583349948,0.01,0,5192,27282.03125,0,,4420000000000.0,284049600000.0,15.430950669480218,0.0056,91746712,3246,361,16553,0.00012,0.00151,441.941,6.626,1434540.0,0.0493
2015-08-20,1168,658,992,0,0,0,650,21.47,3141608,99011782801,0.0,0,4024,21057.03125,0,,4469000000000.0,221438200000.0,6.855566942706631,0.005,63112713,2303,257,16773,0.000128,0.0016,244.471,6.744,563017.0,0.0308
2015-08-21,1426,913,1231,0,0,0,668,16.98,3141620,79543407701,0.0,0,5088,26690.9375,0,,4415000000000.0,277282000000.0,7.855041724705319,0.0067,106379973,3919,338,17070,0.000144,0.00157,223.937,7.477,877611.0,0.0282
2015-08-22,1415,840,1242,0,0,0,648,16.39,3141669,552841333007,0.02,0,5271,27550.46875,0,,4828000000000.0,312612700000.0,42.54717182958246,0.0055,90744195,3579,323,17313,0.000125,0.00163,195.564,5.86,699924.0,0.0582
2015-08-23,1571,885,1417,0,0,0,681,17.24,3141828,73439482806,0.0,0,5013,26255.625,0,,5138000000000.0,317162300000.0,8.049767672901801,0.0075,117802449,4190,320,17662,0.000112,0.00142,160.26,5.02,671489.0,0.0295
2015-08-24,1437,873,1290,0,0,0,673,16.67,3141762,92409814705,0.0,0,5184,27333.28125,0,,5179000000000.0,333345800000.0,8.876285419798611,0.006,97648912,4432,377,17839,0.000107,0.00137,135.652,3.888,601209.0,0.031
2015-08-25,1581,951,1406,0,0,0,680,16.95,3141658,76432335617,0.0,0,5097,26736.09375,0,,5173000000000.0,325246500000.0,8.259755825110537,0.0071,114480057,4487,335,18089,9.82e-05,0.00125,108.168,4.074,485349.0,0.0295
2015-08-26,1528,883,1393,0,0,0,669,17.27,3141656,60481160549,0.0,0,5003,26137.96875,0,,5587000000000.0,343127700000.0,7.447729278556984,0.0063,99511209,4156,303,18298,8.69e-05,0.0012,120.575,3.187,501110.0,0.0271
2015-08-27,1592,929,1427,0,0,0,708,18.35,3141738,59307091958,0.0,0,4708,24532.8125,0,,5925000000000.0,341116800000.0,8.67096304288794,0.01,147888097,5590,266,18508,8.33e-05,0.00122,56.523,2.832,315965.0,0.034
2015-08-28,1532,919,1376,0,0,0,691,18.57,3141816,92879907335,0.0,0,4653,24225.15625,0,,6251000000000.0,355228700000.0,9.925148370505209,0.0077,111903559,4758,257,18687,7.95e-05,0.00122,73.603,3.048,350202.0,0.0378
2015-08-29,1376,839,1248,0,0,0,682,19.93,3141640,56211090684,0.0,0,4329,22525.0,0,,6658000000000.0,351453000000.0,5.507451526061552,0.0073,99107570,4139,232,18815,7.54e-05,0.00124,122.327,3.68,506311.0,0.0236
2015-08-30,1625,931,1495,0,0,0,689,20.77,3141760,55155494457,0.0,0,4155,21453.59375,0,,6781000000000.0,340144000000.0,5.634173742432617,0.0079,102643603,4572,179,19017,7.72e-05,0.00128,111.308,2.631,508898.0,0.0255
2015-08-31,1516,947,1386,0,0,0,731,20.87,3141670,58423521569,0.0,0,4122,21293.4375,0,,7214000000000.0,359352300000.0,7.424533814378987,0.01,129040364,5196,182,19168,7.78e-05,0.00138,97.253,2.075,505324.0,0.0337
2015-09-01,1556,916,1432,0,0,0,741,21.86,3142022,56671549652,0.0,0,3938,20342.96875,0,,7641000000000.0,363413400000.0,7.843769855894397,0.0113,140186844,5153,171,19349,7.59e-05,0.00142,373.794,2.188,1926162.0,0.0374
2015-09-02,1515,875,1400,0,0,0,766,24.12,3141705,59243651401,0.0,0,3577,18387.34375,0,,8284000000000.001,355903200000.0,8.153735331051015,0.0124,139367393,5195,135,19500,6.83e-05,0.00139,70.543,1.682,366471.0,0.0431
2015-09-03,1449,778,1343,0,0,0,755,25.53,3141915,55051483461,0.0,0,3383,17380.9375,0,,8355000000000.0,339308800000.0,6.970025674099679,0.0119,126323875,4777,126,19646,6.52e-05,0.00133,148.14,1.548,707666.0,0.0389
2015-09-04,1451,761,1355,0,0,0,762,19.3,3141831,58779015464,0.0,0,4443,23081.875,0,,6470000000000.0,350066100000.0,9.733856361469304,0.012,167169621,5642,232,19791,8.38e-05,0.00133,39.72,1.411,224103.0,0.0407
2015-09-05,1487,830,1388,0,0,0,753,17.48,3141859,54768144366,0.0,0,4921,25629.0625,0,,6235000000000.0,374917000000.0,9.141228323603368,0.0103,159443421,5519,274,19955,8.86e-05,0.00136,39.294,2.102,216863.0,0.0344
2015-09-06,1588,965,1406,0,0,0,733,17.19,3141785,55089818552,0.0,0,4978,26168.28125,0,,6305000000000.0,388445100000.0,8.055487734515996,0.0091,142769611,5521,345,20081,8.99e-05,0.0014,71.541,2.904,394976.0,0.0295
2015-09-07,1633,969,1511,0,0,0,753,17.77,3141753,53594260637,0.0,0,4834,25460.46875,0,,6339000000000.0,379834900000.0,9.256422395866531,0.0113,170954165,5702,343,20308,8.61e-05,0.00135,45.612,2.551,260082.0,0.0349
2015-09-08,1546,1003,1408,0,0,0,759,17.46,3141945,64932639811,0.0,0,4923,25892.5,0,,6077000000000.0,370739500000.0,10.379926302044415,0.0103,159613715,5622,348,20433,8.75e-05,0.00132,58.77,2.893,330406.0,0.0384
2015-09-09,1544,980,1428,0,0,0,765,17.12,3141686,53779997784,0.0,0,5035,26427.65625,0,,6202000000000.0,386193500000.0,9.84060106916306,0.011,173606036,5604,345,20609,8.4e-05,0.00129,250.968,2.455,1406427.0,0.0357
2015-09-10,1540,989,1406,0,0,0,730,17.18,3141856,54630657670,0.0,0,5003,26444.21875,0,,6290000000000.0,392080100000.0,7.925807170796993,0.009,141533806,5341,383,20711,8.03e-05,0.00125,45.935,2.701,245338.0,0.0286
2015-09-11,1702,1088,1578,0,0,0,736,16.71,3141709,55713802958,0.0,0,5141,27239.84375,0,,6562000000000.0,421655600000.0,8.876728152679961,0.0099,160019709,6460,411,20897,6.8e-05,0.0011,118.34,2.12,764475.0,0.0311
2015-09-12,1545,942,1443,0,0,0,761,17.11,3141607,61830202468,0.0,0,5026,26401.09375,0,,6833000000000.0,424272100000.0,11.354833193505238,0.0118,186314190,5596,339,21043,6.39e-05,0.00108,39.906,2.059,223316.0,0.0413
2015-09-13,1599,954,1482,0,0,0,764,17.25,3141606,52313524792,0.0,0,4971,26171.40625,0,,7022000000000.0,432701400000.0,9.578725673919106,0.0114,177583552,6057,353,21252,5.95e-05,0.00103,36.374,1.507,220316.0,0.0352
