TIMESTAMP,SOUL13342_OPEN_PRICE_USD,SOUL13342_HIGH_PRICE_USD,SOUL13342_LOW_PRICE_USD,SOUL13342_CLOSE_PRICE_USD,SOUL13342_VOLUME_USD,SOUL13342_DIVIDENDS_USD,SOUL13342_STOCK_SPLITS_USD
2021-11-24 00:00:00+00:00,0.3242410123348236,0.3288480043411255,0.2706550061702728,0.30199500918388367,843446,0.0,0.0
2021-11-25 00:00:00+00:00,0.28952500224113464,0.32315799593925476,0.27804699540138245,0.2945930063724518,176339,0.0,0.0
2021-11-26 00:00:00+00:00,0.28487399220466614,0.2929620146751404,0.2140129953622818,0.23506499826908112,121894,0.0,0.0
2021-11-27 00:00:00+00:00,0.23501800000667572,0.23639799654483795,0.21380600333213806,0.21805399656295776,54804,0.0,0.0
2021-11-28 00:00:00+00:00,0.21800599992275238,0.21997900307178497,0.19818900525569916,0.209430992603302,36101,0.0,0.0
2021-11-29 00:00:00+00:00,0.20936499536037445,0.21299399435520172,0.2030870020389557,0.20782999694347382,41548,0.0,0.0
2021-11-30 00:00:00+00:00,0.20782899856567383,0.21271799504756927,0.18980500102043152,0.19144900143146515,17099,0.0,0.0
2021-12-01 00:00:00+00:00,0.19144600629806519,0.19950899481773376,0.18608899414539337,0.190311998128891,30117,0.0,0.0
2021-12-02 00:00:00+00:00,0.19031600654125214,0.19046999514102936,0.16303099691867828,0.16817399859428406,21096,0.0,0.0
2021-12-03 00:00:00+00:00,0.16823799908161163,0.17757199704647064,0.15203599631786346,0.1538189947605133,9693,0.0,0.0
2021-12-04 00:00:00+00:00,0.15380500257015228,0.1763249933719635,0.12042299658060074,0.15084099769592285,13756,0.0,0.0
2021-12-05 00:00:00+00:00,0.15081200003623962,0.1515589952468872,0.12201599776744843,0.12456600368022919,8202,0.0,0.0
2021-12-06 00:00:00+00:00,0.12464100122451782,0.12597699463367462,0.10593800246715546,0.12597699463367462,7401,0.0,0.0
2021-12-07 00:00:00+00:00,0.12601399421691895,0.1467439979314804,0.11588999629020691,0.11761800199747086,11094,0.0,0.0
2021-12-08 00:00:00+00:00,0.11762300133705139,0.13260099291801453,0.11661999672651291,0.12354999780654907,6025,0.0,0.0
