TIMESTAMP,BANNED_OPEN_PRICE_USD,BANNED_HIGH_PRICE_USD,BANNED_LOW_PRICE_USD,BANNED_CLOSE_PRICE_USD,BANNED_VOLUME_USD,BANNED_DIVIDENDS_USD,BANNED_STOCK_SPLITS_USD
2025-05-15 00:00:00+00:00,0.0004180000105407089,0.0005489999894052744,0.0002739999908953905,0.0003530000103637576,363570,0.0,0.0
2025-05-16 00:00:00+00:00,0.0003530000103637576,0.0004659999976865947,0.00022400000307243317,0.0003349999897181988,147820,0.0,0.0
2025-05-17 00:00:00+00:00,0.0003349999897181988,0.00038300000596791506,0.00027099999715574086,0.0003100000030826777,63034,0.0,0.0
2025-05-18 00:00:00+00:00,0.0003100000030826777,0.0008399999933317304,0.0002840000088326633,0.0004189999890513718,197861,0.0,0.0
2025-05-19 00:00:00+00:00,0.0004189999890513718,0.0004769999941345304,0.000307999987853691,0.00042299999040551484,66284,0.0,0.0
2025-05-20 00:00:00+00:00,0.00042299999040551484,0.0008909999742172658,0.00031999999191612005,0.0008249999955296516,106244,0.0,0.0
2025-05-21 00:00:00+00:00,0.0008249999955296516,0.0009590000263415277,0.0004980000085197389,0.0006290000164881349,119662,0.0,0.0
2025-05-22 00:00:00+00:00,0.0006290000164881349,0.0007910000276751816,0.0005039999959990382,0.0006389999762177467,88021,0.0,0.0
2025-05-23 00:00:00+00:00,0.0006389999762177467,0.0009369999752379954,0.00046300000394694507,0.0008340000058524311,100393,0.0,0.0
2025-05-24 00:00:00+00:00,0.0008340000058524311,0.001547000021673739,0.0007169999880716205,0.0014830000000074506,148610,0.0,0.0
2025-05-25 00:00:00+00:00,0.0014830000000074506,0.0015170000260695815,0.001108999946154654,0.0013310000067576766,84449,0.0,0.0
2025-05-26 00:00:00+00:00,0.0013310000067576766,0.001408000010997057,0.0009330000029876828,0.0009970000246539712,54579,0.0,0.0
2025-05-27 00:00:00+00:00,0.0010160000529140234,0.001269000000320375,0.0006280000088736415,0.0012390000047162175,60062,0.0,0.0
2025-05-28 00:00:00+00:00,0.001276999944821,0.0023419999051839113,0.001218999968841672,0.002266000024974346,236165,0.0,0.0
2025-05-29 00:00:00+00:00,0.002266000024974346,0.0025130000431090593,0.0016570000443607569,0.0021540001034736633,202495,0.0,0.0
2025-05-30 00:00:00+00:00,0.0021540001034736633,0.00216299993917346,0.0014199999859556556,0.0015950000379234552,79487,0.0,0.0
2025-05-31 00:00:00+00:00,0.0015950000379234552,0.0016339999856427312,0.0010779999429360032,0.0011480000102892518,45012,0.0,0.0
2025-06-01 00:00:00+00:00,0.0011477507650852203,0.0012478093849495053,0.0009779674001038074,0.0010738717392086983,37965,0.0,0.0
