,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.016048958214980067,0.12668448292896833,0.10527141202602854,0.06009320947854375,2731255.3378984905,1652.6510030549373,1373.3087161458336,0.038726233670845454,0.5025464941217073
1,0.005405459669591114,0.0735218312448154,0.062346705833076325,0.03918797905385584,960762.6442109265,980.1850050938988,831.1994430443546,0.024180351002527935,0.8995671291358284
Mean,0.01072720894228559,0.10010315708689187,0.08380905892955243,0.049640594266199795,1846008.9910547086,1316.4180040744181,1102.254079595094,0.03145329233668669,0.7010568116287679
