TIMESTAMP,KIZUNA_OPEN_PRICE_USD,KIZUNA_HIGH_PRICE_USD,KIZUNA_LOW_PRICE_USD,KIZUNA_CLOSE_PRICE_USD,KIZUNA_VOLUME_USD,KIZUNA_DIVIDENDS_USD,KIZUNA_STOCK_SPLITS_USD
2023-10-06 00:00:00+00:00,,,,0.0,391634,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,263055,0.0,0.0
2023-10-08 00:00:00+00:00,,,,0.0,86656,0.0,0.0
2023-10-09 00:00:00+00:00,,,,0.0,177434,0.0,0.0
2023-10-10 00:00:00+00:00,,,,0.0,148411,0.0,0.0
2023-10-11 00:00:00+00:00,,,,0.0,62377,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,71196,0.0,0.0
2023-10-13 00:00:00+00:00,,,,0.0,38066,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,23986,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,22927,0.0,0.0
2023-10-16 00:00:00+00:00,,,,0.0,18983,0.0,0.0
2023-10-17 00:00:00+00:00,,,,0.0,53068,0.0,0.0
2023-10-18 00:00:00+00:00,,,,0.0,30458,0.0,0.0
2023-10-19 00:00:00+00:00,,,,0.0,40200,0.0,0.0
2023-10-20 00:00:00+00:00,,,,0.0,41097,0.0,0.0
2023-10-21 00:00:00+00:00,,,,0.0,11628,0.0,0.0
2023-10-22 00:00:00+00:00,,,,0.0,23182,0.0,0.0
2023-10-23 00:00:00+00:00,,,,0.0,32286,0.0,0.0
2023-10-24 00:00:00+00:00,,,,0.0,78044,0.0,0.0
2023-10-25 00:00:00+00:00,,,,0.0,166766,0.0,0.0
2023-10-26 00:00:00+00:00,,,,0.0,82887,0.0,0.0
2023-10-27 00:00:00+00:00,,,,0.0,73323,0.0,0.0
2023-10-28 00:00:00+00:00,,,,0.0,66894,0.0,0.0
2023-10-29 00:00:00+00:00,,,,0.0,164721,0.0,0.0
2023-10-30 00:00:00+00:00,,,,0.0,148005,0.0,0.0
2023-10-31 00:00:00+00:00,,,,0.0,52704,0.0,0.0
2023-11-01 00:00:00+00:00,,,,0.0,56201,0.0,0.0
2023-11-02 00:00:00+00:00,,,,0.0,32838,0.0,0.0
2023-11-03 00:00:00+00:00,,,,0.0,60159,0.0,0.0
2023-11-04 00:00:00+00:00,,,,0.0,47029,0.0,0.0
2023-11-05 00:00:00+00:00,,,,0.0,413882,0.0,0.0
2023-11-06 00:00:00+00:00,,,,0.0,685134,0.0,0.0
2023-11-07 00:00:00+00:00,,,,0.0,212544,0.0,0.0
2023-11-08 00:00:00+00:00,,,,0.0,507674,0.0,0.0
2023-11-09 00:00:00+00:00,,,,0.0,443822,0.0,0.0
2023-11-10 00:00:00+00:00,,,,0.0,214517,0.0,0.0
2023-11-11 00:00:00+00:00,,,,0.0,170028,0.0,0.0
2023-11-12 00:00:00+00:00,,,,0.0,111075,0.0,0.0
2023-11-13 00:00:00+00:00,,,,0.0,113462,0.0,0.0
2023-11-14 00:00:00+00:00,,,,0.0,120831,0.0,0.0
2023-11-15 00:00:00+00:00,,,,0.0,167029,0.0,0.0
2023-11-16 00:00:00+00:00,,,,0.0,117931,0.0,0.0
2023-11-17 00:00:00+00:00,,,,0.0,238922,0.0,0.0
2023-11-18 00:00:00+00:00,,,,0.0,1918544,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,1612520,0.0,0.0
2023-11-20 00:00:00+00:00,,,,0.0,1475001,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,665963,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,736246,0.0,0.0
2023-11-23 00:00:00+00:00,,,,0.0,364257,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,394886,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,419545,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,229879,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,247372,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,410050,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,306430,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,229203,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,199616,0.0,0.0
2023-12-02 00:00:00+00:00,,,,0.0,355195,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,485005,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,447409,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,247902,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,272735,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,477109,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,583893,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,1621873,0.0,0.0
2023-12-10 00:00:00+00:00,,,,0.0,619734,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,476652,0.0,0.0
2023-12-12 00:00:00+00:00,,,,0.0,375117,0.0,0.0
2023-12-13 00:00:00+00:00,,,,0.0,684203,0.0,0.0
2023-12-14 00:00:00+00:00,,,,0.0,553588,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,606608,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,347364,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,373128,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,246155,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,167964,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,223771,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,328436,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,224715,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,104771,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,99023,0.0,0.0
2023-12-25 00:00:00+00:00,,,,0.0,109139,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,135458,0.0,0.0
2023-12-27 00:00:00+00:00,,,,0.0,188960,0.0,0.0
2023-12-28 00:00:00+00:00,,,,0.0,100014,0.0,0.0
2023-12-29 00:00:00+00:00,,,,0.0,111891,0.0,0.0
2023-12-30 00:00:00+00:00,,,,0.0,110278,0.0,0.0
2023-12-31 00:00:00+00:00,,,,0.0,119563,0.0,0.0
2024-01-01 00:00:00+00:00,,,,0.0,86725,0.0,0.0
2024-01-02 00:00:00+00:00,,,,0.0,250697,0.0,0.0
2024-01-03 00:00:00+00:00,,,,0.0,172290,0.0,0.0
2024-01-04 00:00:00+00:00,,,,0.0,148330,0.0,0.0
2024-01-05 00:00:00+00:00,,,,0.0,121507,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,66165,0.0,0.0
2024-01-07 00:00:00+00:00,,,,0.0,51456,0.0,0.0
2024-01-08 00:00:00+00:00,,,,0.0,68788,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,89062,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,53326,0.0,0.0
2024-01-11 00:00:00+00:00,,,,0.0,182603,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,56454,0.0,0.0
2024-01-13 00:00:00+00:00,,,,0.0,38255,0.0,0.0
2024-01-14 00:00:00+00:00,,,,0.0,57251,0.0,0.0
2024-01-15 00:00:00+00:00,,,,0.0,243492,0.0,0.0
2024-01-16 00:00:00+00:00,,,,0.0,451815,0.0,0.0
2024-01-17 00:00:00+00:00,,,,0.0,209844,0.0,0.0
2024-01-18 00:00:00+00:00,,,,0.0,171350,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,142741,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,128729,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,80881,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,64956,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,68223,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,115795,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,158191,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,220641,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,116988,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,42127,0.0,0.0
2024-01-29 00:00:00+00:00,,,,0.0,105652,0.0,0.0
2024-01-30 00:00:00+00:00,,,,0.0,735443,0.0,0.0
2024-01-31 00:00:00+00:00,,,,0.0,224875,0.0,0.0
2024-02-01 00:00:00+00:00,,,,0.0,145856,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,164280,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,86432,0.0,0.0
2024-02-04 00:00:00+00:00,,,,0.0,42148,0.0,0.0
2024-02-05 00:00:00+00:00,,,,0.0,102555,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,154434,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,130150,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,119372,0.0,0.0
2024-02-09 00:00:00+00:00,,,,0.0,151725,0.0,0.0
2024-02-10 00:00:00+00:00,,,,0.0,620412,0.0,0.0
2024-02-11 00:00:00+00:00,,,,0.0,427533,0.0,0.0
2024-02-12 00:00:00+00:00,,,,0.0,265325,0.0,0.0
2024-02-13 00:00:00+00:00,,,,0.0,252627,0.0,0.0
2024-02-14 00:00:00+00:00,,,,0.0,555009,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,812086,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,537052,0.0,0.0
2024-02-17 00:00:00+00:00,,,,0.0,298907,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,317168,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,612611,0.0,0.0
2024-02-20 00:00:00+00:00,,,,0.0,1517954,0.0,0.0
2024-02-21 00:00:00+00:00,,,,0.0,997490,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,951143,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,724038,0.0,0.0
2024-02-24 00:00:00+00:00,,,,0.0,442823,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,454554,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,535550,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,658340,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,385212,0.0,0.0
