TIMESTAMP,OXT_OPEN_PRICE_USD,OXT_HIGH_PRICE_USD,OXT_LOW_PRICE_USD,OXT_CLOSE_PRICE_USD,OXT_VOLUME_USD,OXT_DIVIDENDS_USD,OXT_STOCK_SPLITS_USD
2019-12-17 00:00:00+00:00,0.3635999858379364,0.3635999858379364,0.2993910014629364,0.3117310106754303,1090040,0.0,0.0
2019-12-18 00:00:00+00:00,0.3117310106754303,0.31698599457740784,0.2511439919471741,0.26740899682044983,796001,0.0,0.0
2019-12-19 00:00:00+00:00,0.26740899682044983,0.7169569730758667,0.2667680084705353,0.6545860171318054,818341,0.0,0.0
2019-12-20 00:00:00+00:00,0.6545860171318054,0.7159820199012756,0.5879830121994019,0.6109179854393005,1461522,0.0,0.0
2019-12-21 00:00:00+00:00,0.6109179854393005,0.6519179940223694,0.4842970073223114,0.6457899808883667,965562,0.0,0.0
2019-12-22 00:00:00+00:00,0.645861029624939,0.6594089865684509,0.517524003982544,0.5204169750213623,928634,0.0,0.0
2019-12-23 00:00:00+00:00,0.52019202709198,0.5604760050773621,0.42045000195503235,0.43653199076652527,6503584,0.0,0.0
2019-12-24 00:00:00+00:00,0.44500601291656494,0.45616599917411804,0.4115560054779053,0.4321030080318451,2925616,0.0,0.0
2019-12-25 00:00:00+00:00,0.4321030080318451,0.4428409934043884,0.37775298953056335,0.42009100317955017,4211039,0.0,0.0
2019-12-26 00:00:00+00:00,0.4194050133228302,0.43561699986457825,0.39021000266075134,0.40693399310112,2665664,0.0,0.0
2019-12-27 00:00:00+00:00,0.40698501467704773,0.4098869860172272,0.39237698912620544,0.4011389911174774,1869990,0.0,0.0
2019-12-28 00:00:00+00:00,0.4011389911174774,0.4024119973182678,0.34615498781204224,0.36590099334716797,3353212,0.0,0.0
2019-12-29 00:00:00+00:00,0.36887499690055847,0.36887499690055847,0.34303000569343567,0.3521769940853119,1753128,0.0,0.0
2019-12-30 00:00:00+00:00,0.3514479994773865,0.3898009955883026,0.3505780100822449,0.35541701316833496,3052482,0.0,0.0
2019-12-31 00:00:00+00:00,0.35618799924850464,0.358146995306015,0.3385849893093109,0.3443619906902313,1464918,0.0,0.0
2020-01-01 00:00:00+00:00,0.3438200056552887,0.3525409996509552,0.33526501059532166,0.33809399604797363,1193475,0.0,0.0
2020-01-02 00:00:00+00:00,0.33680298924446106,0.3373880088329315,0.3002060055732727,0.30257898569107056,2112081,0.0,0.0
2020-01-03 00:00:00+00:00,0.3020159900188446,0.34199100732803345,0.3015510141849518,0.32624301314353943,1974493,0.0,0.0
2020-01-04 00:00:00+00:00,0.3275870084762573,0.35017699003219604,0.2961980104446411,0.323293000459671,1052564,0.0,0.0
2020-01-05 00:00:00+00:00,0.3248650133609772,0.33319199085235596,0.31080999970436096,0.31469300389289856,1435558,0.0,0.0
2020-01-06 00:00:00+00:00,0.31467100977897644,0.3452509939670563,0.3102419972419739,0.32058900594711304,2403481,0.0,0.0
2020-01-07 00:00:00+00:00,0.32058900594711304,0.33331799507141113,0.3014110028743744,0.3224329948425293,1681950,0.0,0.0
2020-01-08 00:00:00+00:00,0.3224329948425293,0.3288330137729645,0.3096249997615814,0.3158789873123169,1663119,0.0,0.0
2020-01-09 00:00:00+00:00,0.3155139982700348,0.3196060061454773,0.30327001214027405,0.30844101309776306,1067014,0.0,0.0
2020-01-10 00:00:00+00:00,0.3088569939136505,0.3283970057964325,0.3002690076828003,0.3148359954357147,1936277,0.0,0.0
2020-01-11 00:00:00+00:00,0.31480100750923157,0.3195270001888275,0.30608901381492615,0.30716800689697266,1558425,0.0,0.0
2020-01-12 00:00:00+00:00,0.3068059980869293,0.3106530010700226,0.3047029972076416,0.30531200766563416,965825,0.0,0.0
