TIMESTAMP,LABS29886_OPEN_PRICE_USD,LABS29886_HIGH_PRICE_USD,LABS29886_LOW_PRICE_USD,LABS29886_CLOSE_PRICE_USD,LABS29886_VOLUME_USD,LABS29886_DIVIDENDS_USD,LABS29886_STOCK_SPLITS_USD
2025-05-09 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2025-05-10 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2025-05-11 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2025-05-12 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2025-05-13 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2025-05-14 00:00:00+00:00,2.5999999706982635e-05,3.099999958067201e-05,2.5999999706982635e-05,3.099999958067201e-05,18,0.0,0.0
2025-05-15 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,0,0.0,0.0
2025-05-16 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,0,0.0,0.0
2025-05-17 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,0,0.0,0.0
2025-05-18 00:00:00+00:00,3.099999958067201e-05,3.199999991920777e-05,3.099999958067201e-05,3.199999991920777e-05,0,0.0,0.0
2025-05-19 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-05-20 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-05-21 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-05-22 00:00:00+00:00,3.199999991920777e-05,0.0007660000119358301,3.199999991920777e-05,0.0005939999828115106,0,0.0,0.0
2025-05-23 00:00:00+00:00,0.0005939999828115106,0.0007559999939985573,0.000547999981790781,0.000547999981790781,2534,0.0,0.0
2025-05-24 00:00:00+00:00,0.000547999981790781,0.0006179999909363687,0.000526999996509403,0.0005440000095404685,0,0.0,0.0
2025-05-25 00:00:00+00:00,0.0005440000095404685,0.0006549999816343188,0.0005099999834783375,0.0005579999997280538,0,0.0,0.0
2025-05-26 00:00:00+00:00,0.0005579999997280538,0.0008539999835193157,0.0005579999997280538,0.0007060000207275152,2146,0.0,0.0
2025-05-27 00:00:00+00:00,0.0007060000207275152,0.0007769999792799354,0.0006500000017695129,0.0006500000017695129,735,0.0,0.0
2025-05-28 00:00:00+00:00,0.0006500000017695129,0.0007609999738633633,0.0006200000061653554,0.0007609999738633633,0,0.0,0.0
2025-05-29 00:00:00+00:00,0.0007609999738633633,0.0007609999738633633,0.000450999999884516,0.0006360000115819275,0,0.0,0.0
2025-05-30 00:00:00+00:00,0.0006360000115819275,0.0006559999892488122,0.0005469999741762877,0.0005469999741762877,0,0.0,0.0
2025-05-31 00:00:00+00:00,0.0005469999741762877,0.0006070000235922635,0.0005259999888949096,0.0005259999888949096,0,0.0,0.0
2025-06-01 00:00:00+00:00,0.000526093237567693,0.0005377311608754098,0.0004718656709883362,0.0005377311608754098,329,0.0,0.0
