TIMESTAMP,CB33330_OPEN_PRICE_USD,CB33330_HIGH_PRICE_USD,CB33330_LOW_PRICE_USD,CB33330_CLOSE_PRICE_USD,CB33330_VOLUME_USD,CB33330_DIVIDENDS_USD,CB33330_STOCK_SPLITS_USD
2024-10-07 00:00:00+00:00,0.006397000048309565,0.006926000118255615,0.004308999981731176,0.0065310001373291016,3961978,0.0,0.0
2024-10-08 00:00:00+00:00,0.0065310001373291016,0.010060000233352184,0.004321000073105097,0.008949999697506428,4522869,0.0,0.0
2024-10-09 00:00:00+00:00,0.009008999913930893,0.021097000688314438,0.007627000100910664,0.013880000449717045,12902965,0.0,0.0
2024-10-10 00:00:00+00:00,0.013833999633789062,0.02027300000190735,0.013035999611020088,0.017544999718666077,9129543,0.0,0.0
2024-10-11 00:00:00+00:00,0.017534999176859856,0.02099199965596199,0.011978000402450562,0.012745999731123447,9201007,0.0,0.0
2024-10-12 00:00:00+00:00,0.012745999731123447,0.015483999624848366,0.01097899954766035,0.012531000189483166,7114280,0.0,0.0
2024-10-13 00:00:00+00:00,0.012531000189483166,0.013544999994337559,0.008864999748766422,0.008948000147938728,6993163,0.0,0.0
2024-10-14 00:00:00+00:00,0.008977999910712242,0.01191600039601326,0.007600999902933836,0.010645999573171139,8648408,0.0,0.0
2024-10-15 00:00:00+00:00,0.010641000233590603,0.014870000071823597,0.009523999877274036,0.010695000179111958,8549175,0.0,0.0
2024-10-16 00:00:00+00:00,0.010758000425994396,0.016662999987602234,0.008875000290572643,0.013783000409603119,7680542,0.0,0.0
2024-10-17 00:00:00+00:00,0.013818000443279743,0.014012999832630157,0.009127999655902386,0.009465999901294708,5225316,0.0,0.0
2024-10-18 00:00:00+00:00,0.009514999575912952,0.011002999730408192,0.008131000213325024,0.00938900001347065,5534910,0.0,0.0
2024-10-19 00:00:00+00:00,0.00944599974900484,0.010994000360369682,0.004720999859273434,0.0064559997990727425,4519452,0.0,0.0
2024-10-20 00:00:00+00:00,0.0064559997990727425,0.010165000334382057,0.00482999999076128,0.007639999967068434,4912068,0.0,0.0
2024-10-21 00:00:00+00:00,0.007627000100910664,0.008150000125169754,0.005667999852448702,0.006225999910384417,3411946,0.0,0.0
2024-10-22 00:00:00+00:00,0.006225999910384417,0.009225999936461449,0.005063999909907579,0.006430999841541052,3694149,0.0,0.0
2024-10-23 00:00:00+00:00,0.006430999841541052,0.008492999710142612,0.005803000181913376,0.006976999808102846,3431254,0.0,0.0
