TIMESTAMP,REAL14463_OPEN_PRICE_USD,REAL14463_HIGH_PRICE_USD,REAL14463_LOW_PRICE_USD,REAL14463_CLOSE_PRICE_USD,REAL14463_VOLUME_USD,REAL14463_DIVIDENDS_USD,REAL14463_STOCK_SPLITS_USD
2021-12-11 00:00:00+00:00,12.564022064208984,21.102262496948242,12.564022064208984,20.16472053527832,26994760,0.0,0.0
2021-12-12 00:00:00+00:00,20.162866592407227,20.232269287109375,17.074575424194336,18.52919578552246,11614023,0.0,0.0
2021-12-13 00:00:00+00:00,18.534446716308594,18.534446716308594,14.394035339355469,14.722721099853516,6588942,0.0,0.0
2021-12-14 00:00:00+00:00,14.721063613891602,16.633031845092773,14.595742225646973,15.727910995483398,3631108,0.0,0.0
2021-12-15 00:00:00+00:00,15.725907325744629,24.038068771362305,15.653402328491211,23.56239128112793,15747603,0.0,0.0
2021-12-16 00:00:00+00:00,23.561111450195312,28.214048385620117,21.16054344177246,24.043668746948242,26184846,0.0,0.0
2021-12-17 00:00:00+00:00,24.060546875,24.540016174316406,21.220083236694336,23.185209274291992,16117292,0.0,0.0
2021-12-18 00:00:00+00:00,23.188236236572266,25.31700897216797,21.90231704711914,22.39136505126953,10617476,0.0,0.0
2021-12-19 00:00:00+00:00,22.390527725219727,22.4681339263916,19.56183624267578,21.071069717407227,9816625,0.0,0.0
2021-12-20 00:00:00+00:00,21.071199417114258,21.360923767089844,16.647138595581055,18.08789825439453,8834086,0.0,0.0
2021-12-21 00:00:00+00:00,18.087989807128906,20.15546417236328,17.45559310913086,18.729040145874023,6529522,0.0,0.0
2021-12-22 00:00:00+00:00,18.730958938598633,23.227615356445312,17.987354278564453,22.967233657836914,12676040,0.0,0.0
2021-12-23 00:00:00+00:00,22.940519332885742,23.094213485717773,18.368602752685547,19.74596405029297,13394388,0.0,0.0
2021-12-24 00:00:00+00:00,19.743112564086914,19.88162612915039,16.623933792114258,17.668121337890625,6204420,0.0,0.0
2021-12-25 00:00:00+00:00,17.659461975097656,18.267803192138672,14.662899017333984,14.71101188659668,5154039,0.0,0.0
