TIMESTAMP,KTO_OPEN_PRICE_USD,KTO_HIGH_PRICE_USD,KTO_LOW_PRICE_USD,KTO_CLOSE_PRICE_USD,KTO_VOLUME_USD,KTO_DIVIDENDS_USD,KTO_STOCK_SPLITS_USD
2021-12-06 00:00:00+00:00,,,,0.0,506526,0.0,0.0
2021-12-07 00:00:00+00:00,,,,0.0,472702,0.0,0.0
2021-12-08 00:00:00+00:00,,,,0.0,409033,0.0,0.0
2021-12-09 00:00:00+00:00,,,,0.0,408891,0.0,0.0
2021-12-10 00:00:00+00:00,,,,0.0,348817,0.0,0.0
2021-12-11 00:00:00+00:00,,,,0.0,140202,0.0,0.0
2021-12-12 00:00:00+00:00,,,,0.0,113204,0.0,0.0
2021-12-13 00:00:00+00:00,,,,0.0,75036,0.0,0.0
2021-12-14 00:00:00+00:00,,,,0.0,44972,0.0,0.0
2021-12-15 00:00:00+00:00,,,,0.0,115444,0.0,0.0
2021-12-16 00:00:00+00:00,,,,0.0,41371,0.0,0.0
2021-12-17 00:00:00+00:00,,,,0.0,50273,0.0,0.0
2021-12-18 00:00:00+00:00,,,,0.0,39945,0.0,0.0
2021-12-19 00:00:00+00:00,,,,0.0,104976,0.0,0.0
2021-12-20 00:00:00+00:00,,,,0.0,38051,0.0,0.0
2021-12-21 00:00:00+00:00,,,,0.0,85588,0.0,0.0
2021-12-22 00:00:00+00:00,,,,0.0,31696,0.0,0.0
2021-12-23 00:00:00+00:00,,,,0.0,17104,0.0,0.0
2021-12-24 00:00:00+00:00,,,,0.0,51173,0.0,0.0
2021-12-25 00:00:00+00:00,,,,0.0,43188,0.0,0.0
2021-12-26 00:00:00+00:00,,,,0.0,11767,0.0,0.0
2021-12-27 00:00:00+00:00,,,,0.0,19528,0.0,0.0
2021-12-28 00:00:00+00:00,,,,0.0,36856,0.0,0.0
2021-12-29 00:00:00+00:00,,,,0.0,22563,0.0,0.0
2021-12-30 00:00:00+00:00,,,,0.0,11571,0.0,0.0
2021-12-31 00:00:00+00:00,,,,0.0,24296,0.0,0.0
2022-01-01 00:00:00+00:00,,,,0.0,6248,0.0,0.0
2022-01-02 00:00:00+00:00,,,,0.0,21894,0.0,0.0
2022-01-03 00:00:00+00:00,,,,0.0,129992,0.0,0.0
2022-01-04 00:00:00+00:00,,,,0.0,30213,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,25288,0.0,0.0
2022-01-06 00:00:00+00:00,,,,0.0,27188,0.0,0.0
2022-01-07 00:00:00+00:00,,,,0.0,29543,0.0,0.0
2022-01-08 00:00:00+00:00,,,,0.0,59209,0.0,0.0
2022-01-09 00:00:00+00:00,,,,0.0,61965,0.0,0.0
2022-01-10 00:00:00+00:00,,,,0.0,235277,0.0,0.0
2022-01-11 00:00:00+00:00,,,,0.0,201407,0.0,0.0
2022-01-12 00:00:00+00:00,,,,0.0,68106,0.0,0.0
2022-01-13 00:00:00+00:00,,,,0.0,181875,0.0,0.0
2022-01-14 00:00:00+00:00,,,,0.0,212065,0.0,0.0
2022-01-15 00:00:00+00:00,,,,0.0,384038,0.0,0.0
2022-01-16 00:00:00+00:00,,,,0.0,222990,0.0,0.0
2022-01-17 00:00:00+00:00,,,,0.0,152301,0.0,0.0
2022-01-18 00:00:00+00:00,,,,0.0,269955,0.0,0.0
2022-01-19 00:00:00+00:00,,,,0.0,136939,0.0,0.0
2022-01-20 00:00:00+00:00,,,,0.0,63928,0.0,0.0
2022-01-21 00:00:00+00:00,,,,0.0,107166,0.0,0.0
2022-01-22 00:00:00+00:00,,,,0.0,76238,0.0,0.0
2022-01-23 00:00:00+00:00,,,,0.0,52273,0.0,0.0
2022-01-24 00:00:00+00:00,,,,0.0,33903,0.0,0.0
2022-01-25 00:00:00+00:00,,,,0.0,40372,0.0,0.0
2022-01-26 00:00:00+00:00,,,,0.0,37751,0.0,0.0
2022-01-27 00:00:00+00:00,,,,0.0,20370,0.0,0.0
2022-01-28 00:00:00+00:00,,,,0.0,134490,0.0,0.0
2022-01-29 00:00:00+00:00,,,,0.0,31661,0.0,0.0
