TIMESTAMP,JAIHO_OPEN_PRICE_USD,JAIHO_HIGH_PRICE_USD,JAIHO_LOW_PRICE_USD,JAIHO_CLOSE_PRICE_USD,JAIHO_VOLUME_USD,JAIHO_DIVIDENDS_USD,JAIHO_STOCK_SPLITS_USD
2021-11-13 00:00:00+00:00,0.001973999897018075,0.004863000009208918,0.001973999897018075,0.002392000053077936,432968,0.0,0.0
2021-11-14 00:00:00+00:00,0.002392000053077936,0.011827999725937843,0.002319999970495701,0.007693000137805939,1450868,0.0,0.0
2021-11-15 00:00:00+00:00,0.007691999897360802,0.007691999897360802,0.0038429999258369207,0.004755999892950058,1466401,0.0,0.0
2021-11-16 00:00:00+00:00,0.004749999847263098,0.004780999850481749,0.0026489999145269394,0.003166999900713563,322642,0.0,0.0
2021-11-17 00:00:00+00:00,0.0031679999083280563,0.0032029999420046806,0.0027379998937249184,0.0030189999379217625,122500,0.0,0.0
2021-11-18 00:00:00+00:00,0.003017999930307269,0.0030819999519735575,0.0021460000425577164,0.002203000010922551,57341,0.0,0.0
2021-11-19 00:00:00+00:00,0.002208000048995018,0.002220999915152788,0.0017269999952986836,0.0018840000266209245,78899,0.0,0.0
2021-11-20 00:00:00+00:00,0.0018850000342354178,0.0022299999836832285,0.0018759999657049775,0.0022189998999238014,50922,0.0,0.0
2021-11-21 00:00:00+00:00,0.0022169998846948147,0.0022299999836832285,0.00203300011344254,0.0020810000132769346,29478,0.0,0.0
2021-11-22 00:00:00+00:00,0.0020800000056624413,0.0020800000056624413,0.0017859999788925052,0.0018360000103712082,26323,0.0,0.0
2021-11-23 00:00:00+00:00,0.0018370000179857016,0.0019749999046325684,0.001246000058017671,0.001276999944821,44037,0.0,0.0
2021-11-24 00:00:00+00:00,0.001276999944821,0.0014799999771639705,0.0012700000079348683,0.00133200001437217,36159,0.0,0.0
2021-11-25 00:00:00+00:00,0.0014779999619349837,0.0016120000509545207,0.0014769999543204904,0.0015330000314861536,1,0.0,0.0
2021-11-26 00:00:00+00:00,0.0015999999595806003,0.001639000023715198,0.0014280000468716025,0.0014680000022053719,0,0.0,0.0
