TIMESTAMP,AIBB_OPEN_PRICE_USD,AIBB_HIGH_PRICE_USD,AIBB_LOW_PRICE_USD,AIBB_CLOSE_PRICE_USD,AIBB_VOLUME_USD,AIBB_DIVIDENDS_USD,AIBB_STOCK_SPLITS_USD
2023-04-30 00:00:00+00:00,,,,0.0,527676,0.0,0.0
2023-05-01 00:00:00+00:00,,,,0.0,144904,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,61240,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,443973,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,862295,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,933551,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,864568,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,686064,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,2047516,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,1636831,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,2750208,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,1748800,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,961920,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,605324,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,445705,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,593629,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,1167834,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,1153528,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,1326357,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,1308653,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,1461113,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,1437779,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,1311211,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,2588219,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,1639001,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,3982562,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,4539354,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,4256817,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,4603948,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,4750908,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,4189666,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,4333604,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,4728551,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,4052440,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,3326264,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,3747337,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,3411616,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,3442979,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,3438856,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,3200331,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,3353444,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,3568743,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,2378680,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,4157990,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,2708626,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,4100737,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,7681148,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,8390243,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,6655889,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,1127562,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,7623657,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,4160853,0.0,0.0
