TIMESTAMP,SPA13748_OPEN_PRICE_USD,SPA13748_HIGH_PRICE_USD,SPA13748_LOW_PRICE_USD,SPA13748_CLOSE_PRICE_USD,SPA13748_VOLUME_USD,SPA13748_DIVIDENDS_USD,SPA13748_STOCK_SPLITS_USD
2021-11-03 00:00:00+00:00,62.99592971801758,104.07585144042969,62.88347625732422,98.34254455566406,1158599,0.0,0.0
2021-11-04 00:00:00+00:00,98.33224487304688,181.22012329101562,98.01490020751953,168.4363555908203,2450904,0.0,0.0
2021-11-05 00:00:00+00:00,168.4419403076172,188.24420166015625,156.7996368408203,179.21250915527344,0,0.0,0.0
2021-11-06 00:00:00+00:00,179.20565795898438,304.2671203613281,179.0305938720703,290.3603210449219,0,0.0,0.0
2021-11-07 00:00:00+00:00,290.3368835449219,300.12103271484375,240.4451904296875,247.2342529296875,0,0.0,0.0
2021-11-08 00:00:00+00:00,247.26077270507812,247.45596313476562,189.73255920410156,190.3239288330078,0,0.0,0.0
2021-11-09 00:00:00+00:00,190.3307342529297,190.3681640625,128.318603515625,128.37445068359375,0,0.0,0.0
2021-11-10 00:00:00+00:00,128.37721252441406,153.6134033203125,128.32534790039062,148.7683563232422,0,0.0,0.0
2021-11-11 00:00:00+00:00,148.79266357421875,150.94232177734375,115.17288970947266,115.35246276855469,0,0.0,0.0
2021-11-12 00:00:00+00:00,115.45037841796875,116.25898742675781,81.90570068359375,82.23287200927734,0,0.0,0.0
2021-11-13 00:00:00+00:00,82.20899963378906,127.81090545654297,82.20899963378906,123.83533477783203,2415452,0.0,0.0
2021-11-14 00:00:00+00:00,123.81114959716797,156.642578125,120.70486450195312,156.642578125,5423591,0.0,0.0
2021-11-15 00:00:00+00:00,156.6689453125,218.80288696289062,156.6689453125,200.3985595703125,0,0.0,0.0
2021-11-16 00:00:00+00:00,200.43414306640625,474.7056884765625,158.59573364257812,200.4128875732422,0,0.0,0.0
2021-11-17 00:00:00+00:00,200.32516479492188,300.30255126953125,199.21771240234375,208.70184326171875,0,0.0,0.0
2021-11-18 00:00:00+00:00,208.71188354492188,209.52684020996094,206.77049255371094,207.31138610839844,0,0.0,0.0
2021-11-19 00:00:00+00:00,207.3357391357422,208.1669921875,184.40968322753906,185.4407958984375,0,0.0,0.0
2021-11-20 00:00:00+00:00,185.43373107910156,207.14584350585938,185.22938537597656,206.94728088378906,0,0.0,0.0
