TIMESTAMP,GREMLY_OPEN_PRICE_USD,GREMLY_HIGH_PRICE_USD,GREMLY_LOW_PRICE_USD,GREMLY_CLOSE_PRICE_USD,GREMLY_VOLUME_USD,GREMLY_DIVIDENDS_USD,GREMLY_STOCK_SPLITS_USD
2024-07-08 00:00:00+00:00,0.001218999968841672,0.003083999967202544,0.0010649999603629112,0.0021860001143068075,762514,0.0,0.0
2024-07-09 00:00:00+00:00,0.0021860001143068075,0.0030129998922348022,0.001357999979518354,0.0017729999963194132,593729,0.0,0.0
2024-07-10 00:00:00+00:00,0.0017729999963194132,0.0020630001090466976,0.0011360000353306532,0.0013389999512583017,404038,0.0,0.0
2024-07-11 00:00:00+00:00,0.0013389999512583017,0.0021860001143068075,0.001214000047184527,0.0015719999792054296,269521,0.0,0.0
2024-07-12 00:00:00+00:00,0.0015719999792054296,0.0020719999447464943,0.0014189999783411622,0.0017160000279545784,254041,0.0,0.0
2024-07-13 00:00:00+00:00,0.0017010000301524997,0.00203399988822639,0.0013699999544769526,0.0015839999541640282,134746,0.0,0.0
2024-07-14 00:00:00+00:00,0.0015839999541640282,0.0016530000139027834,0.0012519999872893095,0.0014830000000074506,195128,0.0,0.0
2024-07-15 00:00:00+00:00,0.0014830000000074506,0.001551999943330884,0.0009169999975711107,0.0009970000246539712,179509,0.0,0.0
2024-07-16 00:00:00+00:00,0.0009970000246539712,0.001164000015705824,0.0005319999763742089,0.0005319999763742089,115015,0.0,0.0
2024-07-17 00:00:00+00:00,0.0005319999763742089,0.0007450000266544521,0.0004939999780617654,0.0007430000114254653,97073,0.0,0.0
2024-07-18 00:00:00+00:00,0.0007430000114254653,0.0007689999765716493,0.0003209999995306134,0.00035200000274926424,56439,0.0,0.0
2024-07-19 00:00:00+00:00,0.00036299999919719994,0.0004889999981969595,0.00030899999546818435,0.0004889999981969595,45054,0.0,0.0
2024-07-20 00:00:00+00:00,0.0004889999981969595,0.0004889999981969595,0.00029200001154094934,0.00030300000798888505,22489,0.0,0.0
2024-07-21 00:00:00+00:00,0.00030300000798888505,0.00042299999040551484,0.00028300000121816993,0.00042299999040551484,19610,0.0,0.0
2024-07-22 00:00:00+00:00,0.0004180000105407089,0.0004939999780617654,0.00029600001289509237,0.00046400001156143844,22251,0.0,0.0
2024-07-23 00:00:00+00:00,0.00046400001156143844,0.0005339999916031957,0.00037900000461377203,0.00037900000461377203,13938,0.0,0.0
2024-07-24 00:00:00+00:00,0.00037900000461377203,0.00039000000106170774,0.00028199999360367656,0.00031900001340545714,17723,0.0,0.0
2024-07-25 00:00:00+00:00,0.00031900001340545714,0.00031900001340545714,0.0002209999947808683,0.00027799999224953353,12953,0.0,0.0
2024-07-26 00:00:00+00:00,0.00027799999224953353,0.00027799999224953353,0.0002229999954579398,0.0002479999966453761,6730,0.0,0.0
2024-07-27 00:00:00+00:00,0.0002479999966453761,0.0002479999966453761,0.00017600000137463212,0.0001990000018849969,9402,0.0,0.0
2024-07-28 00:00:00+00:00,0.0001990000018849969,0.00020300000323913991,0.00019200000679120421,0.0001939999929163605,2032,0.0,0.0
2024-07-29 00:00:00+00:00,0.0001939999929163605,0.00019999999494757503,0.00015999999595806003,0.00015999999595806003,3374,0.0,0.0
2024-07-30 00:00:00+00:00,0.00015999999595806003,0.00015999999595806003,9.699999645818025e-05,9.899999713525176e-05,9675,0.0,0.0
2024-07-31 00:00:00+00:00,9.899999713525176e-05,0.00010800000018207356,9.100000170292333e-05,9.100000170292333e-05,1991,0.0,0.0
2024-08-01 00:00:00+00:00,9.100000170292333e-05,9.100000170292333e-05,6.800000119255856e-05,6.900000153109431e-05,3381,0.0,0.0
2024-08-02 00:00:00+00:00,6.900000153109431e-05,7.699999696342275e-05,6.900000153109431e-05,7.599999662488699e-05,2387,0.0,0.0
2024-08-03 00:00:00+00:00,7.599999662488699e-05,7.699999696342275e-05,6.800000119255856e-05,6.800000119255856e-05,934,0.0,0.0
2024-08-04 00:00:00+00:00,6.800000119255856e-05,7.000000186963007e-05,6.600000051548705e-05,6.600000051548705e-05,222,0.0,0.0
2024-08-05 00:00:00+00:00,6.600000051548705e-05,0.00010299999848939478,5.700000110664405e-05,0.00010099999781232327,5043,0.0,0.0
2024-08-06 00:00:00+00:00,0.00010099999781232327,0.0002570000069681555,0.00010099999781232327,0.00022699999681208283,33440,0.0,0.0
2024-08-07 00:00:00+00:00,0.00022699999681208283,0.00023499999952036887,0.00010199999815085903,0.00010399999882793054,12582,0.0,0.0
2024-08-08 00:00:00+00:00,0.00010399999882793054,0.00011800000356743112,0.00010299999848939478,0.00011800000356743112,4173,0.0,0.0
2024-08-09 00:00:00+00:00,0.00013000000035390258,0.00013000000035390258,7.699999696342275e-05,7.79999973019585e-05,5810,0.0,0.0
