TIMESTAMP,BROWN36647_OPEN_PRICE_USD,BROWN36647_HIGH_PRICE_USD,BROWN36647_LOW_PRICE_USD,BROWN36647_CLOSE_PRICE_USD,Adj Close,BROWN36647_VOLUME_USD,BROWN36647_DIVIDENDS_USD,BROWN36647_STOCK_SPLITS_USD
,9.258690261049196e-05,9.271447197534144e-05,7.4396601121407e-05,8.308178803417832e-05,,6599.0,0.0,0.0
