TIMESTAMP,RAIN35307_OPEN_PRICE_USD,RAIN35307_HIGH_PRICE_USD,RAIN35307_LOW_PRICE_USD,RAIN35307_CLOSE_PRICE_USD,RAIN35307_VOLUME_USD,RAIN35307_DIVIDENDS_USD,RAIN35307_STOCK_SPLITS_USD
2025-03-09 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,3.899999865097925e-05,3.899999865097925e-05,102,0.0,0.0
2025-03-10 00:00:00+00:00,3.899999865097925e-05,4.099999932805076e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-03-11 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.400000059627928e-05,3.5000000934815034e-05,0,0.0,0.0
2025-03-12 00:00:00+00:00,3.5000000934815034e-05,3.600000127335079e-05,3.5000000934815034e-05,3.5000000934815034e-05,0,0.0,0.0
2025-03-13 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,0,0.0,0.0
2025-03-14 00:00:00+00:00,3.5000000934815034e-05,4.400000034365803e-05,3.5000000934815034e-05,4.400000034365803e-05,0,0.0,0.0
2025-03-15 00:00:00+00:00,4.400000034365803e-05,4.600000102072954e-05,4.199999966658652e-05,4.600000102072954e-05,0,0.0,0.0
2025-03-16 00:00:00+00:00,4.600000102072954e-05,4.8000001697801054e-05,4.400000034365803e-05,4.5000000682193786e-05,0,0.0,0.0
2025-03-17 00:00:00+00:00,4.5000000682193786e-05,4.8000001697801054e-05,4.5000000682193786e-05,4.70000013592653e-05,0,0.0,0.0
2025-03-18 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.199999966658652e-05,4.199999966658652e-05,0,0.0,0.0
2025-03-19 00:00:00+00:00,4.199999966658652e-05,4.400000034365803e-05,3.9999998989515007e-05,4.400000034365803e-05,0,0.0,0.0
2025-03-20 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,4.199999966658652e-05,4.400000034365803e-05,10,0.0,0.0
2025-03-21 00:00:00+00:00,4.400000034365803e-05,4.8000001697801054e-05,4.400000034365803e-05,4.8000001697801054e-05,108,0.0,0.0
2025-03-22 00:00:00+00:00,4.8000001697801054e-05,4.8999998398358e-05,4.70000013592653e-05,4.70000013592653e-05,0,0.0,0.0
2025-03-23 00:00:00+00:00,4.70000013592653e-05,4.999999873689376e-05,4.70000013592653e-05,4.999999873689376e-05,0,0.0,0.0
2025-03-24 00:00:00+00:00,4.999999873689376e-05,5.400000009103678e-05,4.8000001697801054e-05,5.0999999075429514e-05,127,0.0,0.0
2025-03-25 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.999999873689376e-05,4.999999873689376e-05,0,0.0,0.0
2025-03-26 00:00:00+00:00,4.999999873689376e-05,5.199999941396527e-05,4.8000001697801054e-05,4.8000001697801054e-05,0,0.0,0.0
2025-03-27 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.70000013592653e-05,4.70000013592653e-05,0,0.0,0.0
2025-03-28 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.099999932805076e-05,4.099999932805076e-05,0,0.0,0.0
2025-03-29 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,3.7999998312443495e-05,3.7999998312443495e-05,0,0.0,0.0
2025-03-30 00:00:00+00:00,3.7999998312443495e-05,3.899999865097925e-05,3.300000025774352e-05,3.300000025774352e-05,746,0.0,0.0
2025-03-31 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-04-01 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,3.199999991920777e-05,3.300000025774352e-05,0,0.0,0.0
2025-04-02 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.300000025774352e-05,3.300000025774352e-05,0,0.0,0.0
2025-04-03 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,2.8000000384054147e-05,2.8000000384054147e-05,0,0.0,0.0
2025-04-04 00:00:00+00:00,2.8000000384054147e-05,2.9000000722589903e-05,2.8000000384054147e-05,2.9000000722589903e-05,0,0.0,0.0
2025-04-05 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.9000000722589903e-05,2.9000000722589903e-05,0,0.0,0.0
2025-04-06 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.4000000848900527e-05,2.4000000848900527e-05,0,0.0,0.0
2025-04-07 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.4000000848900527e-05,2.4000000848900527e-05,0,0.0,0.0
2025-04-08 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.4000000848900527e-05,2.4000000848900527e-05,0,0.0,0.0
