TIMESTAMP,LONGEVITY_OPEN_PRICE_USD,LONGEVITY_HIGH_PRICE_USD,LONGEVITY_LOW_PRICE_USD,LONGEVITY_CLOSE_PRICE_USD,LONGEVITY_VOLUME_USD,LONGEVITY_DIVIDENDS_USD,LONGEVITY_STOCK_SPLITS_USD
2024-12-20 00:00:00+00:00,0.0009689999860711396,0.0009689999860711396,0.0005680000176653266,0.0006040000007487833,90482,0.0,0.0
2024-12-21 00:00:00+00:00,0.0006040000007487833,0.0006120000034570694,0.0005959999980404973,0.0005990000208839774,109,0.0,0.0
2024-12-22 00:00:00+00:00,0.0005990000208839774,0.0006079999729990959,0.000582000007852912,0.000582000007852912,315,0.0,0.0
2024-12-23 00:00:00+00:00,0.000582000007852912,0.0006409999914467335,0.00048499999684281647,0.0005699999746866524,106792,0.0,0.0
2024-12-24 00:00:00+00:00,0.0005699999746866524,0.0009159999899566174,0.0004579999949783087,0.0008839999791234732,638902,0.0,0.0
2024-12-25 00:00:00+00:00,0.0008839999791234732,0.0008909999742172658,0.0005680000176653266,0.0006150000263005495,37867,0.0,0.0
2024-12-26 00:00:00+00:00,0.0006150000263005495,0.0006639999919570982,0.0006140000186860561,0.0006150000263005495,5997,0.0,0.0
2024-12-27 00:00:00+00:00,0.0006150000263005495,0.0009609999833628535,0.0005789999850094318,0.000582000007852912,38825,0.0,0.0
2024-12-28 00:00:00+00:00,0.000582000007852912,0.0005859999801032245,0.0005709999823011458,0.0005859999801032245,1069,0.0,0.0
2024-12-29 00:00:00+00:00,0.0005859999801032245,0.0005859999801032245,0.0005569999921135604,0.0005569999921135604,429,0.0,0.0
2024-12-30 00:00:00+00:00,0.0005569999921135604,0.0005629999795928597,0.0005549999768845737,0.0005629999795928597,244,0.0,0.0
2024-12-31 00:00:00+00:00,0.0005629999795928597,0.00056900002527982,0.0005610000225715339,0.00056900002527982,76,0.0,0.0
2025-01-01 00:00:00+00:00,0.00056900002527982,0.00056900002527982,0.0005280000041238964,0.0005280000041238964,1650,0.0,0.0
2025-01-02 00:00:00+00:00,0.0005280000041238964,0.0005280000041238964,0.0004130000015720725,0.0004130000015720725,4909,0.0,0.0
2025-01-03 00:00:00+00:00,0.0004130000015720725,0.0004130000015720725,0.00039500001003034413,0.0004020000051241368,689,0.0,0.0
2025-01-04 00:00:00+00:00,0.0004020000051241368,0.00040499999886378646,0.00039900001138448715,0.0004020000051241368,181,0.0,0.0
2025-01-05 00:00:00+00:00,0.0004020000051241368,0.0004020000051241368,0.0003969999961555004,0.0003980000037699938,70,0.0,0.0
2025-01-06 00:00:00+00:00,0.0003980000037699938,0.00040499999886378646,0.00037399999564513564,0.00038499999209307134,1502,0.0,0.0
2025-01-07 00:00:00+00:00,0.00038499999209307134,0.00038499999209307134,0.00035799999022856355,0.00035799999022856355,880,0.0,0.0
2025-01-08 00:00:00+00:00,0.00035799999022856355,0.007559000048786402,2.9000000722589903e-05,3.7999998312443495e-05,89018,0.0,0.0
2025-01-09 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.400000059627928e-05,3.5000000934815034e-05,564,0.0,0.0
2025-01-10 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.400000059627928e-05,3.400000059627928e-05,231,0.0,0.0
2025-01-11 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,1.700000029813964e-05,1.8000000636675395e-05,3570,0.0,0.0
2025-01-12 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.8000000636675395e-05,1.8000000636675395e-05,34,0.0,0.0
2025-01-13 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.700000029813964e-05,1.700000029813964e-05,113,0.0,0.0
2025-01-14 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.700000029813964e-05,1.8000000636675395e-05,293,0.0,0.0
2025-01-15 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.8000000636675395e-05,1.8000000636675395e-05,71,0.0,0.0
2025-01-16 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.8000000636675395e-05,1.8000000636675395e-05,50,0.0,0.0
2025-01-17 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8999999156221747e-05,25,0.0,0.0
2025-01-18 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,4,0.0,0.0
2025-01-19 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,214,0.0,0.0
2025-01-20 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.700000029813964e-05,1.700000029813964e-05,50,0.0,0.0
2025-01-21 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.700000029813964e-05,1.8000000636675395e-05,1,0.0,0.0
2025-01-22 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.700000029813964e-05,1.8000000636675395e-05,83,0.0,0.0
2025-01-23 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.700000029813964e-05,1.700000029813964e-05,7,0.0,0.0
2025-01-24 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,48,0.0,0.0
2025-01-25 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,25,0.0,0.0
2025-01-26 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,13,0.0,0.0
2025-01-27 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,3,0.0,0.0
2025-01-28 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,1,0.0,0.0
