TIMESTAMP,KSWAP_OPEN_PRICE_USD,KSWAP_HIGH_PRICE_USD,KSWAP_LOW_PRICE_USD,KSWAP_CLOSE_PRICE_USD,KSWAP_VOLUME_USD,KSWAP_DIVIDENDS_USD,KSWAP_STOCK_SPLITS_USD
2023-03-31 00:00:00+00:00,1.9170830249786377,1.9321810007095337,1.9071780443191528,1.9230289459228516,762,0.0,0.0
2023-04-01 00:00:00+00:00,1.9141839742660522,1.9383130073547363,1.8995469808578491,1.8995469808578491,1634,0.0,0.0
2023-04-02 00:00:00+00:00,1.9061640501022339,1.9195289611816406,1.8589119911193848,1.8689990043640137,3425,0.0,0.0
2023-04-03 00:00:00+00:00,1.8631789684295654,1.8829820156097412,1.8102070093154907,1.8381370306015015,2259,0.0,0.0
2023-04-04 00:00:00+00:00,1.8381370306015015,1.977653980255127,1.8378740549087524,1.9410760402679443,20624,0.0,0.0
2023-04-05 00:00:00+00:00,1.9425990581512451,1.981287956237793,1.9392210245132446,1.9620670080184937,1451,0.0,0.0
2023-04-06 00:00:00+00:00,1.960608959197998,1.9943619966506958,1.9428009986877441,1.9690059423446655,5445,0.0,0.0
2023-04-07 00:00:00+00:00,1.9678529500961304,2.001112937927246,1.9372990131378174,1.996508002281189,4526,0.0,0.0
2023-04-08 00:00:00+00:00,1.9946730136871338,2.0302228927612305,1.9891430139541626,2.0051069259643555,3558,0.0,0.0
2023-04-09 00:00:00+00:00,2.0050220489501953,2.0137219429016113,1.9865520000457764,1.9970990419387817,1726,0.0,0.0
2023-04-10 00:00:00+00:00,1.9960240125656128,2.0090060234069824,1.9840309619903564,1.986678957939148,2812,0.0,0.0
2023-04-11 00:00:00+00:00,1.9869459867477417,2.0572140216827393,1.9850540161132812,2.0098400115966797,1605,0.0,0.0
2023-04-12 00:00:00+00:00,2.010270118713379,2.030225992202759,1.9570260047912598,2.0196568965911865,21524,0.0,0.0
2023-04-13 00:00:00+00:00,2.027827024459839,2.0520689487457275,2.015471935272217,2.0389280319213867,994,0.0,0.0
2023-04-14 00:00:00+00:00,2.0389280319213867,2.0968270301818848,2.0389280319213867,2.066098928451538,1859,0.0,0.0
2023-04-15 00:00:00+00:00,2.0658628940582275,2.0894339084625244,2.0587759017944336,2.0763258934020996,1678,0.0,0.0
2023-04-16 00:00:00+00:00,2.076680898666382,2.1211049556732178,2.0642459392547607,2.0991759300231934,4003,0.0,0.0
2023-04-17 00:00:00+00:00,2.09907603263855,2.1074740886688232,2.0234639644622803,2.023653984069824,2653,0.0,0.0
2023-04-18 00:00:00+00:00,2.0241339206695557,2.051110029220581,2.013469934463501,2.033665895462036,1012,0.0,0.0
2023-04-19 00:00:00+00:00,2.033849000930786,2.050537109375,1.9137489795684814,1.9228190183639526,14278,0.0,0.0
2023-04-20 00:00:00+00:00,1.9230129718780518,1.9411369562149048,1.8682860136032104,1.8700250387191772,1729,0.0,0.0
2023-04-21 00:00:00+00:00,1.8705979585647583,1.939316987991333,1.8625940084457397,1.8844749927520752,1709,0.0,0.0
2023-04-22 00:00:00+00:00,1.8844749927520752,1.9485650062561035,1.8750900030136108,1.9416069984436035,1428,0.0,0.0
