TIMESTAMP,ATC22039_OPEN_PRICE_USD,ATC22039_HIGH_PRICE_USD,ATC22039_LOW_PRICE_USD,ATC22039_CLOSE_PRICE_USD,ATC22039_VOLUME_USD,ATC22039_DIVIDENDS_USD,ATC22039_STOCK_SPLITS_USD
2022-10-04 00:00:00+00:00,0.03657300025224686,0.11465699970722198,0.023231999948620796,0.03515300154685974,2112,0.0,0.0
2022-10-05 00:00:00+00:00,0.035144999623298645,0.0753289982676506,0.018281999975442886,0.031231999397277832,1941,0.0,0.0
2022-10-06 00:00:00+00:00,0.031178999692201614,0.05275600031018257,0.01844700053334236,0.0212980005890131,26429,0.0,0.0
2022-10-07 00:00:00+00:00,0.021297000348567963,0.022251000627875328,0.019576000049710274,0.021018000319600105,11759,0.0,0.0
2022-10-08 00:00:00+00:00,0.02102000080049038,0.023290999233722687,0.020222999155521393,0.0222960002720356,6399,0.0,0.0
2022-10-09 00:00:00+00:00,0.0222960002720356,0.023229999467730522,0.013125999830663204,0.014112000353634357,32916,0.0,0.0
2022-10-10 00:00:00+00:00,0.014112000353634357,0.015262999571859837,0.012616000138223171,0.014344999566674232,5024,0.0,0.0
2022-10-11 00:00:00+00:00,0.014344999566674232,0.014348999597132206,0.01089600007981062,0.012148999609053135,3986,0.0,0.0
2022-10-12 00:00:00+00:00,0.012149999849498272,0.013570000417530537,0.011122999712824821,0.013466999866068363,2190,0.0,0.0
2022-10-13 00:00:00+00:00,0.013466999866068363,0.014173000119626522,0.010998000390827656,0.012857000343501568,1643,0.0,0.0
2022-10-14 00:00:00+00:00,0.012857000343501568,0.013288999907672405,0.011101000010967255,0.01218399964272976,1411,0.0,0.0
2022-10-15 00:00:00+00:00,0.01218399964272976,0.012223999947309494,0.011070000007748604,0.01205699983984232,1130,0.0,0.0
2022-10-16 00:00:00+00:00,0.01205699983984232,0.012668999843299389,0.010712999850511551,0.012659999541938305,1628,0.0,0.0
2022-10-17 00:00:00+00:00,0.012659999541938305,0.01590299978852272,0.010998000390827656,0.012010999955236912,14495,0.0,0.0
2022-10-18 00:00:00+00:00,0.012010999955236912,0.012299000285565853,0.010893000289797783,0.012295999564230442,1206,0.0,0.0
2022-10-19 00:00:00+00:00,0.012295999564230442,0.0126740001142025,0.01015899982303381,0.011040999554097652,2698,0.0,0.0
2022-10-20 00:00:00+00:00,0.011040999554097652,0.011079000309109688,0.010015999898314476,0.010065999813377857,2912,0.0,0.0
2022-10-21 00:00:00+00:00,0.010065999813377857,0.01499900035560131,0.01003700029104948,0.01499900035560131,4359,0.0,0.0
2022-10-22 00:00:00+00:00,0.014999999664723873,0.014999999664723873,0.011024000123143196,0.013048999942839146,13409,0.0,0.0
