TIMESTAMP,MCEN_OPEN_PRICE_USD,MCEN_HIGH_PRICE_USD,MCEN_LOW_PRICE_USD,MCEN_CLOSE_PRICE_USD,MCEN_VOLUME_USD,MCEN_DIVIDENDS_USD,MCEN_STOCK_SPLITS_USD
2024-11-30 00:00:00+00:00,0.000838999985717237,0.001019999966956675,0.0005959999980404973,0.0006169999833218753,230456,0.0,0.0
2024-12-01 00:00:00+00:00,0.0006169999833218753,0.0006670000148005784,0.0005430000019259751,0.000577000027988106,121948,0.0,0.0
2024-12-02 00:00:00+00:00,0.000577000027988106,0.000577000027988106,0.0004239999980200082,0.0004830000107176602,85899,0.0,0.0
2024-12-03 00:00:00+00:00,0.0004830000107176602,0.0004900000058114529,0.0002410000015515834,0.00032900000223889947,141129,0.0,0.0
2024-12-04 00:00:00+00:00,0.00032900000223889947,0.00038300000596791506,0.00025499999173916876,0.000311999989207834,58754,0.0,0.0
2024-12-05 00:00:00+00:00,0.000311999989207834,0.0003769999893847853,0.00028899998869746923,0.0003769999893847853,67745,0.0,0.0
2024-12-06 00:00:00+00:00,0.00042299999040551484,0.00043200000072829425,0.0003349999897181988,0.00037799999699927866,41783,0.0,0.0
2024-12-07 00:00:00+00:00,0.00037799999699927866,0.0004189999890513718,0.0003100000030826777,0.0003279999946244061,26942,0.0,0.0
2024-12-08 00:00:00+00:00,0.00032699998700991273,0.0003650000144261867,0.000307999987853691,0.000311999989207834,47991,0.0,0.0
2024-12-09 00:00:00+00:00,0.000311999989207834,0.00032500000088475645,0.0002789999998640269,0.000299000006634742,31712,0.0,0.0
2024-12-10 00:00:00+00:00,0.000299000006634742,0.0003480000013951212,0.0002899999963119626,0.00029600001289509237,29197,0.0,0.0
2024-12-11 00:00:00+00:00,0.00029600001289509237,0.00033400001120753586,0.00029600001289509237,0.0003330000035930425,13163,0.0,0.0
2024-12-12 00:00:00+00:00,0.0003330000035930425,0.0003349999897181988,0.00024399999529123306,0.0002530000056140125,57064,0.0,0.0
2024-12-13 00:00:00+00:00,0.0002530000056140125,0.00025400001322850585,0.00017800000205170363,0.0001880000054370612,24357,0.0,0.0
2024-12-14 00:00:00+00:00,0.0001880000054370612,0.00024500000290572643,0.00018000000272877514,0.00020599999697878957,22752,0.0,0.0
2024-12-15 00:00:00+00:00,0.00020599999697878957,0.0002280000044265762,0.00018899999849963933,0.0001990000018849969,12021,0.0,0.0
2024-12-16 00:00:00+00:00,0.0001990000018849969,0.00021899999410379678,0.00013499999477062374,0.00016599999798927456,33867,0.0,0.0
2024-12-17 00:00:00+00:00,0.00016599999798927456,0.00021699999342672527,0.00016399999731220305,0.00020300000323913991,16540,0.0,0.0
2024-12-18 00:00:00+00:00,0.00020300000323913991,0.00027600000612437725,0.00017299999308306724,0.00021300000662449747,16275,0.0,0.0
2024-12-19 00:00:00+00:00,0.00021300000662449747,0.0002390000008745119,0.000195999993593432,0.00019799999427050352,9918,0.0,0.0
2024-12-20 00:00:00+00:00,0.00019799999427050352,0.00019999999494757503,0.00015799999528098851,0.00018000000272877514,4397,0.0,0.0
2024-12-21 00:00:00+00:00,0.00018000000272877514,0.00018600000475998968,0.00016599999798927456,0.00017600000137463212,4638,0.0,0.0
2024-12-22 00:00:00+00:00,0.00017600000137463212,0.00018099999579135329,0.00013899999612476677,0.0001429999974789098,7952,0.0,0.0
2024-12-23 00:00:00+00:00,0.0001429999974789098,0.00020300000323913991,0.00013899999612476677,0.00019700000120792538,15641,0.0,0.0
2024-12-24 00:00:00+00:00,0.00019700000120792538,0.00021800000104121864,0.00019299999985378236,0.00020900000527035445,4714,0.0,0.0
2024-12-25 00:00:00+00:00,0.00020900000527035445,0.00021600000036414713,0.00019500000053085387,0.00019700000120792538,2713,0.0,0.0
2024-12-26 00:00:00+00:00,0.00019700000120792538,0.00019999999494757503,0.00013899999612476677,0.00018699999782256782,14972,0.0,0.0
2024-12-27 00:00:00+00:00,0.00018699999782256782,0.00024199999461416155,0.00017899999511428177,0.00022899999748915434,10209,0.0,0.0
2024-12-28 00:00:00+00:00,0.00022899999748915434,0.0002789999998640269,0.00022899999748915434,0.0002739999908953905,7800,0.0,0.0
2024-12-29 00:00:00+00:00,0.0002739999908953905,0.0002739999908953905,0.00022499999613501132,0.00023799999326001853,5979,0.0,0.0
2024-12-30 00:00:00+00:00,0.00023799999326001853,0.00024399999529123306,0.00021699999342672527,0.00021699999342672527,5669,0.0,0.0
