,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.015884640517632758,0.1260342831043711,0.10657632314796599,0.053875603948847224,4693060.407904594,2166.347250074326,1831.8929401041664,0.05099075025755224,0.1452357746211138
1,0.005562456950419983,0.07458188084528294,0.06055175269972813,0.03186744120877158,1643409.8911355229,1281.9554949901822,1040.7977898185486,0.030090087511820667,0.8282069204419644
2,0.008641075484582839,0.09295738531490029,0.07487900130569432,0.029516426804834565,2552975.4411184303,1597.8033174075056,1287.0615826612902,0.028268708464566535,0.7518453222781536
3,0.017069624915946432,0.13065077464732627,0.09936687476133733,0.03941948464397668,5043160.27521913,2245.6981709969687,1707.9728697916662,0.03774570440831756,0.4710853965319529
4,0.015373081019893367,0.12398822936026374,0.09123177890038602,0.028234452300330837,4572284.241308563,2138.290027407078,1573.3753276209673,0.02728803482128102,0.8150270244872746
5,0.009975524201857659,0.09987754603441987,0.0782414496097907,0.0288331753937569,4480560.490942689,2116.7334482505557,1658.1934322916663,0.027900409494432905,0.6528182423637193
6,0.002843311238474164,0.05332270846903938,0.03841870055149559,0.03136978636383473,4251514.985691129,2061.9202180712837,1485.6011038306444,0.03014858298010794,0.4016800244127905
7,0.0009649166460618962,0.031063107475941557,0.022234356231373043,0.02257632157999407,1442809.9303375916,1201.1702337044453,859.7738760080646,0.021487818253523566,0.8762781543880532
8,0.001009690957130278,0.03177563464559407,0.0218447713347605,0.03130928103212743,3109479.823644267,1763.371720212238,1212.2635993303568,0.029828968958218544,0.5019403451967639
9,0.0005681436722235382,0.023835764561338037,0.01823630083759753,0.027477101392930258,1996138.8551574764,1412.8477820195199,1080.9436844758068,0.02619735872961736,0.7615111474128841
10,0.000367059175900001,0.01915878847683227,0.01517019447580673,0.02399008925841679,1395582.1465917428,1181.347597700077,935.4076874999998,0.02286378969702444,0.7768127638508162
11,0.00048469541366652236,0.022015799183007695,0.017422258622173097,0.036072556058686055,1842844.4013054173,1357.5140519734657,1074.2721396169359,0.03387404900175023,0.8378616725510106
Mean,0.006562018349482453,0.06910515850985977,0.05368114687317574,0.032045143332208925,3085318.407529713,1710.416609400637,1312.2963360875094,0.030557021881517748,0.651691899044708
