TIMESTAMP,ALPHR_OPEN_PRICE_USD,ALPHR_HIGH_PRICE_USD,ALPHR_LOW_PRICE_USD,ALPHR_CLOSE_PRICE_USD,ALPHR_VOLUME_USD,ALPHR_DIVIDENDS_USD,ALPHR_STOCK_SPLITS_USD
2021-04-27 00:00:00+00:00,8.22396183013916,8.731324195861816,7.606896877288818,7.71235990524292,14079750,0.0,0.0
2021-04-28 00:00:00+00:00,7.7102370262146,8.176461219787598,4.9077301025390625,5.420086860656738,3355788,0.0,0.0
2021-04-29 00:00:00+00:00,5.416933059692383,5.884675025939941,4.400126934051514,4.436007022857666,1752043,0.0,0.0
2021-04-30 00:00:00+00:00,4.434967041015625,5.029411792755127,4.205164909362793,4.629034042358398,1333840,0.0,0.0
2021-05-01 00:00:00+00:00,4.629025936126709,4.662741184234619,3.919126033782959,4.005375862121582,1171870,0.0,0.0
2021-05-02 00:00:00+00:00,4.007527828216553,7.188423156738281,3.5607290267944336,6.294690132141113,3189539,0.0,0.0
2021-05-03 00:00:00+00:00,6.3195271492004395,6.9562668800354,5.004938125610352,5.150684833526611,1939908,0.0,0.0
2021-05-04 00:00:00+00:00,5.155317783355713,5.351069927215576,4.718148231506348,4.793837070465088,1382112,0.0,0.0
2021-05-05 00:00:00+00:00,4.796798229217529,5.4914631843566895,4.586154937744141,5.464386940002441,1304171,0.0,0.0
2021-05-06 00:00:00+00:00,5.462856769561768,6.664514064788818,5.376612186431885,5.519543170928955,1486099,0.0,0.0
2021-05-07 00:00:00+00:00,5.52006196975708,5.805807113647461,4.8451619148254395,4.884866237640381,1099942,0.0,0.0
2021-05-08 00:00:00+00:00,4.885026931762695,8.731342315673828,4.843331813812256,8.559272766113281,2071071,0.0,0.0
2021-05-09 00:00:00+00:00,8.556736946105957,9.52765941619873,5.757880210876465,6.043618202209473,2299013,0.0,0.0
2021-05-10 00:00:00+00:00,6.087193965911865,8.984034538269043,6.087193965911865,7.334606170654297,1844541,0.0,0.0
