TIMESTAMP,LEIA35677_OPEN_PRICE_USD,LEIA35677_HIGH_PRICE_USD,LEIA35677_LOW_PRICE_USD,LEIA35677_CLOSE_PRICE_USD,LEIA35677_VOLUME_USD,LEIA35677_DIVIDENDS_USD,LEIA35677_STOCK_SPLITS_USD
2025-05-19 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,1,0.0,0.0
2025-05-20 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,4.999999873689376e-06,7.000000096013537e-06,0,0.0,0.0
2025-05-21 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,3.999999989900971e-06,7.000000096013537e-06,33,0.0,0.0
2025-05-22 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,3.999999989900971e-06,3.999999989900971e-06,0,0.0,0.0
2025-05-23 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,0,0.0,0.0
2025-05-24 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,0,0.0,0.0
2025-05-25 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,0,0.0,0.0
2025-05-26 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,0,0.0,0.0
2025-05-27 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,0,0.0,0.0
2025-05-28 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,0,0.0,0.0
2025-05-29 00:00:00+00:00,3.999999989900971e-06,0.0010209999745711684,0.0,3.899999865097925e-05,24,0.0,0.0
2025-05-30 00:00:00+00:00,3.899999865097925e-05,0.0005000000237487257,6.000000212225132e-06,1.8999999156221747e-05,1982,0.0,0.0
2025-05-31 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.9999999949504854e-06,3.000000106112566e-06,642,0.0,0.0
2025-06-01 00:00:00+00:00,2.5859337711153785e-06,6.045336249371758e-06,2.349244596189237e-06,2.760922598099569e-06,316,0.0,0.0
