TIMESTAMP,WRBTC_OPEN_PRICE_USD,WRBTC_HIGH_PRICE_USD,WRBTC_LOW_PRICE_USD,WRBTC_CLOSE_PRICE_USD,WRBTC_VOLUME_USD,WRBTC_DIVIDENDS_USD,WRBTC_STOCK_SPLITS_USD
2024-08-16 00:00:00+00:00,57876.0859375,59372.73828125,57641.421875,58784.68359375,105433,0.0,0.0
2024-08-17 00:00:00+00:00,58686.49609375,59316.66796875,58667.125,59007.36328125,37645,0.0,0.0
2024-08-18 00:00:00+00:00,59010.03515625,60063.9609375,59002.6875,59124.828125,92227,0.0,0.0
2024-08-19 00:00:00+00:00,59124.828125,59184.765625,58164.734375,59125.05859375,108297,0.0,0.0
2024-08-20 00:00:00+00:00,59311.00390625,61017.13671875,58667.93359375,59522.92578125,182529,0.0,0.0
2024-08-21 00:00:00+00:00,59526.97265625,61309.421875,59225.94140625,61059.84375,215723,0.0,0.0
2024-08-22 00:00:00+00:00,60747.86328125,61075.05859375,59732.234375,60501.04296875,173368,0.0,0.0
2024-08-23 00:00:00+00:00,60417.44921875,64079.08203125,60405.63671875,64079.08203125,376402,0.0,0.0
2024-08-24 00:00:00+00:00,63526.828125,63964.44921875,63250.6640625,63499.15234375,148330,0.0,0.0
2024-08-25 00:00:00+00:00,63537.234375,64329.484375,63518.265625,64027.609375,129034,0.0,0.0
2024-08-26 00:00:00+00:00,64027.609375,64090.51953125,62799.140625,62872.1484375,101567,0.0,0.0
2024-08-27 00:00:00+00:00,62859.375,63022.05078125,58470.36328125,59301.0234375,228418,0.0,0.0
2024-08-28 00:00:00+00:00,59301.0234375,60466.6953125,58280.28125,59163.45703125,203812,0.0,0.0
2024-08-29 00:00:00+00:00,59163.45703125,60864.14453125,58932.1640625,59022.93359375,257091,0.0,0.0
2024-08-30 00:00:00+00:00,59022.93359375,59667.03515625,57979.33203125,58849.25,161622,0.0,0.0
2024-08-31 00:00:00+00:00,58849.25,59775.75390625,58833.25390625,59736.51171875,23007,0.0,0.0
2024-09-01 00:00:00+00:00,59736.51171875,59851.109375,57652.7265625,57652.7265625,92429,0.0,0.0
2024-09-02 00:00:00+00:00,57652.7265625,59215.69140625,57619.50390625,59120.79296875,114069,0.0,0.0
2024-09-03 00:00:00+00:00,59081.90625,59578.72265625,57558.171875,57957.48046875,91570,0.0,0.0
2024-09-04 00:00:00+00:00,57957.48046875,58050.234375,55919.7421875,57970.5234375,185757,0.0,0.0
2024-09-05 00:00:00+00:00,57420.25390625,58076.39453125,55821.65625,55837.31640625,124150,0.0,0.0
2024-09-06 00:00:00+00:00,55837.31640625,56856.17578125,52936.41796875,53701.99609375,244787,0.0,0.0
2024-09-07 00:00:00+00:00,53701.99609375,54705.453125,53688.46875,53890.31640625,149201,0.0,0.0
2024-09-08 00:00:00+00:00,53890.31640625,55136.5546875,53740.09375,54677.53125,38063,0.0,0.0
2024-09-09 00:00:00+00:00,54784.18359375,57462.58203125,54586.76953125,56987.828125,146556,0.0,0.0
2024-09-10 00:00:00+00:00,56987.828125,57629.1796875,56217.0546875,57309.4609375,106144,0.0,0.0
2024-09-11 00:00:00+00:00,57289.46484375,57657.48046875,55583.8671875,57260.86328125,162599,0.0,0.0
