TIMESTAMP,MOD_OPEN_PRICE_USD,MOD_HIGH_PRICE_USD,MOD_LOW_PRICE_USD,MOD_CLOSE_PRICE_USD,MOD_VOLUME_USD,MOD_DIVIDENDS_USD,MOD_STOCK_SPLITS_USD
2021-02-17 00:00:00+00:00,3.664375066757202,4.062572002410889,3.0540308952331543,3.654042959213257,12141087,0.0,0.0
2021-02-18 00:00:00+00:00,3.654115915298462,3.802233934402466,2.6062660217285156,3.3344969749450684,7038775,0.0,0.0
2021-02-19 00:00:00+00:00,3.334364891052246,3.334364891052246,1.8792400360107422,2.476003885269165,5572538,0.0,0.0
2021-02-20 00:00:00+00:00,2.475893974304199,2.81026291847229,2.0584070682525635,2.53849196434021,3128397,0.0,0.0
2021-02-21 00:00:00+00:00,2.538567066192627,3.422607898712158,2.42596697807312,3.2248990535736084,4334501,0.0,0.0
2021-02-22 00:00:00+00:00,3.224839925765991,4.202788829803467,2.488184928894043,3.973001003265381,6935779,0.0,0.0
2021-02-23 00:00:00+00:00,3.9757559299468994,4.896426200866699,3.0790979862213135,4.113101005554199,5051953,0.0,0.0
2021-02-24 00:00:00+00:00,4.113716125488281,4.465305805206299,3.220824956893921,3.5224978923797607,3527346,0.0,0.0
2021-02-25 00:00:00+00:00,3.5246689319610596,4.404644012451172,3.3985090255737305,3.5392770767211914,3885310,0.0,0.0
2021-02-26 00:00:00+00:00,3.538382053375244,4.107845783233643,3.0570249557495117,3.2864089012145996,2961989,0.0,0.0
2021-02-27 00:00:00+00:00,3.2863171100616455,3.4654970169067383,2.7458600997924805,2.8159470558166504,2078002,0.0,0.0
2021-02-28 00:00:00+00:00,2.815851926803589,3.3408169746398926,2.449428081512451,3.111013889312744,1677445,0.0,0.0
2021-03-01 00:00:00+00:00,3.111072063446045,3.2954390048980713,2.79253888130188,3.039180040359497,2384395,0.0,0.0
2021-03-02 00:00:00+00:00,3.0391440391540527,3.3988699913024902,2.6889050006866455,2.778870105743408,2301106,0.0,0.0
2021-03-03 00:00:00+00:00,2.7788848876953125,3.7842600345611572,2.767296075820923,3.403770923614502,3719133,0.0,0.0
2021-03-04 00:00:00+00:00,3.4019949436187744,3.434715986251831,2.846266031265259,3.0330700874328613,2055188,0.0,0.0
2021-03-05 00:00:00+00:00,3.033190965652466,3.2807021141052246,2.483289957046509,2.5763750076293945,2338619,0.0,0.0
2021-03-06 00:00:00+00:00,2.5764269828796387,3.048845052719116,2.1254870891571045,2.830518960952759,2330918,0.0,0.0
2021-03-07 00:00:00+00:00,2.8293728828430176,3.0100560188293457,2.5032401084899902,2.98404598236084,1889049,0.0,0.0
2021-03-08 00:00:00+00:00,2.9841420650482178,3.0470399856567383,2.413177967071533,2.7743771076202393,1962033,0.0,0.0
2021-03-09 00:00:00+00:00,2.774245023727417,2.843524932861328,2.362898111343384,2.6107230186462402,2427635,0.0,0.0
2021-03-10 00:00:00+00:00,2.6109330654144287,2.6613070964813232,2.2386600971221924,2.317255973815918,1857643,0.0,0.0
2021-03-11 00:00:00+00:00,2.3156630992889404,2.5000550746917725,2.1855359077453613,2.3612070083618164,1910823,0.0,0.0
2021-03-12 00:00:00+00:00,2.3613529205322266,2.861984968185425,2.0567240715026855,2.3498759269714355,1953911,0.0,0.0
2021-03-13 00:00:00+00:00,2.3518569469451904,2.6418259143829346,2.2170090675354004,2.396294116973877,1571547,0.0,0.0
2021-03-14 00:00:00+00:00,2.396347999572754,2.7374908924102783,2.358865976333618,2.635453939437866,1600840,0.0,0.0
2021-03-15 00:00:00+00:00,2.63486909866333,2.961190938949585,2.3300559520721436,2.855699062347412,2067084,0.0,0.0
2021-03-16 00:00:00+00:00,2.855631113052368,3.480776071548462,2.443527936935425,2.5941309928894043,2932583,0.0,0.0
2021-03-17 00:00:00+00:00,2.5940160751342773,2.990540027618408,2.5184459686279297,2.8223910331726074,1558565,0.0,0.0
2021-03-18 00:00:00+00:00,2.823401927947998,3.042978048324585,2.529690980911255,2.9536659717559814,2284884,0.0,0.0
