TIMESTAMP,KVERSE_OPEN_PRICE_USD,KVERSE_HIGH_PRICE_USD,KVERSE_LOW_PRICE_USD,KVERSE_CLOSE_PRICE_USD,KVERSE_VOLUME_USD,KVERSE_DIVIDENDS_USD,KVERSE_STOCK_SPLITS_USD
2021-10-30 00:00:00+00:00,0.04792200028896332,0.05418200045824051,0.04702400043606758,0.05209299921989441,123216,0.0,0.0
2021-10-31 00:00:00+00:00,0.05209700018167496,0.056019000709056854,0.050057001411914825,0.05016100034117699,115132,0.0,0.0
2021-11-01 00:00:00+00:00,0.05015899986028671,0.055006999522447586,0.035999998450279236,0.04690299928188324,114242,0.0,0.0
2021-11-02 00:00:00+00:00,0.046907998621463776,0.04901500046253204,0.04657699912786484,0.04815800115466118,99165,0.0,0.0
2021-11-03 00:00:00+00:00,0.048158999532461166,0.05477700009942055,0.04799899831414223,0.04879400134086609,95075,0.0,0.0
2021-11-04 00:00:00+00:00,0.0487929992377758,0.04974199831485748,0.048778001219034195,0.0490959994494915,103610,0.0,0.0
2021-11-05 00:00:00+00:00,0.04909199848771095,0.05201699957251549,0.04857800155878067,0.04889500141143799,96243,0.0,0.0
2021-11-06 00:00:00+00:00,0.048895999789237976,0.04890099912881851,0.048510998487472534,0.04877199977636337,88848,0.0,0.0
2021-11-07 00:00:00+00:00,0.04878100007772446,0.0646589994430542,0.04875100031495094,0.0612419992685318,129023,0.0,0.0
2021-11-08 00:00:00+00:00,0.061243001371622086,0.06504499912261963,0.046897001564502716,0.05232499912381172,128921,0.0,0.0
2021-11-09 00:00:00+00:00,0.05232299864292145,0.05946800112724304,0.045527998358011246,0.04956600069999695,149263,0.0,0.0
2021-11-10 00:00:00+00:00,0.049570001661777496,0.05713700130581856,0.049557000398635864,0.05375799909234047,0,0.0,0.0
2021-11-11 00:00:00+00:00,0.05375500023365021,0.05381200090050697,0.03844600170850754,0.048062000423669815,156417,0.0,0.0
2021-11-12 00:00:00+00:00,0.0480009987950325,0.05380300059914589,0.042041998356580734,0.0430620014667511,121280,0.0,0.0
2021-11-13 00:00:00+00:00,0.043115001171827316,0.04871499910950661,0.03801099956035614,0.04103799909353256,140157,0.0,0.0
2021-11-14 00:00:00+00:00,0.0410350002348423,0.04702800139784813,0.03873400017619133,0.03946699947118759,143969,0.0,0.0
2021-11-15 00:00:00+00:00,0.0394739992916584,0.04733800143003464,0.03878000006079674,0.04061799868941307,109208,0.0,0.0
2021-11-16 00:00:00+00:00,0.04068100079894066,0.04244999960064888,0.03879399970173836,0.03995300084352493,119736,0.0,0.0
2021-11-17 00:00:00+00:00,0.03994699940085411,0.044342998415231705,0.039253998547792435,0.04084699973464012,124169,0.0,0.0
2021-11-18 00:00:00+00:00,0.04084299877285957,0.04639900103211403,0.04069099947810173,0.045434001833200455,131898,0.0,0.0
2021-11-19 00:00:00+00:00,0.04542899876832962,0.047471001744270325,0.04497800022363663,0.04729299992322922,123905,0.0,0.0
2021-11-20 00:00:00+00:00,0.04728899896144867,0.05090399831533432,0.046904999762773514,0.04911100119352341,131639,0.0,0.0
2021-11-21 00:00:00+00:00,0.049077000468969345,0.05173100158572197,0.048587001860141754,0.04922199994325638,131521,0.0,0.0
2021-11-22 00:00:00+00:00,0.04920300096273422,0.05243000015616417,0.048813000321388245,0.05218600109219551,139926,0.0,0.0
2021-11-23 00:00:00+00:00,0.05218400061130524,0.057976000010967255,0.050666000694036484,0.05093099921941757,190560,0.0,0.0
2021-11-24 00:00:00+00:00,0.050925999879837036,0.051844000816345215,0.04887700080871582,0.050852999091148376,194858,0.0,0.0
2021-11-25 00:00:00+00:00,0.04959699884057045,0.052622999995946884,0.04870999976992607,0.05010500177741051,231426,0.0,0.0
2021-11-26 00:00:00+00:00,0.04882499948143959,0.053394000977277756,0.04882499948143959,0.05002100020647049,249613,0.0,0.0
2021-11-27 00:00:00+00:00,0.05004499852657318,0.054618000984191895,0.04936100170016289,0.05319499969482422,253479,0.0,0.0
2021-11-28 00:00:00+00:00,0.05317800119519234,0.05317800119519234,0.048980001360177994,0.04995400086045265,257839,0.0,0.0
2021-11-29 00:00:00+00:00,0.049945998936891556,0.05243600159883499,0.049104999750852585,0.05203099921345711,203939,0.0,0.0
2021-11-30 00:00:00+00:00,0.05201699957251549,0.05703900009393692,0.04890799894928932,0.052292000502347946,198145,0.0,0.0
2021-12-01 00:00:00+00:00,0.052285000681877136,0.05332599952816963,0.05041399970650673,0.05215400084853172,362097,0.0,0.0
2021-12-02 00:00:00+00:00,0.05215299874544144,0.05954200029373169,0.052076999098062515,0.05943699926137924,530364,0.0,0.0
