TIMESTAMP,1EARTH_OPEN_PRICE_USD,1EARTH_HIGH_PRICE_USD,1EARTH_LOW_PRICE_USD,1EARTH_CLOSE_PRICE_USD,1EARTH_VOLUME_USD,1EARTH_DIVIDENDS_USD,1EARTH_STOCK_SPLITS_USD
2021-11-24 00:00:00+00:00,0.3159230053424835,0.46029698848724365,0.3159230053424835,0.4503220021724701,9037861,0.0,0.0
2021-11-25 00:00:00+00:00,0.34810999035835266,0.3899730145931244,0.3101840019226074,0.3239009976387024,2942945,0.0,0.0
2021-11-26 00:00:00+00:00,0.32290101051330566,0.33167600631713867,0.25151100754737854,0.26263201236724854,1351253,0.0,0.0
2021-11-27 00:00:00+00:00,0.2660979926586151,0.30433499813079834,0.2563610076904297,0.27038100361824036,1695970,0.0,0.0
2021-11-28 00:00:00+00:00,0.2743009924888611,0.29906100034713745,0.254925012588501,0.27797600626945496,1619745,0.0,0.0
2021-11-29 00:00:00+00:00,0.27493399381637573,0.28371700644493103,0.23478999733924866,0.24028800427913666,1460924,0.0,0.0
2021-11-30 00:00:00+00:00,0.24032600224018097,0.24570299685001373,0.20211899280548096,0.21917200088500977,1486851,0.0,0.0
2021-12-01 00:00:00+00:00,0.2219260036945343,0.2490520030260086,0.19456300139427185,0.21675799787044525,2215853,0.0,0.0
2021-12-02 00:00:00+00:00,0.21705499291419983,0.22545400261878967,0.18917199969291687,0.20594899356365204,1896036,0.0,0.0
2021-12-03 00:00:00+00:00,0.20613600313663483,0.31317201256752014,0.19557200372219086,0.25707200169563293,2677403,0.0,0.0
2021-12-04 00:00:00+00:00,0.2570590078830719,0.2570590078830719,0.18895800411701202,0.21521799266338348,1902283,0.0,0.0
2021-12-05 00:00:00+00:00,0.2152010053396225,0.21524499356746674,0.18342000246047974,0.18949399888515472,1608619,0.0,0.0
2021-12-06 00:00:00+00:00,0.18971900641918182,0.19118300080299377,0.1724179983139038,0.17796699702739716,1250487,0.0,0.0
2021-12-07 00:00:00+00:00,0.1780419945716858,0.20320700109004974,0.17232200503349304,0.17317500710487366,1567782,0.0,0.0
2021-12-08 00:00:00+00:00,0.17316800355911255,0.18122799694538116,0.1570039987564087,0.1700800061225891,1744680,0.0,0.0
2021-12-09 00:00:00+00:00,0.1695919930934906,0.17963899672031403,0.1544950008392334,0.1585790067911148,1719106,0.0,0.0
2021-12-10 00:00:00+00:00,0.1583389937877655,0.16056999564170837,0.12004200369119644,0.14977499842643738,1926543,0.0,0.0
2021-12-11 00:00:00+00:00,0.14946000277996063,0.19716300070285797,0.14239899814128876,0.15520399808883667,2355061,0.0,0.0
2021-12-12 00:00:00+00:00,0.1551859974861145,0.15734100341796875,0.12699399888515472,0.14958499372005463,2178753,0.0,0.0
2021-12-13 00:00:00+00:00,0.1496569961309433,0.1577180027961731,0.13821899890899658,0.13931900262832642,1844989,0.0,0.0
2021-12-14 00:00:00+00:00,0.1399179995059967,0.1435070037841797,0.13042299449443817,0.13957899808883667,1953570,0.0,0.0
