TIMESTAMP,XBTC_OPEN_PRICE_USD,XBTC_HIGH_PRICE_USD,XBTC_LOW_PRICE_USD,XBTC_CLOSE_PRICE_USD,Adj Close,XBTC_VOLUME_USD,XBTC_DIVIDENDS_USD,XBTC_STOCK_SPLITS_USD
,0.011327745392918587,0.011327745392918587,0.011055697686970234,0.011055697686970234,,2.0,0.0,0.0
