TIMESTAMP,RFL32230_OPEN_PRICE_USD,RFL32230_HIGH_PRICE_USD,RFL32230_LOW_PRICE_USD,RFL32230_CLOSE_PRICE_USD,RFL32230_VOLUME_USD,RFL32230_DIVIDENDS_USD,RFL32230_STOCK_SPLITS_USD
2024-07-15 00:00:00+00:00,0.20012399554252625,0.2175379991531372,0.19517800211906433,0.2175379991531372,659606,0.0,0.0
2024-07-16 00:00:00+00:00,0.2175379991531372,0.21971899271011353,0.1967719942331314,0.19714300334453583,630837,0.0,0.0
2024-07-17 00:00:00+00:00,0.19714300334453583,0.208065003156662,0.18620599806308746,0.18628600239753723,386045,0.0,0.0
2024-07-18 00:00:00+00:00,0.18628600239753723,0.24845300614833832,0.1860869973897934,0.23319900035858154,574301,0.0,0.0
2024-07-19 00:00:00+00:00,0.2332099974155426,0.25222501158714294,0.22802700102329254,0.2516390085220337,786308,0.0,0.0
2024-07-20 00:00:00+00:00,0.2516390085220337,0.26846298575401306,0.2428629994392395,0.24515500664710999,432279,0.0,0.0
2024-07-21 00:00:00+00:00,0.24515500664710999,0.26066699624061584,0.23696400225162506,0.2593019902706146,649995,0.0,0.0
2024-07-22 00:00:00+00:00,0.25411999225616455,0.29438498616218567,0.251787006855011,0.2830219864845276,563109,0.0,0.0
2024-07-23 00:00:00+00:00,0.2830219864845276,0.39445701241493225,0.2819480001926422,0.3851569890975952,537049,0.0,0.0
2024-07-24 00:00:00+00:00,0.3851569890975952,0.4170509874820709,0.37812501192092896,0.3791539967060089,610995,0.0,0.0
2024-07-25 00:00:00+00:00,0.3791539967060089,0.4085470139980316,0.3405719995498657,0.345876008272171,639054,0.0,0.0
2024-07-26 00:00:00+00:00,0.345876008272171,0.3951129913330078,0.3366389870643616,0.39028200507164,694987,0.0,0.0
2024-07-27 00:00:00+00:00,0.39028200507164,0.4161660075187683,0.377716988325119,0.39511099457740784,569820,0.0,0.0
2024-07-28 00:00:00+00:00,0.39511099457740784,0.42643800377845764,0.38612401485443115,0.40181100368499756,628498,0.0,0.0
2024-07-29 00:00:00+00:00,0.40181100368499756,0.4182640016078949,0.37196698784828186,0.3798390030860901,613386,0.0,0.0
2024-07-30 00:00:00+00:00,0.3798390030860901,0.44179999828338623,0.3737510144710541,0.41524800658226013,663852,0.0,0.0
2024-07-31 00:00:00+00:00,0.41524800658226013,0.4274210035800934,0.35059699416160583,0.4075540006160736,688820,0.0,0.0
