,XRP
ETH,0.7452275861114696
QTUM,0.7146701255494212
BTC,0.6822624549167016
BTS,0.6702977231586996
ETC,0.6632983168675268
DOGE,0.6546804987263168
XEM,0.6543259556219524
SC,0.6423719089072534
LSK,0.6348355502084416
DGB,0.6323492111768282
STEEM,0.6187156687855867
FIRO,0.6152004012232277
MONA,0.6099848862569274
KMD,0.5986217759756588
DCR,0.5899763140570063
ARK,0.5772709104361556
RLC,0.5746954927286609
ZEN,0.5665623639253216
SYS,0.5595088898943943
GNO,0.5539698692029248
ANT,0.5308548748291058
MAID,0.4479584481389018
CON,0.3434109869900977
VERI,0.3340274106315619
XWC,0.2552536765790238
USDT,0.1872151759380655
