,XRP
ETH,0.7571618948222597
QTUM,0.7076658414749797
ETC,0.6861086407468657
BTC,0.6792042754895117
XEM,0.6714636275373079
SC,0.6540673552603655
LSK,0.6390238814127609
BTS,0.6362795817385628
DGB,0.6250091140859494
DOGE,0.6242631824320279
FIRO,0.6057519513125398
KMD,0.6013577281940171
STEEM,0.583036423876923
MONA,0.5761783230980356
RLC,0.5589962189221763
GNO,0.5538541755396756
DCR,0.5534068319304569
ARK,0.5513977053730933
ZEN,0.5481933721002165
SYS,0.5335170421429787
ANT,0.5222733409155246
MAID,0.4954371510756049
VERI,0.326568049573565
XWC,0.2749470269986657
CON,0.2294767986462451
USDT,0.014795056777855
