,XRP
ETH,0.7265275210135927
QTUM,0.6820445325377824
BTC,0.6556752388663741
ETC,0.6549183042562845
XEM,0.6308050627677446
BTS,0.6192102793607035
SC,0.6173810122793425
DOGE,0.6005003379039769
LSK,0.5987833060206611
DGB,0.5907716954394855
FIRO,0.5670466901509836
MONA,0.5601527946007698
STEEM,0.5532615141139157
KMD,0.55241232084736
DCR,0.5260150811153806
GNO,0.5256312151127472
ZEN,0.5174546687911021
RLC,0.5171235026224476
ARK,0.5148315946194642
ANT,0.494674411030995
SYS,0.4907549761908881
MAID,0.4509516144115084
VERI,0.3181606679770076
XWC,0.2627769783442819
CON,0.2517144596114399
USDT,0.0762223480984217
