,XRP
ETH,0.6485634166106691
QTUM,0.5946747291176706
ETC,0.5853276851267339
BTC,0.584356632527234
BTS,0.534294723138537
XEM,0.5244652710397952
SC,0.5202745512683702
DOGE,0.4997852115147529
LSK,0.4884948368942695
DGB,0.4806745685127462
MONA,0.4736600296792596
FIRO,0.4454011818608696
GNO,0.4417307803354145
STEEM,0.4265075380341885
KMD,0.4099950319194602
DCR,0.409027698759571
ZEN,0.4075316676019139
ANT,0.4040467614864824
ARK,0.3805428662794819
RLC,0.3747989148061832
MAID,0.3651934023165559
SYS,0.338674917535054
VERI,0.2802272236333085
XWC,0.2404727986285496
CON,0.2013265262332066
USDT,0.0941730934015954
