TIMESTAMP,NEIRO32464_OPEN_PRICE_USD,NEIRO32464_HIGH_PRICE_USD,NEIRO32464_LOW_PRICE_USD,NEIRO32464_CLOSE_PRICE_USD,NEIRO32464_VOLUME_USD,NEIRO32464_DIVIDENDS_USD,NEIRO32464_STOCK_SPLITS_USD
2024-07-29 00:00:00+00:00,0.05427199974656105,0.08151700347661972,0.04891499876976013,0.06989999860525131,139950536,0.0,0.0
2024-07-30 00:00:00+00:00,0.07007899880409241,0.07956299930810928,0.028171999379992485,0.04326799884438515,124510755,0.0,0.0
2024-07-31 00:00:00+00:00,0.043421998620033264,0.04941999912261963,0.023009000346064568,0.023026999086141586,70191440,0.0,0.0
2024-08-01 00:00:00+00:00,0.022995999082922935,0.025483999401330948,0.01156499981880188,0.015135000459849834,47413508,0.0,0.0
2024-08-02 00:00:00+00:00,0.013728000223636627,0.015430999919772148,0.01077600009739399,0.011553999967873096,30038976,0.0,0.0
2024-08-03 00:00:00+00:00,0.01154599990695715,0.01693899929523468,0.010405000299215317,0.010885999538004398,30053193,0.0,0.0
2024-08-04 00:00:00+00:00,0.01090800017118454,0.023081999272108078,0.01076200045645237,0.019395999610424042,56847812,0.0,0.0
2024-08-05 00:00:00+00:00,0.01761299930512905,0.018218999728560448,0.010677999816834927,0.012643000110983849,35563186,0.0,0.0
2024-08-06 00:00:00+00:00,0.012645999900996685,0.016679000109434128,0.011986000463366508,0.01413199957460165,31075887,0.0,0.0
2024-08-07 00:00:00+00:00,0.013547999784350395,0.019555000588297844,0.013078000396490097,0.014642000198364258,31646036,0.0,0.0
2024-08-08 00:00:00+00:00,0.014632999897003174,0.01660499908030033,0.012621000409126282,0.013144000433385372,23040588,0.0,0.0
2024-08-09 00:00:00+00:00,0.013271999545395374,0.014674999751150608,0.011064000427722931,0.01114100031554699,18633028,0.0,0.0
2024-08-10 00:00:00+00:00,0.01114100031554699,0.011989000253379345,0.008042000234127045,0.00901500042527914,18459855,0.0,0.0
2024-08-11 00:00:00+00:00,0.009026000276207924,0.00904100015759468,0.005826999898999929,0.006039999891072512,16177188,0.0,0.0
2024-08-12 00:00:00+00:00,0.0060339998453855515,0.008425000123679638,0.006004999857395887,0.0073449998162686825,17301498,0.0,0.0
2024-08-13 00:00:00+00:00,0.007340999785810709,0.008400999940931797,0.006550000049173832,0.007627000100910664,14120685,0.0,0.0
2024-08-14 00:00:00+00:00,0.00762300007045269,0.0077149998396635056,0.005493000149726868,0.005894000176340342,12804375,0.0,0.0
2024-08-15 00:00:00+00:00,0.006175999995321035,0.00648100022226572,0.005218000151216984,0.005518999882042408,13041505,0.0,0.0
2024-08-16 00:00:00+00:00,0.005330000072717667,0.005814000032842159,0.0045980000868439674,0.004718000069260597,9097793,0.0,0.0
2024-08-17 00:00:00+00:00,0.0046709999442100525,0.006240000016987324,0.004666999913752079,0.005483999848365784,10707001,0.0,0.0
2024-08-18 00:00:00+00:00,0.005338000133633614,0.005365000106394291,0.0047160000540316105,0.004736999981105328,7593611,0.0,0.0
2024-08-19 00:00:00+00:00,0.004732999950647354,0.004858999978750944,0.004081999883055687,0.004282000008970499,6302708,0.0,0.0
2024-08-20 00:00:00+00:00,0.004215000197291374,0.004428999964147806,0.0035689999349415302,0.0035959999077022076,5553004,0.0,0.0
2024-08-21 00:00:00+00:00,0.0035210000351071358,0.003684000112116337,0.0029219998978078365,0.0032770000398159027,5320972,0.0,0.0
2024-08-22 00:00:00+00:00,0.0032840000931173563,0.0034719998948276043,0.0030070000793784857,0.003011999884620309,4270971,0.0,0.0
2024-08-23 00:00:00+00:00,0.0030159999150782824,0.003874999936670065,0.0029990000184625387,0.003594999900087714,5500267,0.0,0.0
2024-08-24 00:00:00+00:00,0.0036069999914616346,0.0041149999015033245,0.0034099998883903027,0.003425000002607703,6090843,0.0,0.0
2024-08-25 00:00:00+00:00,0.0034920000471174717,0.003845999948680401,0.0032530000898987055,0.0035099999513477087,5152062,0.0,0.0
