TIMESTAMP,BOBA_OPEN_PRICE_USD,BOBA_HIGH_PRICE_USD,BOBA_LOW_PRICE_USD,BOBA_CLOSE_PRICE_USD,BOBA_VOLUME_USD,BOBA_DIVIDENDS_USD,BOBA_STOCK_SPLITS_USD
2021-11-21 00:00:00+00:00,4.304930210113525,5.143771171569824,4.2988739013671875,5.093617916107178,18425741,0.0,0.0
2021-11-22 00:00:00+00:00,5.097217082977295,5.52923583984375,4.746260166168213,5.21242618560791,36829096,0.0,0.0
2021-11-23 00:00:00+00:00,5.2060699462890625,5.9871320724487305,5.2060699462890625,5.725065231323242,30735008,0.0,0.0
2021-11-24 00:00:00+00:00,5.724973201751709,7.193110942840576,5.216115951538086,5.343254089355469,26783557,0.0,0.0
2021-11-25 00:00:00+00:00,7.130325794219971,7.987998962402344,6.310058116912842,6.456357955932617,37010212,0.0,0.0
2021-11-26 00:00:00+00:00,7.436463832855225,7.907894134521484,5.556035995483398,5.655908107757568,41316732,0.0,0.0
2021-11-27 00:00:00+00:00,5.650040149688721,6.3426008224487305,5.540878772735596,5.8524980545043945,15597792,0.0,0.0
2021-11-28 00:00:00+00:00,5.85739278793335,5.990241050720215,5.029283046722412,5.9740471839904785,15510915,0.0,0.0
2021-11-29 00:00:00+00:00,5.973416805267334,6.050631046295166,5.223188877105713,5.43687105178833,20543567,0.0,0.0
2021-11-30 00:00:00+00:00,5.438168048858643,5.476263046264648,4.852513790130615,5.3813629150390625,21263106,0.0,0.0
2021-12-01 00:00:00+00:00,5.323853015899658,5.325772762298584,4.664637088775635,4.994287967681885,23376215,0.0,0.0
2021-12-02 00:00:00+00:00,4.99721622467041,5.505335807800293,4.870430946350098,5.486255168914795,20587600,0.0,0.0
2021-12-03 00:00:00+00:00,5.495800018310547,5.569063186645508,4.5057477951049805,4.576807022094727,15922361,0.0,0.0
2021-12-04 00:00:00+00:00,4.5745439529418945,4.613986968994141,3.3966310024261475,3.9495060443878174,33578653,0.0,0.0
