TIMESTAMP,JKL_OPEN_PRICE_USD,JKL_HIGH_PRICE_USD,JKL_LOW_PRICE_USD,JKL_CLOSE_PRICE_USD,JKL_VOLUME_USD,JKL_DIVIDENDS_USD,JKL_STOCK_SPLITS_USD
2023-11-20 00:00:00+00:00,0.1422950029373169,0.14637300372123718,0.10710799694061279,0.1088780015707016,67494,0.0,0.0
2023-11-21 00:00:00+00:00,0.10887300223112106,0.1145709976553917,0.1066569983959198,0.10667199641466141,55784,0.0,0.0
2023-11-22 00:00:00+00:00,0.10666900128126144,0.14125199615955353,0.10660699754953384,0.1339469999074936,41974,0.0,0.0
2023-11-23 00:00:00+00:00,0.13394899666309357,0.13517899811267853,0.12617099285125732,0.1280129998922348,50346,0.0,0.0
2023-11-24 00:00:00+00:00,0.12800399959087372,0.14159299433231354,0.12799200415611267,0.13242700695991516,27054,0.0,0.0
2023-11-25 00:00:00+00:00,0.13242900371551514,0.13354000449180603,0.12075299769639969,0.1274220049381256,28773,0.0,0.0
2023-11-26 00:00:00+00:00,0.12742500007152557,0.13078999519348145,0.1260879933834076,0.12812399864196777,12382,0.0,0.0
2023-11-27 00:00:00+00:00,0.12812000513076782,0.129721999168396,0.118477001786232,0.11875300109386444,29851,0.0,0.0
2023-11-28 00:00:00+00:00,0.11875399947166443,0.12022300064563751,0.11598599702119827,0.11803700029850006,10772,0.0,0.0
2023-11-29 00:00:00+00:00,0.11803700029850006,0.12825900316238403,0.11514200270175934,0.12703600525856018,18215,0.0,0.0
2023-11-30 00:00:00+00:00,0.12700499594211578,0.1276549994945526,0.10850200057029724,0.1248370036482811,59891,0.0,0.0
2023-12-01 00:00:00+00:00,0.12484099715948105,0.13633200526237488,0.12411099672317505,0.12859000265598297,32382,0.0,0.0
2023-12-02 00:00:00+00:00,0.12858900427818298,0.13483400642871857,0.12808799743652344,0.13157300651073456,24767,0.0,0.0
2023-12-03 00:00:00+00:00,0.13157300651073456,0.1368349939584732,0.1296910047531128,0.13243399560451508,20095,0.0,0.0
2023-12-04 00:00:00+00:00,0.1324310004711151,0.1362690031528473,0.12341699749231339,0.12498199939727783,25354,0.0,0.0
2023-12-05 00:00:00+00:00,0.12496399879455566,0.13450799882411957,0.12442000210285187,0.13166600465774536,26472,0.0,0.0
2023-12-06 00:00:00+00:00,0.13166600465774536,0.13761700689792633,0.12439099699258804,0.12439099699258804,32250,0.0,0.0
2023-12-07 00:00:00+00:00,0.12439499795436859,0.12599299848079681,0.1228180006146431,0.1228180006146431,0,0.0,0.0
2023-12-14 00:00:00+00:00,0.12477099895477295,0.3157919943332672,0.12477099895477295,0.31019100546836853,158235,0.0,0.0
2023-12-15 00:00:00+00:00,0.31019100546836853,0.3331829905509949,0.25993698835372925,0.26412200927734375,135119,0.0,0.0
2023-12-16 00:00:00+00:00,0.2638910114765167,0.28905799984931946,0.24720199406147003,0.2642210125923157,104828,0.0,0.0
2023-12-17 00:00:00+00:00,0.2642210125923157,0.2738960087299347,0.23778900504112244,0.2729339897632599,96330,0.0,0.0
