TIMESTAMP,CBE32701_OPEN_PRICE_USD,CBE32701_HIGH_PRICE_USD,CBE32701_LOW_PRICE_USD,CBE32701_CLOSE_PRICE_USD,CBE32701_VOLUME_USD,CBE32701_DIVIDENDS_USD,CBE32701_STOCK_SPLITS_USD
2024-09-26 00:00:00+00:00,,,,0.0,200,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,56,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,231,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,144,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,181,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,51,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,55,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,406,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,77,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,58,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,708,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,55,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,1251,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,242,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,65,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,202,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,81,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,294,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,333,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,111,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,75,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,1115,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,220,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,479,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,75,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,351,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,281,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,22,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,134,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,82,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,43,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,347,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,457,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,433,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,152,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,643,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,410,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,323,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,315,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,111,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,66,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,1388,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,631,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,529,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,292,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,32,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,768,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,123,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,825,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,165,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,53,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,337,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,92,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,57,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,673,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,322,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,72,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,155,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,45,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,154,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,88,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,27,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,81,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,252,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,103,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,72,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,49,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,25,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,336,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,52,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,62,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,48,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,86,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,64,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,115,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,33,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,211,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,212,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,24,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,84,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,29,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,147,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,25,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,185,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,220,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,88,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,812,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,294,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,23,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,312,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,27,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,89,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,93,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,1557,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,265,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,14,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,229,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-03-17 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,131,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,15,0.0,0.0
2025-06-01 00:00:00+00:00,2.4600366188565204e-08,2.4600366188565204e-08,2.3484854949629153e-08,2.3484854949629153e-08,26,0.0,0.0
