TIMESTAMP,LUNA20_OPEN_PRICE_USD,LUNA20_HIGH_PRICE_USD,LUNA20_LOW_PRICE_USD,LUNA20_CLOSE_PRICE_USD,LUNA20_VOLUME_USD,LUNA20_DIVIDENDS_USD,LUNA20_STOCK_SPLITS_USD
2023-07-12 00:00:00+00:00,,,,0.0,7068,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,2954,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,32382,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,33843,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,40845,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,38475,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,10378,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,3752,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,7046,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,5895,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,3950,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,1834,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,1233,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,821,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,806,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,340,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,1841,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,1110,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,904,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,979,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,91,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,88,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,229,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,296,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,289,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,206,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,280,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,50,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,19,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,31,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,240,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,74,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,77,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,14,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,65,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,60,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,31,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,16,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,18,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,438,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,36,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,166,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,179,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,303,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,172,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,95,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,137,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,32,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,428,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,41,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,467,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,31,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,158,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,13,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,85,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,36,0.0,0.0
2023-10-09 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,133,0.0,0.0
2023-10-17 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-10-18 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-10-19 00:00:00+00:00,,,,0.0,16,0.0,0.0
2023-10-23 00:00:00+00:00,,,,0.0,47,0.0,0.0
2023-10-24 00:00:00+00:00,,,,0.0,90,0.0,0.0
2023-10-26 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-10-28 00:00:00+00:00,,,,0.0,10,0.0,0.0
2023-11-01 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-11-02 00:00:00+00:00,,,,0.0,100,0.0,0.0
2023-11-03 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-11-04 00:00:00+00:00,,,,0.0,50,0.0,0.0
2023-11-06 00:00:00+00:00,,,,0.0,114,0.0,0.0
2023-11-07 00:00:00+00:00,,,,0.0,80,0.0,0.0
2023-11-11 00:00:00+00:00,,,,0.0,31,0.0,0.0
2023-11-12 00:00:00+00:00,,,,0.0,480,0.0,0.0
2023-11-15 00:00:00+00:00,,,,0.0,776,0.0,0.0
2023-11-16 00:00:00+00:00,,,,0.0,501,0.0,0.0
2023-11-17 00:00:00+00:00,,,,0.0,309,0.0,0.0
2023-11-18 00:00:00+00:00,,,,0.0,369,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,166,0.0,0.0
2023-11-20 00:00:00+00:00,,,,0.0,55,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,116,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,350,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,271,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,9273,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,2304,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,1086,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,11704,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,4921,0.0,0.0
2023-12-02 00:00:00+00:00,,,,0.0,2258,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,445,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,5088,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,9547,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,4721,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,79359,0.0,0.0
