,XRP
BTS,2.5701191678255615e-08
DOGE,1.70863599553555e-06
QTUM,0.0006360881837827773
ETH,0.0010894525450689042
BTC,0.0020587669146386925
USDT,0.0021386602037126263
SC,0.0030761809353668677
XEM,0.004893076328893009
RLC,0.08356694083699671
LSK,0.09420944154995303
GNO,0.10730418148942854
DGB,0.14214833143252276
KMD,0.22817783694863183
ANT,0.2721228231847905
MONA,0.28032924709706925
ETC,0.3008812834142353
DCR,0.31065549877030546
SYS,0.34903187218240167
ARK,0.36635568508461974
MAID,0.3875045152864716
ZEN,0.43690737333577895
STEEM,0.573420816737809
FIRO,0.6669713329508002
CON,0.8257753968817814
VERI,0.8837080645697463
XWC,0.8938298682161617
