,XRP
XEM,2.387261387675694e-13
BTS,2.4885936812197616e-10
DOGE,9.641723310704578e-09
QTUM,3.3360179690687136e-06
SC,5.4022440044265165e-05
USDT,0.00024737086796745
ETH,0.0005373685313234
BTC,0.00088640479474435
LSK,0.0737398888029859
RLC,0.0814103225397132
GNO,0.0840497052298696
MONA,0.11699144589206534
DGB,0.13623999471358073
KMD,0.20437070050699924
ETC,0.25375506989875773
DCR,0.27157596556810526
ANT,0.2728946893928291
ARK,0.27879379448690994
SYS,0.3495863756853973
ZEN,0.3652333138459807
MAID,0.4441842938126631
STEEM,0.6829477772474881
FIRO,0.7186747574029073
CON,0.8677999561477954
XWC,0.9125595292587798
VERI,0.9386870841519084
