TIMESTAMP,UGOLD_OPEN_PRICE_USD,UGOLD_HIGH_PRICE_USD,UGOLD_LOW_PRICE_USD,UGOLD_CLOSE_PRICE_USD,UGOLD_VOLUME_USD,UGOLD_DIVIDENDS_USD,UGOLD_STOCK_SPLITS_USD
2023-05-25 00:00:00+00:00,2089.628662109375,2446.160888671875,2089.235595703125,2232.162353515625,27301,0.0,0.0
2023-05-26 00:00:00+00:00,2231.909912109375,2232.067626953125,1900.0595703125,2021.5216064453125,0,0.0,0.0
2023-05-27 00:00:00+00:00,2021.5216064453125,2021.5216064453125,2021.5216064453125,2021.5216064453125,0,0.0,0.0
2023-05-28 00:00:00+00:00,2021.5216064453125,2021.5216064453125,2021.5216064453125,2021.5216064453125,0,0.0,0.0
2023-05-29 00:00:00+00:00,2021.5216064453125,2021.5216064453125,2021.5216064453125,2021.5216064453125,0,0.0,0.0
2023-05-30 00:00:00+00:00,2021.5216064453125,2021.5216064453125,2021.5216064453125,2021.5216064453125,0,0.0,0.0
2023-05-31 00:00:00+00:00,2021.5216064453125,2055.3857421875,2020.3099365234375,2020.915283203125,159942,0.0,0.0
2023-06-01 00:00:00+00:00,2020.912109375,2052.929931640625,1212.103759765625,2048.464599609375,31753,0.0,0.0
2023-06-02 00:00:00+00:00,2048.44189453125,2049.6748046875,2020.2366943359375,2046.859619140625,5097,0.0,0.0
2023-06-03 00:00:00+00:00,2046.84912109375,2047.751953125,2042.890869140625,2046.231201171875,2046,0.0,0.0
2023-06-04 00:00:00+00:00,2046.284423828125,2047.329833984375,2043.8116455078125,2044.4974365234375,2453,0.0,0.0
2023-06-05 00:00:00+00:00,2044.5377197265625,2045.4044189453125,2039.1947021484375,2042.7733154296875,2451,0.0,0.0
2023-06-06 00:00:00+00:00,2042.7186279296875,2047.8663330078125,2013.922607421875,2045.4239501953125,3198,0.0,0.0
2023-06-07 00:00:00+00:00,2045.382568359375,2046.057861328125,2018.22802734375,2020.1138916015625,2222,0.0,0.0
2023-06-08 00:00:00+00:00,2020.167236328125,2045.632568359375,1980.0657958984375,2044.6180419921875,1738,0.0,0.0
2023-06-09 00:00:00+00:00,2044.6142578125,2045.1431884765625,1755.6287841796875,1960.0811767578125,3131,0.0,0.0
