TIMESTAMP,FOFAR31568_OPEN_PRICE_USD,FOFAR31568_HIGH_PRICE_USD,FOFAR31568_LOW_PRICE_USD,FOFAR31568_CLOSE_PRICE_USD,FOFAR31568_VOLUME_USD,FOFAR31568_DIVIDENDS_USD,FOFAR31568_STOCK_SPLITS_USD
2024-06-01 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,0.0,9.999999974752427e-07,208674,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,117850,0.0,0.0
2024-06-03 00:00:00+00:00,0.0,1.9999999949504854e-06,0.0,9.999999974752427e-07,137439,0.0,0.0
2024-06-04 00:00:00+00:00,9.999999974752427e-07,4.999999873689376e-06,9.999999974752427e-07,3.999999989900971e-06,962817,0.0,0.0
2024-06-05 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,1.9999999949504854e-06,1.9999999949504854e-06,485431,0.0,0.0
2024-06-06 00:00:00+00:00,1.9999999949504854e-06,3.999999989900971e-06,9.999999974752427e-07,3.000000106112566e-06,290298,0.0,0.0
2024-06-07 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,1.9999999949504854e-06,1.9999999949504854e-06,249355,0.0,0.0
2024-06-08 00:00:00+00:00,1.9999999949504854e-06,3.999999989900971e-06,1.9999999949504854e-06,3.999999989900971e-06,449288,0.0,0.0
2024-06-09 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.000000106112566e-06,483665,0.0,0.0
2024-06-10 00:00:00+00:00,3.000000106112566e-06,7.999999979801942e-06,3.000000106112566e-06,7.000000096013537e-06,950938,0.0,0.0
2024-06-11 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,3.999999989900971e-06,6.000000212225132e-06,329981,0.0,0.0
2024-06-12 00:00:00+00:00,6.000000212225132e-06,9.000000318337698e-06,4.999999873689376e-06,7.000000096013537e-06,472402,0.0,0.0
2024-06-13 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,3.999999989900971e-06,4.999999873689376e-06,318909,0.0,0.0
2024-06-14 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,3.000000106112566e-06,3.999999989900971e-06,213230,0.0,0.0
2024-06-15 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,321662,0.0,0.0
2024-06-16 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,97134,0.0,0.0
2024-06-17 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.000000106112566e-06,3.999999989900971e-06,585742,0.0,0.0
2024-06-18 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,773604,0.0,0.0
2024-06-19 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,1.9999999949504854e-06,3.000000106112566e-06,823910,0.0,0.0
2024-06-20 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,722264,0.0,0.0
2024-06-21 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,701204,0.0,0.0
2024-06-22 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,683848,0.0,0.0
2024-06-23 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,713362,0.0,0.0
2024-06-24 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,670012,0.0,0.0
2024-06-25 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,564300,0.0,0.0
2024-06-26 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,453767,0.0,0.0
2024-06-27 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,462297,0.0,0.0
2024-06-28 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,535696,0.0,0.0
2024-06-29 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,448849,0.0,0.0
2024-06-30 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,430139,0.0,0.0
2024-07-01 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,441543,0.0,0.0
2024-07-02 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,444809,0.0,0.0
2024-07-03 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,430086,0.0,0.0
2024-07-04 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,472303,0.0,0.0
2024-07-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,447893,0.0,0.0
2024-07-06 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,441477,0.0,0.0
2024-07-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,424257,0.0,0.0
2024-07-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,422205,0.0,0.0
2024-07-09 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,448289,0.0,0.0
2024-07-10 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,462664,0.0,0.0
2024-07-11 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,438779,0.0,0.0
2024-07-12 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,465228,0.0,0.0
2024-07-13 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,449247,0.0,0.0
2024-07-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,429931,0.0,0.0
2024-07-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,442529,0.0,0.0
2024-07-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,438425,0.0,0.0
2024-07-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,435102,0.0,0.0
2024-07-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,421718,0.0,0.0
2024-07-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,417012,0.0,0.0
2024-07-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,355350,0.0,0.0
2024-07-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,351195,0.0,0.0
2024-07-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,400017,0.0,0.0
2024-07-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,413329,0.0,0.0
2024-07-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,402190,0.0,0.0
2024-07-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,331796,0.0,0.0
2024-07-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,432935,0.0,0.0
2024-07-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,396762,0.0,0.0
2024-07-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,405885,0.0,0.0
2024-07-29 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,327858,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,411920,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,417285,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,316466,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,322781,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,421846,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,427413,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,383400,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,395019,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,409525,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,416050,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,423175,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,247932,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,184898,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,308232,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,255736,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,359926,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,337629,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,356609,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,375035,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,385679,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,415735,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,326851,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,257059,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,418010,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,433401,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,393205,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,412673,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,386205,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,903,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,1695,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,5871,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,510,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,1054,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,400,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,915,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,1244,0.0,0.0
