,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.029016553525714833,0.16709711927657236,0.1384300396513066,0.07209593033716645,8572840.499265455,2872.158648928483,2379.412824652778,0.06812574481075147,-0.5614027376057477
1,0.029832979026010332,0.16836888805961503,0.14323505380452758,0.0780936907139627,8814050.0149096,2894.0184944066127,2462.0041154233872,0.07359416669631987,0.07862742970736876
2,0.015224106182493069,0.12072677935997038,0.10193679532925783,0.04055661602977697,4497910.730199405,2075.1195010005426,1752.146826276882,0.03882231240050643,0.5627934488922137
3,0.07290873045150324,0.26974822184935016,0.22826999663853156,0.09297394327820023,21540628.403552722,4636.5826617785215,3923.6317274305547,0.08892313278495523,-1.2591296545741044
4,0.018460980545003,0.13586356911879993,0.1064455396288454,0.03233017789144466,5454235.721431282,2335.299513086043,1829.6456720430106,0.0312600969671536,0.7793474427013743
5,0.07115244410548689,0.2666600844585598,0.2420317064821967,0.08533874627619116,31958521.240076255,5651.405092020956,5129.448689236112,0.08269709506668463,-1.476345447855266
6,0.003187638049279067,0.0564491991425183,0.0463376232443193,0.03769669587486737,4766375.95143186,2182.8175170938266,1791.8159459005374,0.036233294450244265,0.3292231234046609
7,0.0024090242981673004,0.0490670831796329,0.03796269604373877,0.03863661297276307,3602140.0945024416,1897.3609143243393,1467.9686424731187,0.036766575296082196,0.6911142547096573
8,0.0043029827487534,0.0655869107553286,0.05483806625069187,0.08191581118161836,13251620.009395419,3639.7106552869714,3043.2091499255953,0.07789219890891946,-1.1225727973137052
9,0.003007090076820067,0.054543113900429235,0.04616583290121603,0.07132924678741456,10565235.91467028,3233.0044882560665,2736.4470900537635,0.0679284809455341,-0.26228242293451254
10,0.0010069912015763334,0.03160813768937303,0.028480647679348232,0.0449962093521458,3828644.4546189304,1948.9854318357375,1756.1415086805553,0.0428848313822586,0.3877074336962904
11,0.009475536989223233,0.09679170123558384,0.09198426619959331,0.1976157874848601,36026606.08103678,5968.2620451804905,5671.8312197580635,0.18518979409838218,-2.169716146140764
Mean,0.021665421433335896,0.12354256733547782,0.1055098553211311,0.07279828901503428,12739900.75959087,3277.893746933216,2828.641950987863,0.06919314365064934,-0.3352196727760446
