,ETH
DOGE,0.00015970980037225
PIVX,0.00098614592402135
FIRO,0.01148272005118265
RLC,0.0160962645045442
DCR,0.032402797359024446
DGB,0.042869755611327345
SYS,0.05990122149591435
ETC,0.14238090227286382
STEEM,0.14529386568007957
GAS,0.15050810601111303
XEM,0.1713929393068647
WAVES,0.17841427727361545
DASH,0.20924526835054275
GNO,0.22848640018486016
BAT,0.2447315710403191
BTC,0.3009419776730423
SC,0.35095669642905414
MIOTA,0.3920380807989748
ZEC,0.3964314005971281
ZEN,0.44639078780197106
ANT,0.4874485671857162
XMR,0.49646961660797084
KMD,0.5144476298427324
LUNC,0.5258783645098429
BTS,0.5370999790976825
QTUM,0.673019789857118
LTC,0.7072200996508994
ARK,0.7116969872749959
XRP,0.7539855020044856
LSK,0.8341991460042155
XLM,0.8966551632786264
