,ETH
DOGE,0.00023878279608183751
FIRO,0.03597256571187608
PIVX,0.05731635439338605
DCR,0.06969385235182188
SYS,0.09894810611428749
ETC,0.14581598131703408
DGB,0.15431860971869815
GAS,0.18066560159180498
STEEM,0.18079539880361345
WAVES,0.2015861124865374
XEM,0.21289011035245292
BAT,0.23787780638819228
DASH,0.2524185849161679
GNO,0.27191077051352264
RLC,0.2988742176057139
BTC,0.3456942169728959
SC,0.35848837667442796
MIOTA,0.4114839084257229
ANT,0.45382888721022535
KMD,0.46478019397852705
ZEN,0.4706734653879974
ZEC,0.47209529921752097
LUNC,0.4739736189540865
XMR,0.5333042667358365
BTS,0.5429421806156669
QTUM,0.6562161297959311
ARK,0.6816973138421105
XRP,0.6972255889970337
LTC,0.7343335781890712
LSK,0.837569373842014
XLM,0.8467871030180895
