TIMESTAMP,SEX28566_OPEN_PRICE_USD,SEX28566_HIGH_PRICE_USD,SEX28566_LOW_PRICE_USD,SEX28566_CLOSE_PRICE_USD,SEX28566_VOLUME_USD,SEX28566_DIVIDENDS_USD,SEX28566_STOCK_SPLITS_USD
2023-12-01 00:00:00+00:00,166240816.0,169061728.0,161926192.0,168499632.0,319053,0.0,0.0
2023-12-02 00:00:00+00:00,168480096.0,173360832.0,159663408.0,166098768.0,344760,0.0,0.0
2023-12-03 00:00:00+00:00,166101008.0,166948512.0,155962512.0,158652176.0,297850,0.0,0.0
2023-12-04 00:00:00+00:00,158663376.0,169048544.0,154924064.0,155626736.0,424836,0.0,0.0
2023-12-05 00:00:00+00:00,155624752.0,165004272.0,150616192.0,152084272.0,450315,0.0,0.0
2023-12-06 00:00:00+00:00,152017280.0,156262240.0,141322336.0,146057584.0,409674,0.0,0.0
2023-12-07 00:00:00+00:00,146069648.0,441094688.0,145370272.0,246942272.0,12980722,0.0,0.0
2023-12-08 00:00:00+00:00,246955984.0,318269664.0,229244768.0,229536432.0,4681114,0.0,0.0
2023-12-09 00:00:00+00:00,229541680.0,245905472.0,178491936.0,178733840.0,6110635,0.0,0.0
2023-12-10 00:00:00+00:00,178722080.0,190604720.0,147570336.0,159616912.0,16808669,0.0,0.0
2023-12-11 00:00:00+00:00,159617584.0,241040752.0,152146944.0,207027344.0,3405201,0.0,0.0
2023-12-12 00:00:00+00:00,205714992.0,215423840.0,199624048.0,210787792.0,597822,0.0,0.0
2023-12-13 00:00:00+00:00,210739136.0,213172624.0,167465632.0,168138032.0,1922801,0.0,0.0
2023-12-14 00:00:00+00:00,168127424.0,179898576.0,159388032.0,160382240.0,1665761,0.0,0.0
2023-12-15 00:00:00+00:00,160385408.0,203968832.0,158420032.0,177879024.0,2626122,0.0,0.0
2023-12-16 00:00:00+00:00,177901152.0,178372880.0,163261056.0,168445696.0,1347994,0.0,0.0
2023-12-17 00:00:00+00:00,168504992.0,168838592.0,152879120.0,159078064.0,1831401,0.0,0.0
2023-12-18 00:00:00+00:00,159029760.0,159333840.0,140590448.0,143205088.0,1797919,0.0,0.0
2023-12-19 00:00:00+00:00,143193376.0,178729872.0,101748712.0,116784824.0,5338610,0.0,0.0
2023-12-20 00:00:00+00:00,116791360.0,136155744.0,112095904.0,112095904.0,1875528,0.0,0.0
2023-12-21 00:00:00+00:00,111641952.0,132749728.0,101851160.0,114819968.0,2234303,0.0,0.0
2023-12-22 00:00:00+00:00,114811872.0,127962112.0,110022312.0,110954832.0,1198507,0.0,0.0
2023-12-23 00:00:00+00:00,110951952.0,111138512.0,95661480.0,98706360.0,2033742,0.0,0.0
2023-12-24 00:00:00+00:00,98727568.0,99476880.0,85201944.0,86711920.0,1658881,0.0,0.0
2023-12-25 00:00:00+00:00,86914632.0,125834056.0,80224744.0,83880792.0,2869196,0.0,0.0
2023-12-26 00:00:00+00:00,83905992.0,118222656.0,78470448.0,82560656.0,3359018,0.0,0.0
2023-12-27 00:00:00+00:00,82569624.0,85230728.0,79727376.0,82049888.0,1541513,0.0,0.0
2023-12-28 00:00:00+00:00,82075832.0,83229496.0,75196576.0,78124024.0,1606148,0.0,0.0
