TIMESTAMP,BANANA30332_OPEN_PRICE_USD,BANANA30332_HIGH_PRICE_USD,BANANA30332_LOW_PRICE_USD,BANANA30332_CLOSE_PRICE_USD,BANANA30332_VOLUME_USD,BANANA30332_DIVIDENDS_USD,BANANA30332_STOCK_SPLITS_USD
2024-04-03 00:00:00+00:00,7.500000356230885e-05,7.999999797903001e-05,3.899999865097925e-05,4.5000000682193786e-05,250792,0.0,0.0
2024-04-04 00:00:00+00:00,4.5000000682193786e-05,6.399999983841553e-05,2.9000000722589903e-05,3.400000059627928e-05,74410,0.0,0.0
2024-04-05 00:00:00+00:00,3.400000059627928e-05,3.899999865097925e-05,2.9000000722589903e-05,3.400000059627928e-05,42935,0.0,0.0
2024-04-06 00:00:00+00:00,3.400000059627928e-05,3.7999998312443495e-05,2.9999999242136255e-05,3.7000001611886546e-05,28488,0.0,0.0
2024-04-07 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,2.5999999706982635e-05,2.700000004551839e-05,32078,0.0,0.0
2024-04-08 00:00:00+00:00,2.700000004551839e-05,3.5000000934815034e-05,2.4000000848900527e-05,3.5000000934815034e-05,24502,0.0,0.0
2024-04-09 00:00:00+00:00,3.5000000934815034e-05,3.9999998989515007e-05,2.700000004551839e-05,3.899999865097925e-05,36662,0.0,0.0
2024-04-10 00:00:00+00:00,3.899999865097925e-05,4.8000001697801054e-05,3.199999991920777e-05,4.199999966658652e-05,63788,0.0,0.0
2024-04-11 00:00:00+00:00,4.199999966658652e-05,6.70000008540228e-05,3.899999865097925e-05,4.70000013592653e-05,79382,0.0,0.0
2024-04-12 00:00:00+00:00,4.70000013592653e-05,5.0999999075429514e-05,2.499999936844688e-05,3.5000000934815034e-05,61660,0.0,0.0
2024-04-13 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,2.4000000848900527e-05,3.099999958067201e-05,25870,0.0,0.0
2024-04-14 00:00:00+00:00,3.099999958067201e-05,4.400000034365803e-05,2.700000004551839e-05,3.9999998989515007e-05,32065,0.0,0.0
2024-04-15 00:00:00+00:00,3.9999998989515007e-05,4.199999966658652e-05,3.400000059627928e-05,3.5000000934815034e-05,14304,0.0,0.0
2024-04-16 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,2.9999999242136255e-05,3.300000025774352e-05,8498,0.0,0.0
2024-04-17 00:00:00+00:00,3.300000025774352e-05,3.600000127335079e-05,3.199999991920777e-05,3.400000059627928e-05,4097,0.0,0.0
2024-04-18 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.099999958067201e-05,3.300000025774352e-05,9302,0.0,0.0
2024-04-19 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,2.4000000848900527e-05,2.700000004551839e-05,22865,0.0,0.0
2024-04-20 00:00:00+00:00,2.700000004551839e-05,3.199999991920777e-05,2.499999936844688e-05,2.8000000384054147e-05,17682,0.0,0.0
