TIMESTAMP,4WMM_OPEN_PRICE_USD,4WMM_HIGH_PRICE_USD,4WMM_LOW_PRICE_USD,4WMM_CLOSE_PRICE_USD,4WMM_VOLUME_USD,4WMM_DIVIDENDS_USD,4WMM_STOCK_SPLITS_USD
2024-05-23 00:00:00+00:00,739.3298950195312,739.3414306640625,698.7633056640625,739.3414306640625,5308,0.0,0.0
2024-05-24 00:00:00+00:00,739.3414306640625,739.3414306640625,703.308837890625,732.200439453125,2239,0.0,0.0
2024-05-25 00:00:00+00:00,732.200439453125,732.200439453125,682.0839233398438,700.5189819335938,2802,0.0,0.0
2024-05-26 00:00:00+00:00,700.5189819335938,703.6399536132812,687.3670043945312,692.957763671875,672,0.0,0.0
2024-05-27 00:00:00+00:00,692.957763671875,715.1595458984375,612.3616333007812,634.3002319335938,5671,0.0,0.0
2024-05-28 00:00:00+00:00,634.3002319335938,642.2469482421875,589.9896240234375,606.7483520507812,1944,0.0,0.0
2024-05-29 00:00:00+00:00,606.7483520507812,606.7483520507812,360.18707275390625,415.6950988769531,25305,0.0,0.0
2024-05-30 00:00:00+00:00,415.6950988769531,456.9141540527344,415.6950988769531,447.04705810546875,2587,0.0,0.0
2024-05-31 00:00:00+00:00,445.2033386230469,483.46453857421875,444.3324279785156,456.0125427246094,5100,0.0,0.0
2024-06-01 00:00:00+00:00,456.0125427246094,472.2885437011719,443.6486511230469,450.4970703125,1204,0.0,0.0
2024-06-02 00:00:00+00:00,450.4970703125,496.9132995605469,450.4970703125,496.9132995605469,1460,0.0,0.0
2024-06-03 00:00:00+00:00,496.9132995605469,631.744873046875,496.9132995605469,628.7423095703125,7437,0.0,0.0
2024-06-04 00:00:00+00:00,628.7423095703125,629.7810668945312,597.4942626953125,599.7538452148438,2227,0.0,0.0
2024-06-05 00:00:00+00:00,599.7538452148438,709.531005859375,592.5562133789062,693.1063232421875,5170,0.0,0.0
2024-06-06 00:00:00+00:00,693.1063232421875,694.3915405273438,626.294189453125,642.309326171875,3920,0.0,0.0
2024-06-07 00:00:00+00:00,642.309326171875,662.7166137695312,622.8726806640625,623.080078125,1796,0.0,0.0
2024-06-08 00:00:00+00:00,623.080078125,623.080078125,585.0263061523438,585.0263061523438,1422,0.0,0.0
2024-06-09 00:00:00+00:00,585.0263061523438,585.0263061523438,569.3336791992188,573.3601684570312,553,0.0,0.0
2024-06-10 00:00:00+00:00,573.3601684570312,575.6439819335938,533.8663940429688,535.01220703125,680,0.0,0.0
2024-06-11 00:00:00+00:00,535.01220703125,543.1471557617188,529.473388671875,542.0231323242188,218,0.0,0.0
2024-06-12 00:00:00+00:00,542.0231323242188,586.0818481445312,531.7022094726562,567.91455078125,1332,0.0,0.0
2024-06-13 00:00:00+00:00,567.91455078125,567.91455078125,527.6871948242188,527.6878662109375,1110,0.0,0.0
2024-06-14 00:00:00+00:00,527.6878662109375,527.6878662109375,496.9189453125,508.9588317871094,424,0.0,0.0
2024-06-15 00:00:00+00:00,508.9588317871094,520.1661987304688,487.5570068359375,487.5570068359375,1186,0.0,0.0
2024-06-16 00:00:00+00:00,487.5570068359375,490.348876953125,471.4574279785156,471.4574279785156,587,0.0,0.0
2024-06-17 00:00:00+00:00,471.4574279785156,471.4574279785156,432.5008239746094,438.03045654296875,1566,0.0,0.0
2024-06-18 00:00:00+00:00,438.03045654296875,438.03045654296875,398.3636474609375,422.25762939453125,1198,0.0,0.0
2024-06-19 00:00:00+00:00,422.25762939453125,437.5190734863281,402.5428161621094,437.5190734863281,1139,0.0,0.0
2024-06-20 00:00:00+00:00,437.5190734863281,495.71942138671875,414.71868896484375,451.1778564453125,3352,0.0,0.0
2024-06-21 00:00:00+00:00,451.1778564453125,451.1778564453125,384.2171630859375,411.6556091308594,3747,0.0,0.0
2024-06-22 00:00:00+00:00,411.6556091308594,421.5634460449219,401.7617492675781,407.1549987792969,807,0.0,0.0
2024-06-23 00:00:00+00:00,407.1549987792969,407.1549987792969,393.1419372558594,393.1419372558594,146,0.0,0.0
2024-06-24 00:00:00+00:00,393.1419372558594,399.023193359375,373.4848937988281,377.0544128417969,260,0.0,0.0
2024-06-25 00:00:00+00:00,377.0544128417969,381.4479675292969,350.1398010253906,352.2749938964844,967,0.0,0.0
