TIMESTAMP,NYA_OPEN_PRICE_USD,NYA_HIGH_PRICE_USD,NYA_LOW_PRICE_USD,NYA_CLOSE_PRICE_USD,NYA_VOLUME_USD,NYA_DIVIDENDS_USD,NYA_STOCK_SPLITS_USD
2024-09-13 00:00:00+00:00,,,,0.0,35952,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,27126,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,19582,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,41123,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,30565,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,33329,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,165090,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,113620,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,39675,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,176509,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,35370,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,24919,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,23260,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,59559,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,36955,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,24620,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,20763,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,43625,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,23847,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,24498,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,33492,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,20673,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,21628,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,24794,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,19456,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,61700,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,10131,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,56314,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,20151,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,34004,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,21096,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,32150,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,18577,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,20752,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,29164,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,22633,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,23931,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,80314,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,51530,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,12597,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,31352,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,25105,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,29562,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,21353,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,8814,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,35528,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,13069,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,14860,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,27642,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,13771,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,10002,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,38034,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,5102,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,34386,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,75901,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,44916,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,49736,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,62403,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,88018,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,146137,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,213696,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,104738,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,82933,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,41993,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,99615,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,69653,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,96366,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,60459,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,84056,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,164184,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,131528,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,296120,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,95535,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,194102,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,60360,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,65088,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,106575,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,51182,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,38502,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,81671,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,134778,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,174291,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,146146,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,101105,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,79317,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,66675,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,180514,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,117954,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,112200,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,99037,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,79485,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,35043,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,61360,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,44315,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,80156,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,116419,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,38727,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,98131,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,63455,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,64046,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,26437,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,42873,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,28840,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,13153,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,28649,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,20916,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,21129,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,76684,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,38439,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,35915,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,27104,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,56039,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,43951,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,49314,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,14256,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,22694,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,34992,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,74958,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,21010,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,12973,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,5168,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,3316,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,57123,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,12549,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,25106,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,47646,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,46462,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,88957,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,335431,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,285601,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,399879,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,41434,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,153071,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,83336,0.0,0.0
