TIMESTAMP,GUN_OPEN_PRICE_USD,GUN_HIGH_PRICE_USD,GUN_LOW_PRICE_USD,GUN_CLOSE_PRICE_USD,GUN_VOLUME_USD,GUN_DIVIDENDS_USD,GUN_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.07748299837112427,0.08426299691200256,0.05781500041484833,0.06330200284719467,343325780,0.0,0.0
2025-04-02 00:00:00+00:00,0.06327100098133087,0.06438399851322174,0.05136299878358841,0.05287599936127663,235019201,0.0,0.0
2025-04-03 00:00:00+00:00,0.05285099893808365,0.05578500032424927,0.043418999761343,0.0441179983317852,160308774,0.0,0.0
2025-04-04 00:00:00+00:00,0.04412800073623657,0.046865999698638916,0.04052799940109253,0.04145500063896179,160963129,0.0,0.0
2025-04-05 00:00:00+00:00,0.04148299992084503,0.060554999858140945,0.041395001113414764,0.05601999908685684,240238114,0.0,0.0
2025-04-06 00:00:00+00:00,0.05608300119638443,0.06880500167608261,0.053668998181819916,0.05688900128006935,352812967,0.0,0.0
2025-04-07 00:00:00+00:00,0.05688900128006935,0.05711200088262558,0.047290001064538956,0.05337199941277504,251368118,0.0,0.0
2025-04-08 00:00:00+00:00,0.0533749982714653,0.05581200122833252,0.04165099933743477,0.04299600049853325,127643334,0.0,0.0
2025-04-09 00:00:00+00:00,0.04299300163984299,0.05169299989938736,0.04126499965786934,0.05030500143766403,148144845,0.0,0.0
2025-04-10 00:00:00+00:00,0.05030699819326401,0.050951000303030014,0.04251300171017647,0.04258500039577484,90256679,0.0,0.0
2025-04-11 00:00:00+00:00,0.04260199889540672,0.05632999911904335,0.04226500168442726,0.0552080012857914,157025612,0.0,0.0
2025-04-12 00:00:00+00:00,0.05520400032401085,0.059342000633478165,0.04605799913406372,0.05588899925351143,203678960,0.0,0.0
2025-04-13 00:00:00+00:00,0.05595799908041954,0.05876399949193001,0.050494998693466187,0.0522489994764328,86149072,0.0,0.0
2025-04-14 00:00:00+00:00,0.05225500091910362,0.056588999927043915,0.04850900173187256,0.048608001321554184,88504829,0.0,0.0
2025-04-15 00:00:00+00:00,0.048611998558044434,0.04996500164270401,0.04560599848628044,0.04649600014090538,49794026,0.0,0.0
2025-04-16 00:00:00+00:00,0.04650700092315674,0.053029999136924744,0.04587800055742264,0.049699001014232635,59762234,0.0,0.0
2025-04-17 00:00:00+00:00,0.04970800131559372,0.0543380007147789,0.04746900126338005,0.04919400066137314,73435448,0.0,0.0
2025-04-18 00:00:00+00:00,0.049180999398231506,0.052083998918533325,0.04649600014090538,0.047231998294591904,52034188,0.0,0.0
2025-04-19 00:00:00+00:00,0.04722300171852112,0.055893998593091965,0.045997001230716705,0.051224999129772186,59588442,0.0,0.0
2025-04-20 00:00:00+00:00,0.051222000271081924,0.05396600067615509,0.049651000648736954,0.05074299871921539,42780123,0.0,0.0
2025-04-21 00:00:00+00:00,0.05073700100183487,0.06371799856424332,0.05073700100183487,0.058570001274347305,104221436,0.0,0.0
2025-04-22 00:00:00+00:00,0.05861800163984299,0.06369200348854065,0.054506998509168625,0.06065100058913231,62466540,0.0,0.0
2025-04-23 00:00:00+00:00,0.06065100058913231,0.0649769976735115,0.055502999573946,0.055654000490903854,61274514,0.0,0.0
2025-04-24 00:00:00+00:00,0.05564500018954277,0.05907300114631653,0.05057299882173538,0.05806500092148781,64242819,0.0,0.0
2025-04-25 00:00:00+00:00,0.05806399881839752,0.05871099978685379,0.053261999040842056,0.054999999701976776,49445183,0.0,0.0
2025-04-26 00:00:00+00:00,0.054999999701976776,0.060982998460531235,0.054999999701976776,0.06078600138425827,47542188,0.0,0.0
2025-04-27 00:00:00+00:00,0.06078600138425827,0.06463299691677094,0.05654900148510933,0.06245100125670433,66444751,0.0,0.0
2025-04-28 00:00:00+00:00,0.062401000410318375,0.0670349970459938,0.06065800040960312,0.06286700069904327,56228451,0.0,0.0
2025-04-29 00:00:00+00:00,0.06286200135946274,0.0674389973282814,0.06123499944806099,0.06191600114107132,37336649,0.0,0.0
2025-04-30 00:00:00+00:00,0.061875998973846436,0.06414499878883362,0.05921800062060356,0.06390699744224548,26686562,0.0,0.0
2025-05-01 00:00:00+00:00,0.06391900032758713,0.06450700014829636,0.059078000485897064,0.05960899963974953,28040239,0.0,0.0
2025-05-02 00:00:00+00:00,0.059613000601530075,0.05993499979376793,0.05735199898481369,0.05735199898481369,17944228,0.0,0.0
2025-05-03 00:00:00+00:00,0.057287998497486115,0.05735800042748451,0.04809499904513359,0.05005300045013428,42896467,0.0,0.0
