TIMESTAMP,ETH2X-FLI_OPEN_PRICE_USD,ETH2X-FLI_HIGH_PRICE_USD,ETH2X-FLI_LOW_PRICE_USD,ETH2X-FLI_CLOSE_PRICE_USD,ETH2X-FLI_VOLUME_USD,ETH2X-FLI_DIVIDENDS_USD,ETH2X-FLI_STOCK_SPLITS_USD
2021-05-13 00:00:00+00:00,315.09033203125,323.0778503417969,314.98565673828125,322.883544921875,15171572,0.0,0.0
2021-05-14 00:00:00+00:00,323.4372863769531,401.0111999511719,323.0120849609375,389.33538818359375,9219373,0.0,0.0
2021-05-15 00:00:00+00:00,388.67059326171875,394.0246887207031,313.3879699707031,313.6380615234375,4231479,0.0,0.0
2021-05-16 00:00:00+00:00,313.3030090332031,351.2948303222656,266.0412292480469,299.27642822265625,9239814,0.0,0.0
2021-05-17 00:00:00+00:00,299.6927490234375,300.0480041503906,226.85101318359375,248.2825164794922,15667221,0.0,0.0
2021-05-18 00:00:00+00:00,248.216064453125,291.77703857421875,247.71974182128906,268.4990539550781,6593224,0.0,0.0
2021-05-19 00:00:00+00:00,268.5042419433594,274.1659240722656,166.15623474121094,184.84695434570312,6491796,0.0,0.0
2021-05-20 00:00:00+00:00,184.66958618164062,232.04861450195312,157.44064331054688,215.48326110839844,7855291,0.0,0.0
2021-05-21 00:00:00+00:00,214.87437438964844,225.7686309814453,129.65057373046875,152.77162170410156,5459026,0.0,0.0
2021-05-22 00:00:00+00:00,153.0360107421875,160.24195861816406,140.0637969970703,151.48204040527344,1329611,0.0,0.0
2021-05-23 00:00:00+00:00,151.5359649658203,159.63772583007812,102.27520751953125,107.76608276367188,5139081,0.0,0.0
2021-05-24 00:00:00+00:00,107.78269958496094,158.58433532714844,81.45207977294922,129.36050415039062,10560554,0.0,0.0
2021-05-25 00:00:00+00:00,129.3192901611328,141.2960968017578,120.38450622558594,137.46600341796875,3969331,0.0,0.0
2021-05-26 00:00:00+00:00,137.44569396972656,154.81427001953125,126.10383605957031,144.25921630859375,5025133,0.0,0.0
2021-05-27 00:00:00+00:00,144.25819396972656,145.1927032470703,124.5443115234375,131.7896728515625,4664042,0.0,0.0
2021-05-28 00:00:00+00:00,132.06703186035156,132.5172882080078,98.50967407226562,104.68096923828125,3316532,0.0,0.0
2021-05-29 00:00:00+00:00,104.60616302490234,115.56644439697266,86.95960235595703,92.73735046386719,4518203,0.0,0.0
2021-05-30 00:00:00+00:00,93.60964965820312,108.36222076416016,84.82960510253906,102.5497055053711,2265775,0.0,0.0
2021-05-31 00:00:00+00:00,102.4299087524414,128.39617919921875,93.25614929199219,128.35220336914062,2964666,0.0,0.0
2021-06-01 00:00:00+00:00,128.3821258544922,129.72958374023438,114.76683044433594,121.92607116699219,1989351,0.0,0.0
2021-06-02 00:00:00+00:00,121.91676330566406,135.51449584960938,116.47048950195312,129.31036376953125,1478791,0.0,0.0
2021-06-03 00:00:00+00:00,129.3356475830078,142.7626953125,126.74394989013672,140.83306884765625,911530,0.0,0.0
2021-06-04 00:00:00+00:00,140.85337829589844,140.95008850097656,117.17672729492188,127.87761688232422,1515326,0.0,0.0
2021-06-05 00:00:00+00:00,127.4561996459961,137.8148956298828,116.6850814819336,120.99864196777344,1229759,0.0,0.0
