TIMESTAMP,MINIMA_OPEN_PRICE_USD,MINIMA_HIGH_PRICE_USD,MINIMA_LOW_PRICE_USD,MINIMA_CLOSE_PRICE_USD,MINIMA_VOLUME_USD,MINIMA_DIVIDENDS_USD,MINIMA_STOCK_SPLITS_USD
2024-11-20 00:00:00+00:00,0.040488000959157944,0.04168400168418884,0.039500001817941666,0.03950300067663193,132330,0.0,0.0
2024-11-21 00:00:00+00:00,0.03950300067663193,0.05742499977350235,0.039326999336481094,0.05735599994659424,130490,0.0,0.0
2024-11-22 00:00:00+00:00,0.05735599994659424,0.057360999286174774,0.04936299845576286,0.05236800014972687,70886,0.0,0.0
2024-11-23 00:00:00+00:00,0.05236800014972687,0.052382998168468475,0.04536600038409233,0.04547100141644478,82836,0.0,0.0
2024-11-24 00:00:00+00:00,0.04547100141644478,0.05215999856591225,0.03854700177907944,0.052149999886751175,94278,0.0,0.0
2024-11-25 00:00:00+00:00,0.052149999886751175,0.053268998861312866,0.03687800094485283,0.043175000697374344,151581,0.0,0.0
2024-11-26 00:00:00+00:00,0.043175000697374344,0.04321200028061867,0.03713599964976311,0.03722799941897392,280021,0.0,0.0
2024-11-27 00:00:00+00:00,0.03722799941897392,0.04305399954319,0.03713599964976311,0.04034300148487091,151017,0.0,0.0
2024-11-28 00:00:00+00:00,0.04034300148487091,0.042190998792648315,0.039615001529455185,0.040095001459121704,145674,0.0,0.0
2024-11-29 00:00:00+00:00,0.040095001459121704,0.042006999254226685,0.039838001132011414,0.04150699824094772,121633,0.0,0.0
2024-11-30 00:00:00+00:00,0.04150699824094772,0.0430850014090538,0.03945999965071678,0.03959900140762329,116318,0.0,0.0
2024-12-01 00:00:00+00:00,0.03959900140762329,0.04291599988937378,0.0379519984126091,0.04191799834370613,133308,0.0,0.0
2024-12-02 00:00:00+00:00,0.04191799834370613,0.04402799904346466,0.04046599939465523,0.04171900078654289,91726,0.0,0.0
2024-12-03 00:00:00+00:00,0.04171900078654289,0.054311998188495636,0.03984000161290169,0.047651998698711395,209287,0.0,0.0
2024-12-04 00:00:00+00:00,0.047651998698711395,0.08565200120210648,0.04656999930739403,0.07126200199127197,413962,0.0,0.0
2024-12-05 00:00:00+00:00,0.07126200199127197,0.10586900264024734,0.06774900108575821,0.09600000083446503,284304,0.0,0.0
2024-12-06 00:00:00+00:00,0.09793099761009216,0.13507400453090668,0.09200700372457504,0.09442800283432007,397063,0.0,0.0
2024-12-07 00:00:00+00:00,0.09442800283432007,0.10216300189495087,0.08753900229930878,0.09752099961042404,243606,0.0,0.0
2024-12-08 00:00:00+00:00,0.09640300273895264,0.09969799965620041,0.06354200094938278,0.08115100115537643,217398,0.0,0.0
2024-12-09 00:00:00+00:00,0.08115100115537643,0.0811609998345375,0.0654589980840683,0.06854800134897232,143133,0.0,0.0
2024-12-10 00:00:00+00:00,0.06854800134897232,0.08524800091981888,0.06692899763584137,0.08395200222730637,191336,0.0,0.0
2024-12-11 00:00:00+00:00,0.08395200222730637,0.0917700007557869,0.07499600201845169,0.0831570029258728,152275,0.0,0.0
2024-12-12 00:00:00+00:00,0.0831570029258728,0.08890599757432938,0.07931900024414062,0.08296500146389008,222991,0.0,0.0
2024-12-13 00:00:00+00:00,0.08296500146389008,0.08653700351715088,0.07954400032758713,0.08395099639892578,124070,0.0,0.0
2024-12-14 00:00:00+00:00,0.08395099639892578,0.08399699628353119,0.06958699971437454,0.07131700217723846,129304,0.0,0.0
2024-12-15 00:00:00+00:00,0.07131700217723846,0.08399300277233124,0.06907899677753448,0.08227100223302841,124703,0.0,0.0
2024-12-16 00:00:00+00:00,0.08227100223302841,0.08727499842643738,0.0797709971666336,0.08096200227737427,159791,0.0,0.0
2024-12-17 00:00:00+00:00,0.08096200227737427,0.08096499741077423,0.06969799846410751,0.07606299966573715,173960,0.0,0.0
2024-12-18 00:00:00+00:00,0.07606299966573715,0.07606299966573715,0.06116199865937233,0.06141899898648262,243663,0.0,0.0
2024-12-19 00:00:00+00:00,0.06141899898648262,0.071773000061512,0.06102199852466583,0.061101000756025314,119646,0.0,0.0
