,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.03497707516517698,0.18702159010439673,0.18368956635472303,0.09374688501536431,10333851.029881772,3214.6307766027767,3157.3580677083332,0.088683613547563,-0.882142014592467
1,0.005237001625457875,0.07236713083615984,0.06444023722273555,0.033093514775262706,1547253.6946461427,1243.886528042708,1107.6344506048388,0.031286847435136794,0.8382585631895229
2,0.014160241328523204,0.11899681226202324,0.11353834047718626,0.04383672734687542,4183600.6747986767,2045.3852142808398,1951.5620010080654,0.04202280745273164,0.5933450590826093
3,0.025487760474934163,0.15964886618743698,0.15370156436945936,0.06129908042371954,7530265.46914984,2744.132917544236,2641.9073385416664,0.058681308081993136,0.21024374454340433
4,0.11699562767548993,0.3420462361662381,0.333069128737777,0.10111312818052635,34565970.792893134,5879.28318699594,5724.979707661291,0.09778298863546779,-0.3983755452652131
5,0.05625365527719479,0.23717853038838652,0.23363481634516214,0.08382487498468548,25266648.417357206,5026.594117029662,4951.491255208334,0.08118481392909273,-0.9578174259333372
6,0.0025705562244800933,0.05070065309717512,0.04587124362967496,0.037063989687260226,3843670.137883377,1960.5280252736447,1773.7810786290327,0.03563399946727902,0.4590764396212471
7,0.012399371635666652,0.1113524657817089,0.10976568708622407,0.10982355784296646,18540402.2397209,4305.856737017722,4244.498079637096,0.10460302883467049,-0.5898509812373007
8,0.0036814058838277887,0.06067459010020413,0.056974864061266776,0.0828779762435801,11337387.588818388,3367.1037389451467,3161.7894252232145,0.07890423370165431,-0.8159614048370094
9,0.0019428524513276366,0.04407779998284439,0.04036390182146256,0.0612755854396998,6826096.923686608,2612.680027038636,2392.541305443548,0.058399625670791266,0.18445151309374652
10,0.0025263741172264916,0.050263049223325994,0.04883597806621294,0.07715940279549711,9605434.517169213,3099.2635443229433,3011.2690520833326,0.07354122537002154,-0.5361405898853953
11,0.003868176599647488,0.062194666971111666,0.060712863645747864,0.1272236371466591,14707056.742891273,3834.9780628957024,3743.608815524193,0.11938420755459753,-0.2939657739419599
Mean,0.023341674871579426,0.12471019925841764,0.12038318265146937,0.07602819665684138,12357303.185741378,3277.86023966583,3155.201714772746,0.07250905830674993,-0.1824065346801794
