TIMESTAMP,VEST12333_OPEN_PRICE_USD,VEST12333_HIGH_PRICE_USD,VEST12333_LOW_PRICE_USD,VEST12333_CLOSE_PRICE_USD,VEST12333_VOLUME_USD,VEST12333_DIVIDENDS_USD,VEST12333_STOCK_SPLITS_USD
2021-10-06 00:00:00+00:00,0.0284000001847744,0.031769998371601105,0.02633799985051155,0.031505998224020004,184652,0.0,0.0
2021-10-07 00:00:00+00:00,0.03149300068616867,0.03781399875879288,0.031221000477671623,0.03717000037431717,20660,0.0,0.0
2021-10-08 00:00:00+00:00,0.03717099875211716,0.043761998414993286,0.03536999970674515,0.04263800010085106,63229,0.0,0.0
2021-10-09 00:00:00+00:00,0.0426580011844635,0.04343000054359436,0.04242900013923645,0.04280500113964081,36597,0.0,0.0
2021-10-10 00:00:00+00:00,0.04280100017786026,0.04313100129365921,0.04048300161957741,0.04105199873447418,44281,0.0,0.0
2021-10-11 00:00:00+00:00,0.04100700095295906,0.043359000235795975,0.040038999170064926,0.042406998574733734,23032,0.0,0.0
2021-10-12 00:00:00+00:00,0.042438000440597534,0.042451001703739166,0.03067700006067753,0.030780000612139702,56486,0.0,0.0
2021-10-13 00:00:00+00:00,0.03077000007033348,0.0769139975309372,0.03040499985218048,0.07552000135183334,99554,0.0,0.0
2021-10-14 00:00:00+00:00,0.07555799931287766,0.07803100347518921,0.06973599642515182,0.07037899643182755,64286,0.0,0.0
2021-10-15 00:00:00+00:00,0.0778840035200119,0.09730900079011917,0.046202998608350754,0.09652899950742722,126429,0.0,0.0
2021-10-16 00:00:00+00:00,0.09648899734020233,0.09902200102806091,0.04575100168585777,0.09581399708986282,68287,0.0,0.0
2021-10-17 00:00:00+00:00,0.09576000273227692,0.10355299711227417,0.08982899785041809,0.09449899941682816,85832,0.0,0.0
2021-10-18 00:00:00+00:00,0.09446699917316437,0.09762199968099594,0.08790399879217148,0.09731700271368027,61826,0.0,0.0
2021-10-19 00:00:00+00:00,0.09731700271368027,0.10069599747657776,0.0358549989759922,0.04460800066590309,93910,0.0,0.0
2021-10-20 00:00:00+00:00,0.0446150004863739,0.09185799956321716,0.040828999131917953,0.040943000465631485,37982,0.0,0.0
2021-10-21 00:00:00+00:00,0.04098699986934662,0.09869000315666199,0.030865000560879707,0.08461199700832367,115861,0.0,0.0
2021-10-22 00:00:00+00:00,0.08452100306749344,0.0990850031375885,0.042514000087976456,0.04320399835705757,112160,0.0,0.0
2021-10-23 00:00:00+00:00,0.043202999979257584,0.09746500104665756,0.030114000663161278,0.048298999667167664,101126,0.0,0.0
2021-10-24 00:00:00+00:00,0.04831999912858009,0.10133799910545349,0.04504700005054474,0.04554399847984314,56208,0.0,0.0
2021-10-25 00:00:00+00:00,0.04554000124335289,0.09320700168609619,0.04554000124335289,0.0505950003862381,25937,0.0,0.0
2021-10-26 00:00:00+00:00,0.05061500146985054,0.09427499771118164,0.050175998359918594,0.09081199765205383,37944,0.0,0.0
2021-10-27 00:00:00+00:00,0.09080199897289276,0.09449499845504761,0.04332000017166138,0.047175999730825424,14861,0.0,0.0
2021-10-28 00:00:00+00:00,0.047123998403549194,0.087226003408432,0.04682900011539459,0.0856970027089119,4000,0.0,0.0
2021-10-29 00:00:00+00:00,0.08570300042629242,0.08797500282526016,0.014468000270426273,0.07499700039625168,4171,0.0,0.0
2021-10-30 00:00:00+00:00,0.07500600069761276,0.07521200180053711,0.05182899907231331,0.07289200276136398,5614,0.0,0.0
2021-10-31 00:00:00+00:00,0.07297399640083313,0.07306700199842453,0.041085999459028244,0.07219800353050232,5339,0.0,0.0
2021-11-01 00:00:00+00:00,0.07221099734306335,0.07282300293445587,0.03510599955916405,0.05190199986100197,8064,0.0,0.0
2021-11-02 00:00:00+00:00,0.05189500004053116,0.05510300025343895,0.03622699901461601,0.054962001740932465,4899,0.0,0.0
2021-11-03 00:00:00+00:00,0.05492600053548813,0.06530900299549103,0.04904799908399582,0.06441999971866608,10111,0.0,0.0
2021-11-04 00:00:00+00:00,0.06445500254631042,0.06445500254631042,0.04408600181341171,0.049430001527071,7236,0.0,0.0
2021-11-05 00:00:00+00:00,0.049410998821258545,0.04977700114250183,0.03622300177812576,0.048301998525857925,20901,0.0,0.0
2021-11-06 00:00:00+00:00,0.04831700026988983,0.0632070004940033,0.03547399863600731,0.0630820021033287,30711,0.0,0.0
2021-11-07 00:00:00+00:00,0.06307599693536758,0.06474100053310394,0.048969998955726624,0.06444600224494934,74267,0.0,0.0
