TIMESTAMP,FXI_OPEN_PRICE_USD,FXI_HIGH_PRICE_USD,FXI_LOW_PRICE_USD,FXI_CLOSE_PRICE_USD,FXI_VOLUME_USD,FXI_DIVIDENDS_USD,FXI_STOCK_SPLITS_USD
2023-12-07 00:00:00+00:00,0.00033099998836405575,0.0003370000049471855,0.00033099998836405575,0.0003349999897181988,0,0.0,0.0
2023-12-08 00:00:00+00:00,0.0003349999897181988,0.02060999907553196,0.0,0.00011600000289035961,1,0.0,0.0
2023-12-09 00:00:00+00:00,0.00011600000289035961,0.00011800000356743112,0.00011600000289035961,0.00011700000322889537,0,0.0,0.0
2023-12-10 00:00:00+00:00,0.00011700000322889537,40953.80859375,0.0,2.5999999706982635e-05,35,0.0,0.0
2023-12-11 00:00:00+00:00,2.5999999706982635e-05,1.405987024307251,0.0,5.0999999075429514e-05,70,0.0,0.0
2023-12-12 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,5.0999999075429514e-05,5.0999999075429514e-05,0,0.0,0.0
2023-12-13 00:00:00+00:00,5.0999999075429514e-05,0.025446999818086624,5.0999999075429514e-05,0.025438999757170677,113985,0.0,0.0
2023-12-14 00:00:00+00:00,0.02543799951672554,0.03412099927663803,0.025390999391674995,0.034088000655174255,101426,0.0,0.0
2023-12-15 00:00:00+00:00,0.03409399837255478,0.052007000893354416,0.03369000181555748,0.045779999345541,326216,0.0,0.0
2023-12-16 00:00:00+00:00,0.045632001012563705,0.05099400132894516,0.04067099839448929,0.04872699826955795,265991,0.0,0.0
2023-12-17 00:00:00+00:00,0.04875199869275093,0.048774998635053635,0.04190799966454506,0.04194900020956993,123009,0.0,0.0
2023-12-18 00:00:00+00:00,0.04195199906826019,0.04530800133943558,0.041189998388290405,0.042927999049425125,48026,0.0,0.0
2023-12-19 00:00:00+00:00,0.04292000085115433,0.04457499831914902,0.04251699894666672,0.04263300076127052,27814,0.0,0.0
2023-12-20 00:00:00+00:00,0.04263100028038025,0.045768000185489655,0.04129699990153313,0.042013999074697495,57663,0.0,0.0
2023-12-21 00:00:00+00:00,0.04204700142145157,0.04205799847841263,0.03477500006556511,0.03544300049543381,94726,0.0,0.0
2023-12-22 00:00:00+00:00,0.03544899821281433,0.0439240001142025,0.03435799852013588,0.040355000644922256,107910,0.0,0.0
2023-12-23 00:00:00+00:00,0.04035399854183197,0.04104800149798393,0.03678299859166145,0.036793000996112823,84377,0.0,0.0
2023-12-24 00:00:00+00:00,0.03678499907255173,0.03701699897646904,0.031163999810814857,0.03379099816083908,91249,0.0,0.0
2023-12-25 00:00:00+00:00,0.033778999000787735,0.034811001271009445,0.031780000776052475,0.03178299963474274,39054,0.0,0.0
2023-12-26 00:00:00+00:00,0.03178500011563301,0.035718001425266266,0.030218999832868576,0.035718001425266266,81778,0.0,0.0
