TIMESTAMP,AGETH_OPEN_PRICE_USD,AGETH_HIGH_PRICE_USD,AGETH_LOW_PRICE_USD,AGETH_CLOSE_PRICE_USD,AGETH_VOLUME_USD,AGETH_DIVIDENDS_USD,AGETH_STOCK_SPLITS_USD
2024-08-16 00:00:00+00:00,2621.223876953125,2621.223876953125,2621.223876953125,2621.223876953125,2575,0.0,0.0
2024-08-17 00:00:00+00:00,2621.223876953125,2645.839111328125,2621.223876953125,2643.097412109375,412,0.0,0.0
2024-08-18 00:00:00+00:00,2643.097412109375,2716.54541015625,2643.097412109375,2716.54541015625,622,0.0,0.0
2024-08-19 00:00:00+00:00,2716.54541015625,2716.54541015625,2672.233642578125,2672.233642578125,131,0.0,0.0
2024-08-20 00:00:00+00:00,2672.233642578125,2717.531982421875,2625.456787109375,2625.456787109375,77808,0.0,0.0
2024-08-21 00:00:00+00:00,2625.456787109375,2681.79833984375,2625.456787109375,2681.79833984375,93926,0.0,0.0
2024-08-22 00:00:00+00:00,2681.79833984375,2691.284423828125,2650.398193359375,2675.712158203125,284417,0.0,0.0
2024-08-23 00:00:00+00:00,2674.209716796875,2738.139404296875,2674.209716796875,2723.953857421875,13881,0.0,0.0
2024-08-24 00:00:00+00:00,2723.953857421875,2853.790283203125,2723.953857421875,2851.316650390625,51648,0.0,0.0
2024-08-25 00:00:00+00:00,2851.316650390625,2851.316650390625,2808.846435546875,2838.07861328125,95342,0.0,0.0
2024-08-26 00:00:00+00:00,2838.07861328125,2838.07861328125,2744.535888671875,2744.535888671875,469452,0.0,0.0
2024-08-27 00:00:00+00:00,2744.535888671875,2750.4345703125,2540.088134765625,2540.088134765625,1512,0.0,0.0
2024-08-28 00:00:00+00:00,2540.088134765625,2604.75390625,2497.030517578125,2601.940673828125,82421,0.0,0.0
2024-08-29 00:00:00+00:00,2601.940673828125,2628.225341796875,2572.19580078125,2578.75927734375,469103,0.0,0.0
2024-08-30 00:00:00+00:00,2578.75927734375,2586.7763671875,2506.998046875,2567.073486328125,167521,0.0,0.0
2024-08-31 00:00:00+00:00,2567.073486328125,2577.114013671875,2551.326416015625,2551.326416015625,12581,0.0,0.0
2024-09-01 00:00:00+00:00,2551.326416015625,2561.39697265625,2480.94091796875,2480.94091796875,36126,0.0,0.0
2024-09-02 00:00:00+00:00,2480.94091796875,2577.585693359375,2480.94091796875,2558.9462890625,6859,0.0,0.0
2024-09-03 00:00:00+00:00,2558.9462890625,2593.642822265625,2070.827392578125,2490.587890625,31197101,0.0,0.0
2024-09-04 00:00:00+00:00,2490.587890625,2510.771484375,2368.103759765625,2508.416015625,3138674,0.0,0.0
2024-09-05 00:00:00+00:00,2501.02783203125,2501.02783203125,2415.0625,2418.656005859375,1626786,0.0,0.0
2024-09-06 00:00:00+00:00,2418.656005859375,2452.644775390625,2239.2685546875,2254.729248046875,306394,0.0,0.0
2024-09-07 00:00:00+00:00,2254.729248046875,2345.349853515625,2254.1220703125,2336.55810546875,30219,0.0,0.0
2024-09-08 00:00:00+00:00,2336.55810546875,2351.028076171875,2318.02734375,2318.26611328125,22142,0.0,0.0
2024-09-09 00:00:00+00:00,2344.493408203125,2390.431640625,2325.45703125,2388.505126953125,120847,0.0,0.0
2024-09-10 00:00:00+00:00,2388.505126953125,2406.3642578125,2376.769775390625,2376.875732421875,553510,0.0,0.0
2024-09-11 00:00:00+00:00,2445.24462890625,2445.24462890625,2363.477294921875,2386.35546875,23737,0.0,0.0
2024-09-12 00:00:00+00:00,2386.35546875,2410.431396484375,2386.027587890625,2389.49169921875,18296,0.0,0.0
2024-09-13 00:00:00+00:00,2389.49169921875,2412.580322265625,2389.49169921875,2412.580322265625,225920,0.0,0.0
2024-09-14 00:00:00+00:00,2494.234619140625,2494.234619140625,2467.15771484375,2467.15966796875,363247,0.0,0.0
2024-09-15 00:00:00+00:00,2467.15966796875,2475.526611328125,2460.505615234375,2460.505615234375,10252,0.0,0.0
2024-09-16 00:00:00+00:00,2460.55126953125,2460.662109375,2329.671875,2329.671875,23437,0.0,0.0
2024-09-17 00:00:00+00:00,2343.701171875,2368.037353515625,2343.060546875,2367.4404296875,12617,0.0,0.0
2024-09-18 00:00:00+00:00,2367.4404296875,2387.94775390625,2366.78564453125,2366.78564453125,39307,0.0,0.0
2024-09-19 00:00:00+00:00,2398.52734375,2505.430419921875,2381.61279296875,2504.74951171875,6211,0.0,0.0
2024-09-20 00:00:00+00:00,2504.74951171875,2593.36767578125,2497.9697265625,2588.830810546875,13157,0.0,0.0
