TIMESTAMP,STEEM_CLOSE_PRICE_USD,STEEM_OPEN_PRICE_USD,STEEM_HIGH_PRICE_USD,STEEM_LOW_PRICE_USD
2019-05-06,0.35044,0.34866,0.35601,0.34127
2019-05-07,0.33755,0.35044,0.35955,0.33607
2019-05-08,0.32496,0.33755,0.33755,0.32033
2019-05-09,0.30235,0.32496,0.32643,0.30232
2019-05-10,0.3118,0.30235,0.31799,0.29578
2019-05-11,0.3321,0.3118,0.34026,0.3034
2019-05-12,0.31295,0.32883,0.33488,0.30919
2019-05-13,0.32388,0.31295,0.33175,0.30974
2019-05-14,0.35288,0.32388,0.35571,0.32388
2019-05-15,0.39809,0.35288,0.39816,0.35156
2019-05-16,0.38619,0.39809,0.44586,0.35935
2019-05-17,0.35846,0.38619,0.39752,0.3313
2019-05-18,0.34503,0.35752,0.36985,0.34161
2019-05-19,0.36688,0.345,0.37183,0.34499
2019-05-20,0.35264,0.36688,0.36688,0.33989
2019-05-21,0.3902,0.35264,0.3903,0.35135
2019-05-22,0.36481,0.3902,0.40408,0.36079
2019-05-23,0.37417,0.36481,0.41245,0.36089
2019-05-24,0.38805,0.37417,0.39832,0.37397
2019-05-25,0.3923,0.38805,0.40152,0.38499
2019-05-26,0.39988,0.39227,0.40857,0.37967
2019-05-27,0.42576,0.39988,0.44061,0.39988
2019-05-28,0.42617,0.42576,0.44048,0.40808
2019-05-29,0.41873,0.42617,0.43323,0.40268
2019-05-30,0.38269,0.41873,0.43615,0.37324
2019-05-31,0.39824,0.38269,0.40415,0.36949
2019-06-01,0.39644,0.39824,0.41035,0.38847
2019-06-02,0.41016,0.39654,0.4142,0.39345
2019-06-03,0.37654,0.41016,0.41016,0.37654
2019-06-04,0.35016,0.37654,0.37654,0.33984
2019-06-05,0.35722,0.35016,0.36936,0.3454
2019-06-06,0.35579,0.35722,0.36019,0.33797
2019-06-07,0.37569,0.35579,0.38557,0.35129
2019-06-08,0.39227,0.37569,0.40568,0.36832
2019-06-09,0.37896,0.39234,0.4361,0.37001
2019-06-10,0.41339,0.37896,0.41371,0.37553
2019-06-11,0.42958,0.41339,0.44123,0.39722
2019-06-12,0.42812,0.42958,0.43417,0.41873
2019-06-13,0.41186,0.42812,0.42903,0.41029
2019-06-14,0.4021,0.41186,0.42646,0.39087
2019-06-15,0.40325,0.40225,0.40822,0.39674
2019-06-16,0.42174,0.4036,0.43315,0.39809
2019-06-17,0.41534,0.42174,0.42749,0.41377
2019-06-18,0.40906,0.41534,0.41872,0.40164
2019-06-19,0.41066,0.40906,0.41802,0.40655
2019-06-20,0.40032,0.41066,0.42346,0.39374
2019-06-21,0.38788,0.40032,0.40483,0.38316
2019-06-22,0.40602,0.38852,0.41407,0.38446
2019-06-23,0.41205,0.40602,0.42509,0.40208
2019-06-24,0.41373,0.41205,0.41757,0.39824
2019-06-25,0.41801,0.41373,0.42021,0.40137
2019-06-26,0.41145,0.41801,0.43886,0.39162
2019-06-27,0.35972,0.41145,0.41427,0.34359
2019-06-28,0.36872,0.35972,0.37563,0.35306
2019-06-29,0.38238,0.36807,0.38793,0.35173
2019-06-30,0.35017,0.3822,0.38438,0.34787
2019-07-01,0.34955,0.35017,0.36768,0.33541
2019-07-02,0.34161,0.34955,0.3507,0.32613
2019-07-03,0.35467,0.34161,0.35863,0.33824
2019-07-04,0.33729,0.35467,0.35892,0.33428
2019-07-05,0.33466,0.33729,0.34492,0.331
2019-07-06,0.34376,0.3354,0.35293,0.3354
2019-07-07,0.35301,0.34388,0.35634,0.34064
2019-07-08,0.34447,0.35301,0.35815,0.33865
2019-07-09,0.34123,0.34447,0.3543,0.33521
2019-07-10,0.30832,0.34123,0.34498,0.30481
2019-07-11,0.27438,0.30832,0.30892,0.2707
2019-07-12,0.28834,0.27438,0.29102,0.27214
2019-07-13,0.27788,0.28802,0.29077,0.27257
2019-07-14,0.26824,0.27766,0.29192,0.26408
2019-07-15,0.25684,0.26824,0.26824,0.24344
2019-07-16,0.21741,0.25684,0.26996,0.21492
2019-07-17,0.22752,0.21741,0.23995,0.20954
2019-07-18,0.24365,0.22752,0.2476,0.22284
2019-07-19,0.24569,0.24365,0.24619,0.23225
2019-07-20,0.24762,0.24417,0.25632,0.24218
2019-07-21,0.24619,0.24812,0.25254,0.2405
2019-07-22,0.25486,0.24619,0.25995,0.24506
2019-07-23,0.24138,0.25486,0.26564,0.23739
2019-07-24,0.24702,0.24138,0.24817,0.22519
2019-07-25,0.24254,0.24702,0.25366,0.24198
2019-07-26,0.24297,0.24254,0.24811,0.23535
2019-07-27,0.23423,0.24297,0.25076,0.23104
2019-07-28,0.2331,0.23421,0.24326,0.22426
2019-07-29,0.23411,0.2331,0.23776,0.22486
2019-07-30,0.23429,0.23411,0.23772,0.22825
2019-07-31,0.2412,0.23429,0.24554,0.2323
2019-08-01,0.23299,0.2412,0.24195,0.23056
2019-08-02,0.23144,0.23299,0.23641,0.2274
2019-08-03,0.2254,0.2314,0.23351,0.22494
2019-08-04,0.22118,0.22545,0.22687,0.21947
2019-08-05,0.22176,0.22118,0.22715,0.21971
2019-08-06,0.20732,0.22176,0.22376,0.2062
2019-08-07,0.20333,0.20732,0.22115,0.20151
2019-08-08,0.20247,0.20333,0.20493,0.19831
2019-08-09,0.18766,0.20247,0.2031,0.18727
2019-08-10,0.18845,0.18766,0.19224,0.18019
2019-08-11,0.19629,0.18836,0.19714,0.18792
2019-08-12,0.19386,0.19629,0.20531,0.1937
2019-08-13,0.19013,0.19386,0.19574,0.18348
2019-08-14,0.17369,0.19013,0.2136,0.17271
2019-08-15,0.17625,0.17369,0.17778,0.16342
2019-08-16,0.16848,0.17625,0.17785,0.16521
2019-08-17,0.17073,0.16858,0.17317,0.16766
2019-08-18,0.17313,0.17073,0.17504,0.1681
2019-08-19,0.17854,0.17313,0.17937,0.17221
2019-08-20,0.17288,0.17854,0.18169,0.17115
2019-08-21,0.16609,0.17288,0.17368,0.16038
2019-08-22,0.1734,0.16609,0.17653,0.16013
2019-08-23,0.18042,0.1734,0.18393,0.17167
2019-08-24,0.18942,0.18042,0.19197,0.17923
2019-08-25,0.18677,0.18942,0.20332,0.18246
2019-08-26,0.18386,0.18677,0.19052,0.17957
2019-08-27,0.18101,0.18386,0.18418,0.17385
2019-08-28,0.16412,0.18101,0.1821,0.1612
2019-08-29,0.16139,0.16412,0.16638,0.15666
2019-08-30,0.16288,0.16139,0.16494,0.15908
2019-08-31,0.16716,0.16268,0.17103,0.16267
2019-09-01,0.16753,0.16715,0.17046,0.16286
2019-09-02,0.16758,0.16753,0.16963,0.16268
2019-09-03,0.16803,0.16758,0.17109,0.1637
2019-09-04,0.16635,0.16803,0.16985,0.16369
2019-09-05,0.17614,0.16635,0.19477,0.16635
2019-09-06,0.16901,0.17614,0.17614,0.16689
2019-09-07,0.16993,0.16859,0.17279,0.16357
2019-09-08,0.16832,0.16997,0.17273,0.16712
2019-09-09,0.16617,0.16832,0.16868,0.16136
2019-09-10,0.16373,0.16617,0.16874,0.16136
2019-09-11,0.16026,0.16373,0.16486,0.15767
2019-09-12,0.15709,0.16026,0.16139,0.15293
2019-09-13,0.1588,0.15709,0.16034,0.15404
2019-09-14,0.16182,0.15898,0.16279,0.15634
2019-09-15,0.15925,0.16182,0.16299,0.15864
2019-09-16,0.1575,0.15925,0.16012,0.15352
2019-09-17,0.15934,0.1575,0.16059,0.15344
2019-09-18,0.16886,0.15934,0.16987,0.15934
2019-09-19,0.16728,0.16886,0.185,0.16171
2019-09-20,0.16546,0.16742,0.16772,0.16374
2019-09-21,0.16725,0.16546,0.16889,0.16485
2019-09-22,0.16569,0.16725,0.16833,0.16245
2019-09-23,0.15679,0.16569,0.16616,0.15643
2019-09-24,0.12784,0.15679,0.16011,0.12592
2019-09-25,0.13464,0.12784,0.14036,0.1266
2019-09-26,0.13006,0.13464,0.13713,0.12234
2019-09-27,0.1347,0.13006,0.1355,0.12829
2019-09-28,0.13535,0.13495,0.13673,0.13161
2019-09-29,0.12976,0.1352,0.13557,0.12588
2019-09-30,0.13274,0.12976,0.13411,0.12551
2019-10-01,0.1348,0.13274,0.13824,0.13191
2019-10-02,0.13957,0.1348,0.13983,0.13348
2019-10-03,0.14046,0.13957,0.14388,0.13798
2019-10-04,0.1459,0.14046,0.14935,0.13687
2019-10-05,0.14431,0.14587,0.14655,0.13892
2019-10-06,0.13986,0.14436,0.14779,0.13747
2019-10-07,0.14463,0.13986,0.1473,0.13828
2019-10-08,0.14943,0.14463,0.1527,0.1432
2019-10-09,0.14628,0.14943,0.15187,0.14252
2019-10-10,0.14094,0.14628,0.14949,0.14017
2019-10-11,0.13587,0.14094,0.14218,0.13473
2019-10-12,0.13681,0.13598,0.13949,0.13575
2019-10-13,0.13772,0.13683,0.14042,0.13538
2019-10-14,0.13831,0.13772,0.13903,0.13612
2019-10-15,0.13363,0.13831,0.1393,0.13119
2019-10-16,0.13988,0.13363,0.14114,0.13154
2019-10-17,0.14808,0.13988,0.14808,0.13892
2019-10-18,0.14085,0.14808,0.15428,0.13757
2019-10-19,0.14323,0.14081,0.16234,0.13843
2019-10-20,0.14154,0.14323,0.1487,0.1386
2019-10-21,0.13892,0.14154,0.1422,0.13715
2019-10-22,0.13554,0.13892,0.13995,0.13536
2019-10-23,0.12593,0.13554,0.13608,0.12275
2019-10-24,0.12553,0.12593,0.12662,0.1228
2019-10-25,0.13472,0.12553,0.13727,0.12416
2019-10-26,0.13252,0.13448,0.14852,0.12909
2019-10-27,0.14014,0.13252,0.14248,0.13169
2019-10-28,0.14536,0.14014,0.14905,0.13777
2019-10-29,0.14491,0.14536,0.14958,0.14194
2019-10-30,0.14126,0.14491,0.1464,0.13657
2019-10-31,0.14954,0.14126,0.16159,0.13808
2019-11-01,0.15049,0.14954,0.15645,0.1475
2019-11-02,0.15406,0.15056,0.16264,0.15056
2019-11-03,0.15199,0.15392,0.15499,0.14917
2019-11-04,0.15085,0.15199,0.1524,0.1472
2019-11-05,0.14969,0.15085,0.15235,0.14592
2019-11-06,0.14682,0.14969,0.15133,0.1461
2019-11-07,0.14316,0.14682,0.14953,0.14058
2019-11-08,0.14276,0.14316,0.14577,0.13619
2019-11-09,0.14161,0.14254,0.14437,0.14002
2019-11-10,0.14322,0.14161,0.14487,0.14012
2019-11-11,0.13954,0.14322,0.14339,0.13613
2019-11-12,0.14084,0.13954,0.14358,0.13705
2019-11-13,0.14128,0.14084,0.14251,0.13929
2019-11-14,0.14657,0.14128,0.14973,0.13623
2019-11-15,0.14419,0.14657,0.15271,0.14105
2019-11-16,0.14701,0.14419,0.14829,0.14419
2019-11-17,0.15016,0.14701,0.1546,0.14511
2019-11-18,0.13993,0.15016,0.15016,0.13767
2019-11-19,0.13439,0.13993,0.14276,0.13031
2019-11-20,0.13544,0.13439,0.13695,0.13206
2019-11-21,0.12536,0.13544,0.13957,0.12288
2019-11-22,0.11474,0.12536,0.12698,0.10483
2019-11-23,0.12135,0.11459,0.12402,0.11004
2019-11-24,0.11025,0.12135,0.12154,0.11025
2019-11-25,0.11701,0.11025,0.1239,0.09869
2019-11-26,0.12108,0.11701,0.12278,0.11426
2019-11-27,0.12969,0.12108,0.15641,0.12048
2019-11-28,0.13023,0.12969,0.13653,0.12734
2019-11-29,0.12723,0.13023,0.13192,0.1257
2019-11-30,0.12306,0.12723,0.12933,0.12209
2019-12-01,0.11866,0.12311,0.12311,0.11512
2019-12-02,0.12012,0.11866,0.12109,0.11515
2019-12-03,0.11711,0.12012,0.12246,0.11556
2019-12-04,0.1167,0.11711,0.12641,0.11425
2019-12-05,0.1174,0.1167,0.12266,0.11516
2019-12-06,0.12136,0.1174,0.12187,0.11664
2019-12-07,0.11981,0.12131,0.12186,0.11946
2019-12-08,0.12313,0.11979,0.12485,0.11804
2019-12-09,0.12882,0.12313,0.12994,0.12148
2019-12-10,0.13257,0.12882,0.14183,0.12814
2019-12-11,0.13388,0.13257,0.13669,0.12699
2019-12-12,0.13743,0.13388,0.1476,0.13144
2019-12-13,0.13155,0.13743,0.13805,0.13075
2019-12-14,0.1313,0.13155,0.1344,0.12842
2019-12-15,0.13239,0.1313,0.13741,0.12176
2019-12-16,0.12255,0.13239,0.13775,0.12247
2019-12-17,0.11758,0.12255,0.12362,0.117
2019-12-18,0.13047,0.11758,0.13285,0.11592
2019-12-19,0.14332,0.13047,0.14454,0.12941
2019-12-20,0.14604,0.14332,0.14877,0.13735
2019-12-21,0.14473,0.14622,0.14888,0.13736
2019-12-22,0.14294,0.14463,0.14645,0.13789
2019-12-23,0.13549,0.14294,0.1441,0.13456
2019-12-24,0.13124,0.13549,0.13683,0.12969
2019-12-25,0.12424,0.13124,0.13182,0.12267
2019-12-26,0.12682,0.12424,0.12719,0.12164
2019-12-27,0.12488,0.12682,0.13228,0.11929
2019-12-28,0.12606,0.12488,0.12812,0.12422
2019-12-29,0.13072,0.12606,0.13537,0.12545
2019-12-30,0.13091,0.13072,0.13478,0.12899
2019-12-31,0.12567,0.13091,0.13137,0.12512
2020-01-01,0.12295,0.12567,0.12643,0.12237
2020-01-02,0.12065,0.12295,0.12322,0.11907
2020-01-03,0.12516,0.12065,0.12683,0.11894
2020-01-04,0.12667,0.12533,0.12683,0.12229
2020-01-05,0.12322,0.12667,0.12726,0.12256
2020-01-06,0.1256,0.12322,0.12593,0.12302
2020-01-07,0.12397,0.1256,0.1286,0.12189
2020-01-08,0.12347,0.12397,0.13145,0.12208
2020-01-09,0.11949,0.12347,0.12474,0.11877
2020-01-10,0.12571,0.11949,0.12772,0.11905
2020-01-11,0.13007,0.12571,0.14979,0.12258
2020-01-12,0.13171,0.13012,0.13425,0.12912
2020-01-13,0.13003,0.13171,0.13521,0.1287
2020-01-14,0.13993,0.13003,0.14283,0.13003
2020-01-15,0.14324,0.13993,0.15606,0.13832
2020-01-16,0.14201,0.14324,0.14686,0.13822
2020-01-17,0.1483,0.14201,0.15029,0.14128
2020-01-18,0.17872,0.14831,0.22917,0.14773
2020-01-19,0.16877,0.17872,0.20877,0.1661
2020-01-20,0.17851,0.16877,0.18284,0.1581
2020-01-21,0.17181,0.17851,0.19367,0.16988
2020-01-22,0.17053,0.17181,0.17541,0.16944
2020-01-23,0.15555,0.17053,0.17347,0.15061
2020-01-24,0.15758,0.15555,0.1601,0.15035
2020-01-25,0.1527,0.15755,0.15785,0.1526
2020-01-26,0.15692,0.15253,0.15919,0.15161
2020-01-27,0.16493,0.15692,0.16614,0.15692
2020-01-28,0.16588,0.16493,0.17678,0.16307
2020-01-29,0.16168,0.16588,0.16799,0.16159
2020-01-30,0.16541,0.16168,0.16684,0.15923
2020-01-31,0.16455,0.16541,0.16712,0.16116
2020-02-01,0.17863,0.16455,0.181,0.16407
2020-02-02,0.18863,0.17858,0.18945,0.17503
2020-02-03,0.18057,0.18863,0.18906,0.17734
2020-02-04,0.1897,0.18057,0.20853,0.18057
2020-02-05,0.19411,0.1897,0.19838,0.18474
2020-02-06,0.20999,0.19411,0.22088,0.1906
2020-02-07,0.20976,0.20999,0.21186,0.20229
2020-02-08,0.19968,0.20966,0.21048,0.19701
2020-02-09,0.20403,0.19968,0.20416,0.19769
2020-02-10,0.20937,0.20403,0.21133,0.19401
2020-02-11,0.23164,0.20937,0.23187,0.20098
2020-02-12,0.22832,0.23164,0.24312,0.22342
2020-02-13,0.24903,0.22832,0.25775,0.22015
2020-02-14,0.27869,0.24903,0.30754,0.24257
2020-02-15,0.24886,0.27839,0.29084,0.2436
2020-02-16,0.23291,0.24884,0.25409,0.20431
2020-02-17,0.2189,0.23291,0.23291,0.19761
2020-02-18,0.25229,0.2189,0.25991,0.21512
2020-02-19,0.21931,0.25229,0.25314,0.21263
2020-02-20,0.21036,0.21931,0.22344,0.20441
2020-02-21,0.21848,0.21036,0.22477,0.21031
2020-02-22,0.21312,0.21842,0.22029,0.20902
2020-02-23,0.22673,0.21312,0.2288,0.21304
2020-02-24,0.20722,0.22673,0.22711,0.20412
2020-02-25,0.18818,0.20722,0.20804,0.18664
2020-02-26,0.16412,0.18818,0.18877,0.1543
2020-02-27,0.17245,0.16412,0.17917,0.15186
2020-02-28,0.17048,0.17245,0.17899,0.15944
2020-02-29,0.18248,0.17048,0.21891,0.16891
2020-03-01,0.17656,0.18225,0.18963,0.17604
2020-03-02,0.17689,0.17656,0.18126,0.17366
2020-03-03,0.18121,0.17689,0.1931,0.17556
2020-03-04,0.18689,0.18121,0.19189,0.1797
2020-03-05,0.19591,0.18689,0.20333,0.18689
2020-03-06,0.22451,0.19591,0.22462,0.19518
2020-03-07,0.21829,0.22432,0.22747,0.20685
2020-03-08,0.19363,0.21867,0.21867,0.18692
2020-03-09,0.20767,0.19363,0.21193,0.17004
2020-03-10,0.21916,0.20767,0.22311,0.20692
2020-03-11,0.22325,0.21916,0.23031,0.21122
2020-03-12,0.11119,0.22325,0.225,0.10396
2020-03-13,0.13786,0.11119,0.1408,0.08551
2020-03-14,0.12738,0.13802,0.13989,0.12315
2020-03-15,0.13926,0.12782,0.15668,0.12657
2020-03-16,0.12132,0.13926,0.14233,0.10772
2020-03-17,0.13006,0.12132,0.13782,0.12132
2020-03-18,0.22471,0.13006,0.23018,0.12453
2020-03-19,0.29995,0.22471,0.42428,0.22471
2020-03-20,0.19034,0.29995,0.3195,0.16367
2020-03-21,0.17854,0.18935,0.20153,0.16742
2020-03-22,0.15191,0.17854,0.18523,0.15091
2020-03-23,0.1609,0.15191,0.17387,0.14885
2020-03-24,0.17688,0.1609,0.1898,0.15905
2020-03-25,0.16762,0.17688,0.17845,0.16061
2020-03-26,0.17028,0.16762,0.18764,0.16514
2020-03-27,0.15367,0.17028,0.17258,0.15367
2020-03-28,0.14954,0.15394,0.15394,0.14328
2020-03-29,0.13372,0.14937,0.15003,0.1334
2020-03-30,0.14017,0.13372,0.14714,0.13329
2020-03-31,0.14633,0.14017,0.15059,0.13954
2020-04-01,0.14401,0.14633,0.14659,0.13648
2020-04-02,0.14601,0.14401,0.15008,0.14036
2020-04-03,0.18899,0.14601,0.19728,0.14247
2020-04-04,0.18068,0.1884,0.20045,0.17876
2020-04-05,0.1714,0.18079,0.18166,0.17015
2020-04-06,0.1794,0.1714,0.17962,0.17105
2020-04-07,0.17338,0.1794,0.18007,0.17046
2020-04-08,0.17538,0.17338,0.17775,0.16917
2020-04-09,0.17014,0.17538,0.17589,0.16937
2020-04-10,0.1533,0.17014,0.17059,0.14831
2020-04-11,0.15239,0.1533,0.15937,0.149
2020-04-12,0.15124,0.15245,0.15834,0.14956
2020-04-13,0.15125,0.15124,0.15164,0.14529
2020-04-14,0.15129,0.15125,0.15454,0.14902
2020-04-15,0.14718,0.15129,0.15276,0.14694
2020-04-16,0.15137,0.14718,0.15448,0.14236
2020-04-17,0.15173,0.15137,0.15584,0.1493
2020-04-18,0.15482,0.15157,0.15669,0.15157
2020-04-19,0.15136,0.15482,0.15553,0.14916
2020-04-20,0.14923,0.15136,0.16772,0.14504
2020-04-21,0.14699,0.14923,0.15222,0.14642
2020-04-22,0.15142,0.14699,0.15261,0.14657
2020-04-23,0.15388,0.15142,0.16189,0.14875
2020-04-24,0.16555,0.15388,0.17103,0.15388
2020-04-25,0.16138,0.16555,0.16948,0.1599
2020-04-26,0.1839,0.16138,0.19435,0.16067
2020-04-27,0.20921,0.1839,0.25159,0.18034
2020-04-28,0.19385,0.20921,0.2352,0.18878
2020-04-29,0.19646,0.19385,0.20766,0.18859
2020-04-30,0.18425,0.19646,0.20349,0.18002
2020-05-01,0.18646,0.18425,0.23242,0.18401
2020-05-02,0.18578,0.18648,0.18865,0.18359
2020-05-03,0.18823,0.18578,0.19344,0.17536
2020-05-04,0.18464,0.18823,0.19213,0.17542
2020-05-05,0.18231,0.18464,0.18567,0.17991
2020-05-06,0.17657,0.18231,0.18336,0.17518
2020-05-07,0.18029,0.17657,0.18064,0.17458
2020-05-08,0.18118,0.18029,0.18397,0.1764
2020-05-09,0.18648,0.18103,0.19913,0.17994
2020-05-10,0.16514,0.18676,0.18731,0.15736
2020-05-11,0.16407,0.16514,0.1736,0.15553
2020-05-12,0.16902,0.16407,0.16902,0.15972
2020-05-13,0.16907,0.16902,0.17045,0.166
2020-05-14,0.17276,0.16907,0.17636,0.16783
2020-05-15,0.17449,0.17276,0.18105,0.16975
2020-05-16,0.17501,0.17451,0.17948,0.17288
2020-05-17,0.17682,0.17501,0.18068,0.17449
2020-05-18,0.18607,0.17682,0.18803,0.17658
2020-05-19,0.22181,0.18607,0.22816,0.18079
2020-05-20,0.2324,0.22181,0.30396,0.21775
2020-05-21,0.19492,0.2324,0.23975,0.19244
2020-05-22,0.20804,0.19492,0.21631,0.1923
2020-05-23,0.21267,0.20905,0.24362,0.20847
2020-05-24,0.19876,0.21267,0.21975,0.19728
2020-05-25,0.20767,0.19876,0.21287,0.19737
2020-05-26,0.20706,0.20767,0.21212,0.20289
2020-05-27,0.20756,0.20706,0.21819,0.2038
2020-05-28,0.21244,0.20756,0.21592,0.20532
2020-05-29,0.20846,0.21244,0.21362,0.20581
2020-05-30,0.22147,0.20852,0.22336,0.2067
2020-05-31,0.21554,0.22147,0.22329,0.21269
2020-06-01,0.213,0.21554,0.22513,0.20847
2020-06-02,0.20636,0.213,0.21746,0.19801
2020-06-03,0.20681,0.20636,0.20745,0.20245
2020-06-04,0.20771,0.20681,0.21061,0.20421
2020-06-05,0.20751,0.20771,0.21108,0.20603
2020-06-06,0.21481,0.20736,0.21622,0.20601
2020-06-07,0.23571,0.21479,0.23765,0.21411
2020-06-08,0.22634,0.23571,0.23596,0.22154
2020-06-09,0.23082,0.22634,0.2338,0.22226
2020-06-10,0.22343,0.23082,0.2313,0.2175
2020-06-11,0.18995,0.22343,0.22505,0.18969
2020-06-12,0.20409,0.18995,0.20572,0.18981
2020-06-13,0.20511,0.20409,0.20735,0.20157
2020-06-14,0.20369,0.20518,0.21068,0.20267
2020-06-15,0.20095,0.20369,0.20551,0.18957
2020-06-16,0.20911,0.20095,0.20926,0.19805
2020-06-17,0.21537,0.20911,0.22054,0.20614
2020-06-18,0.21865,0.21537,0.22634,0.21441
2020-06-19,0.2094,0.21865,0.21885,0.20689
2020-06-20,0.20902,0.20938,0.21337,0.20755
2020-06-21,0.20399,0.20906,0.21084,0.20383
2020-06-22,0.21085,0.20399,0.21127,0.20399
2020-06-23,0.21082,0.21085,0.21351,0.20657
2020-06-24,0.2047,0.21082,0.21613,0.20049
2020-06-25,0.20104,0.2047,0.20491,0.19496
2020-06-26,0.20289,0.20104,0.20775,0.19586
2020-06-27,0.19869,0.20289,0.21196,0.19607
2020-06-28,0.2004,0.19869,0.2025,0.19283
2020-06-29,0.19976,0.2004,0.2031,0.19591
2020-06-30,0.202,0.19976,0.2035,0.19806
2020-07-01,0.20751,0.202,0.20961,0.19925
2020-07-02,0.20077,0.20751,0.20772,0.19837
2020-07-03,0.19949,0.20077,0.20484,0.19914
2020-07-04,0.20085,0.19949,0.20184,0.199
2020-07-05,0.19882,0.20102,0.20143,0.19498
2020-07-06,0.20356,0.19882,0.20476,0.19825
2020-07-07,0.20573,0.20356,0.20808,0.20146
2020-07-08,0.2169,0.20573,0.2169,0.20522
2020-07-09,0.21384,0.2169,0.22537,0.20724
2020-07-10,0.21309,0.21384,0.21421,0.20769
2020-07-11,0.21217,0.21311,0.21835,0.21158
2020-07-12,0.21012,0.21212,0.2144,0.20799
2020-07-13,0.2095,0.21012,0.21627,0.20916
2020-07-14,0.20866,0.2095,0.21021,0.20294
2020-07-15,0.20511,0.20866,0.20984,0.20353
2020-07-16,0.20357,0.20511,0.20574,0.1966
2020-07-17,0.20428,0.20357,0.20653,0.19973
2020-07-18,0.20605,0.20426,0.20874,0.20171
2020-07-19,0.20842,0.20605,0.20921,0.20535
2020-07-20,0.20659,0.20842,0.21158,0.20559
2020-07-21,0.2201,0.20659,0.22588,0.20655
2020-07-22,0.22006,0.21766,0.22801,0.21705
2020-07-23,0.21568,0.22006,0.22078,0.21198
2020-07-24,0.20984,0.21568,0.21568,0.20895
2020-07-25,0.21168,0.20976,0.21432,0.2088
2020-07-26,0.20811,0.21168,0.21328,0.20569
2020-07-27,0.20428,0.20811,0.20863,0.19925
2020-07-28,0.20836,0.20428,0.21116,0.20356
2020-07-29,0.21161,0.20836,0.21544,0.20718
2020-07-30,0.21448,0.21161,0.21568,0.20963
2020-07-31,0.21327,0.21448,0.21544,0.2086
2020-08-01,0.21702,0.21347,0.21714,0.2114
2020-08-02,0.20596,0.21702,0.22283,0.20141
2020-08-03,0.20893,0.20596,0.21256,0.2047
2020-08-04,0.20928,0.20893,0.2119,0.20511
2020-08-05,0.20888,0.20928,0.21101,0.20727
2020-08-06,0.21466,0.20888,0.21746,0.20756
2020-08-07,0.21035,0.21466,0.2178,0.20559
2020-08-08,0.2219,0.21035,0.22273,0.20992
2020-08-09,0.21843,0.2218,0.22193,0.21458
2020-08-10,0.23144,0.21843,0.23144,0.21486
2020-08-11,0.21964,0.23144,0.24157,0.21268
2020-08-12,0.21894,0.21964,0.22205,0.21151
2020-08-13,0.22803,0.21894,0.22917,0.2134
2020-08-14,0.22903,0.22803,0.23366,0.2254
2020-08-15,0.23894,0.22908,0.23909,0.22824
2020-08-16,0.24339,0.23866,0.24382,0.22887
2020-08-17,0.26059,0.24339,0.27298,0.24017
2020-08-18,0.24591,0.26059,0.27199,0.23872
2020-08-19,0.22981,0.24591,0.24647,0.22288
2020-08-20,0.24585,0.22981,0.24676,0.22737
2020-08-21,0.23853,0.24585,0.25891,0.23834
2020-08-22,0.24568,0.23872,0.2465,0.22756
2020-08-23,0.23941,0.24568,0.24577,0.23635
2020-08-24,0.25721,0.23941,0.2575,0.23811
2020-08-25,0.23833,0.25721,0.26942,0.22947
2020-08-26,0.24027,0.23833,0.24143,0.23214
2020-08-27,0.22417,0.24027,0.24194,0.22037
2020-08-28,0.2322,0.22417,0.23405,0.2211
2020-08-29,0.2372,0.23198,0.23932,0.22831
2020-08-30,0.23607,0.23735,0.23791,0.23369
2020-08-31,0.2285,0.23607,0.23648,0.22806
2020-09-01,0.23119,0.2285,0.23323,0.22605
2020-09-02,0.21537,0.23119,0.23124,0.21057
2020-09-03,0.17637,0.21537,0.21612,0.17637
2020-09-04,0.18674,0.17637,0.19351,0.1762
2020-09-05,0.16848,0.18649,0.19172,0.15799
2020-09-06,0.17563,0.17002,0.17703,0.16273
2020-09-07,0.17371,0.17563,0.17798,0.16324
2020-09-08,0.16937,0.17371,0.17557,0.16587
2020-09-09,0.17396,0.16937,0.17838,0.16712
2020-09-10,0.18847,0.17396,0.18966,0.17385
2020-09-11,0.19025,0.18847,0.19062,0.17896
2020-09-12,0.19143,0.19025,0.19314,0.18626
2020-09-13,0.18196,0.19143,0.19403,0.17826
2020-09-14,0.18257,0.18196,0.18598,0.17979
2020-09-15,0.17153,0.18257,0.18411,0.17028
2020-09-16,0.1717,0.17153,0.17268,0.16633
2020-09-17,0.17275,0.1717,0.17509,0.16945
2020-09-18,0.17257,0.17275,0.17824,0.17051
2020-09-19,0.17262,0.17297,0.17506,0.17164
2020-09-20,0.1719,0.17268,0.17268,0.16799
2020-09-21,0.15963,0.1719,0.17401,0.15383
2020-09-22,0.16401,0.15963,0.16632,0.15659
2020-09-23,0.15101,0.16401,0.16458,0.15101
2020-09-24,0.15823,0.15101,0.1584,0.14898
2020-09-25,0.16101,0.15823,0.16229,0.15321
2020-09-26,0.16602,0.1611,0.16906,0.1611
2020-09-27,0.17167,0.16593,0.17167,0.16209
2020-09-28,0.16658,0.17167,0.17305,0.16606
2020-09-29,0.16616,0.16658,0.16803,0.16469
2020-09-30,0.16525,0.16616,0.16647,0.16255
2020-10-01,0.16105,0.16525,0.16647,0.15676
2020-10-02,0.15438,0.16105,0.16224,0.15063
