,K,Alpha,Tau,MSE
0,14,1500,0.3,0.007476116656385689
1,6,250,0.3,0.007476162223953511
2,15,1500,0.3,0.007476278196941859
3,6,250,0.25,0.0074762821487649785
4,14,1250,0.3,0.007476308740291752
5,15,1250,0.3,0.0074763140336589875
6,15,1250,0.25,0.007476415016043691
7,14,1250,0.25,0.0074764726051404
8,14,1000,0.3,0.007476521057785299
9,15,1000,0.3,0.007476538678025574
10,14,1000,0.25,0.0074767595393592495
11,15,1000,0.25,0.00747678281059024
12,6,250,0.2,0.007476981101470525
13,7,250,0.3,0.007477102360271521
14,11,750,0.3,0.00747711481096017
15,15,1000,0.2,0.007477172415890977
16,14,1000,0.2,0.007477172890334762
17,13,750,0.3,0.007477436318453358
18,11,750,0.25,0.007477475071165173
19,15,750,0.3,0.00747754350162435
20,7,250,0.25,0.007477567825940916
21,14,750,0.3,0.007477579838907182
22,13,1000,0.2,0.007477728792319004
23,13,1000,0.3,0.0074777919916649525
24,14,1000,0.15,0.007477824263390163
25,15,1250,0.2,0.007477867409727118
26,13,750,0.25,0.007477926805935643
27,15,750,0.25,0.007478073353143256
28,14,750,0.25,0.007478106997066074
29,15,1000,0.15,0.0074783320917664745
30,7,250,0.2,0.00747838163485918
31,13,750,0.2,0.007478864238713487
32,15,750,0.2,0.007478968956439879
33,14,750,0.2,0.00747899935774139
34,15,750,0.15,0.007480716570204928
35,14,750,0.15,0.0074807675665297165
36,13,1250,0.3,0.007480829788811358
37,14,1250,0.2,0.007481379355689413
38,7,250,0.15,0.007482449133198873
39,9,250,0.3,0.007487768488006019
40,10,250,0.3,0.007488973664545725
41,14,750,0.1,0.007489123614253863
42,13,1000,0.15,0.007490692053452601
43,11,250,0.3,0.007492612357860902
44,15,750,0.1,0.007492639280283967
45,9,250,0.25,0.007493225488128865
46,12,250,0.3,0.007494252931101704
47,10,250,0.25,0.007494586991722236
48,11,500,0.3,0.007497043031563922
49,8,250,0.3,0.007497156940633566
50,11,500,0.15,0.007498407385723969
51,11,250,0.25,0.007500028865226225
52,11,500,0.25,0.007500384549324133
53,12,750,0.25,0.007501448542343605
54,12,250,0.25,0.007502499327963302
55,11,500,0.2,0.007502595654394919
56,10,250,0.2,0.007504929989310864
57,8,250,0.25,0.007505363277152854
58,9,250,0.2,0.007505936530043757
59,11,500,0.1,0.007509454957255989
60,11,250,0.2,0.0075137852024911725
61,12,1000,0.3,0.007513831786372919
62,14,1500,0.25,0.007517498249070983
63,12,250,0.2,0.0075178606049154184
64,12,750,0.2,0.007518561496069808
65,8,250,0.2,0.00751996290358866
66,14,750,0.05,0.007524602895498077
67,12,750,0.3,0.007526194420057884
68,10,250,0.15,0.007527589420935552
69,10,500,0.3,0.00753021798345661
70,14,500,0.3,0.007532284008017698
71,11,250,0.15,0.007543915210321806
72,6,250,0.15,0.007546065322234556
73,14,500,0.25,0.007550258219837507
74,8,250,0.15,0.0075506440891152425
75,12,250,0.15,0.007551667382116389
76,13,500,0.3,0.007566405529079148
77,15,750,0.05,0.0075764066285010385
78,9,250,0.15,0.0075773885303207006
79,14,500,0.2,0.007580187282697166
80,13,250,0.3,0.007583400428291612
81,15,500,0.25,0.007591480693449383
82,13,500,0.25,0.007593157610987425
83,15,500,0.3,0.007599861501351492
84,15,500,0.2,0.007601161754533855
85,13,750,0.1,0.007613397208366324
86,10,250,0.1,0.007616948276469109
87,10,500,0.25,0.0076169902677209415
88,14,250,0.3,0.007628437566343676
89,11,250,0.1,0.007632101164936127
90,13,250,0.25,0.007635512554525776
91,13,500,0.2,0.007636375046463038
92,14,500,0.15,0.007639850733108495
93,15,500,0.15,0.007647651579801995
94,8,250,0.1,0.007650426845005625
95,12,250,0.1,0.007651216967977569
96,13,1250,0.25,0.007676166972676723
97,14,250,0.25,0.0077058926000723145
98,13,500,0.15,0.007718366292927245
99,13,250,0.2,0.007736061865273522
100,14,500,0.1,0.007827772111123777
101,15,500,0.1,0.007835447532201242
102,15,250,0.3,0.007836710665966092
103,14,250,0.2,0.00785980351269397
104,13,750,0.15,0.007868968800174545
105,10,250,0.05,0.007909227229443514
106,13,500,0.1,0.007949963943296253
107,13,250,0.15,0.007968112108915598
108,15,250,0.25,0.008036911331254849
109,15,1500,0.25,0.008040518666762734
110,12,500,0.3,0.008048246404288304
111,11,250,0.05,0.008123354073341431
112,15,1000,0.1,0.008182390632394688
113,12,250,0.05,0.00820900707529278
114,14,250,0.15,0.008231437208107864
115,15,1250,0.15,0.008286481161998097
116,12,1000,0.25,0.00832149031522908
117,13,1000,0.25,0.008345076809518327
118,15,250,0.2,0.008457114083689182
119,12,750,0.15,0.008463405585236458
120,9,250,0.05,0.008466048846826063
121,14,1000,0.1,0.008582389019113004
122,11,750,0.2,0.008681733131270672
123,13,250,0.1,0.008700035451211596
124,9,250,0.1,0.00902235539692614
125,14,250,0.1,0.00948975666896387
126,15,250,0.15,0.009552818692266903
127,13,1000,0.1,0.009599572316026797
128,8,250,0.05,0.009625663590490684
129,14,1500,0.2,0.009791125676816552
130,14,500,0.05,0.009888405797802667
131,7,250,0.1,0.010196830250604447
132,15,500,0.05,0.010530247827157087
133,12,500,0.25,0.011116537359878975
134,15,1250,0.05,0.011171137993650852
135,13,500,0.05,0.0111800065396343
136,12,500,0.1,0.01153890165767608
137,10,500,0.2,0.012053759378758357
138,15,1000,0.05,0.012084768024208778
139,13,250,0.05,0.01286822380549673
140,15,1250,0.1,0.013122223971369926
141,15,250,0.1,0.013625707565336922
142,13,1250,0.2,0.014135743309205822
143,15,1500,0.15,0.01418329022990725
144,9,500,0.3,0.01465640162210919
145,14,1250,0.15,0.015034739727033106
146,14,250,0.05,0.01674319400518301
147,15,2000,0.2,0.01837104825245188
148,12,500,0.15,0.019142260868569825
149,12,500,0.05,0.019460029259875392
150,15,2250,0.3,0.020084725145596078
151,15,1750,0.15,0.020658005827408985
152,14,1750,0.3,0.020979269203087035
153,15,1750,0.3,0.024257303269167436
154,13,750,0.05,0.024746417489663414
155,13,1500,0.25,0.026470193237043412
156,15,250,0.05,0.029465035975096695
157,14,1250,0.05,0.029719917052688685
158,14,1250,0.1,0.030360520106924055
159,11,1000,0.3,0.031260895411570025
160,12,1000,0.2,0.03283774414430391
161,7,500,0.3,0.034666205561336545
162,15,2000,0.3,0.03470140953601445
163,11,500,0.05,0.0397074740130748
164,15,2250,0.25,0.041616934241981464
165,13,1500,0.3,0.04425994314812576
166,12,750,0.1,0.04479643742631727
167,15,2000,0.1,0.04796673914732801
168,9,500,0.25,0.050315265273478064
169,6,250,0.1,0.05199562705742895
170,13,1500,0.15,0.056448467504444926
171,14,1750,0.25,0.06072443442588238
172,13,1250,0.15,0.061502221574016344
173,15,2750,0.3,0.06155497188382422
174,12,1250,0.25,0.061989142227412024
175,10,750,0.3,0.06414850130444676
176,15,1750,0.2,0.06541690159237788
177,11,750,0.1,0.07200811220980517
178,12,500,0.2,0.07377204236107648
179,13,1000,0.05,0.07468685135747552
180,7,250,0.05,0.07636926482475168
181,15,1750,0.05,0.0797992057113902
182,12,1250,0.3,0.08194999434447953
183,7,500,0.2,0.08384785663062973
184,14,1000,0.05,0.08407499156743636
185,15,1500,0.1,0.0881902870393825
186,10,500,0.15,0.08842568439105505
187,14,2000,0.3,0.09168852624866372
188,9,500,0.15,0.0944543421490184
189,15,250,0.0,0.09504549672914508
190,10,750,0.25,0.09710941573803696
191,14,250,0.0,0.0986448250248693
192,9,750,0.15,0.10002346409493933
193,12,1250,0.15,0.10011180782780939
194,6,250,0.05,0.10049197688490372
195,15,1750,0.25,0.10074988971008189
196,14,1500,0.15,0.10136748571006364
197,15,1500,0.2,0.10633144266185618
198,13,250,0.0,0.10706809188237092
199,13,1500,0.2,0.10768121107063143
200,13,1250,0.1,0.10798976758220154
201,10,500,0.1,0.11622435858108858
202,11,1250,0.3,0.11699884439767338
203,8,500,0.3,0.11728863219860931
204,15,2000,0.25,0.11802304317699007
205,14,1500,0.05,0.11893094503970057
206,10,750,0.1,0.12206573872192089
207,12,1000,0.15,0.12238248344828752
208,14,2000,0.25,0.13626641466805678
209,12,1500,0.3,0.1399753943731003
210,15,2000,0.15,0.1402391642664496
211,9,500,0.2,0.14516311949481547
212,12,250,0.0,0.1515145418787736
213,14,1750,0.2,0.16020814063264435
214,15,2500,0.2,0.1610741564535518
215,15,3250,0.2,0.16269344367753666
216,8,750,0.3,0.16565506777184252
217,8,500,0.25,0.16594580079967872
218,12,1500,0.25,0.1669800766483678
219,15,1500,0.05,0.1740591618493816
220,15,2750,0.25,0.17499804532016688
221,15,2250,0.2,0.17606865400490293
222,11,250,0.0,0.17727881480056126
223,14,2000,0.2,0.18344346341703108
224,13,1750,0.3,0.1867479621191794
225,15,2750,0.15,0.19206949243441235
226,10,1000,0.2,0.19417610882972766
227,13,2000,0.3,0.19464580405641974
228,11,1000,0.25,0.1951952362886322
229,14,1500,0.1,0.19814761004720982
230,12,1250,0.1,0.2017231578934107
231,15,2250,0.05,0.204250459321539
232,14,2250,0.3,0.2181332736772629
233,12,1000,0.1,0.22299258061319172
234,9,1000,0.3,0.23085582809451288
235,15,1750,0.1,0.23603901416720116
236,15,500,0.0,0.2383620155290304
237,11,1250,0.25,0.23872039903500478
238,14,3000,0.3,0.24182530060689209
239,12,1250,0.2,0.2506574723329035
240,10,500,0.05,0.2513890857463795
241,14,3000,0.15,0.2517837925590366
242,15,2250,0.15,0.2528255928816866
243,14,500,0.0,0.26845076869062856
244,11,1250,0.1,0.2685061933515213
245,14,3250,0.2,0.2686558630952979
246,14,1750,0.15,0.2701318985560724
247,11,1500,0.15,0.27573324470867194
248,10,1000,0.25,0.2769606022516851
249,13,1750,0.25,0.28457043617100214
250,15,2500,0.3,0.2864986614667264
251,12,1000,0.05,0.294444600626602
252,10,250,0.0,0.29570295474956293
253,14,2500,0.3,0.3026363248128889
254,7,500,0.25,0.306583985173859
255,14,1750,0.1,0.3074323681205279
256,14,2750,0.15,0.3129980913608891
257,12,750,0.05,0.3133099685094493
258,10,1750,0.2,0.32232273335168665
259,9,750,0.3,0.3394087311404762
260,9,750,0.25,0.3408952206461433
261,15,3750,0.2,0.341236731197822
262,15,2000,0.05,0.3425391944472291
263,8,500,0.2,0.3427650700581524
264,15,3750,0.25,0.3520870345171413
265,9,500,0.1,0.35453657330749344
266,15,3500,0.2,0.3789225439113081
267,15,2750,0.1,0.37927988075751895
268,15,3250,0.3,0.38668336617705396
269,15,3500,0.3,0.38936669472827995
270,13,500,0.0,0.39214602731271886
271,11,1500,0.3,0.39842529269047744
272,14,3250,0.15,0.3987212731834976
273,15,5000,0.3,0.4035017023409471
274,10,750,0.2,0.4071000226876277
275,12,1500,0.2,0.40778740920140827
276,11,1250,0.2,0.41120487319483945
277,15,2250,0.1,0.41221515245183443
278,10,750,0.05,0.4143425536197766
279,14,2250,0.2,0.42032798728213155
280,9,750,0.2,0.4238581336387376
281,14,1750,0.05,0.426819091206572
282,14,2500,0.15,0.42744202880392307
283,7,750,0.3,0.4293884720446884
284,15,2500,0.25,0.43685885836509003
285,13,1500,0.05,0.4490500759459196
286,8,500,0.1,0.45408074206101806
287,11,1750,0.15,0.47079363827709964
288,10,1000,0.3,0.478622958365737
289,11,2000,0.2,0.48061850258055355
290,14,2500,0.25,0.4820159949856719
291,15,3000,0.2,0.4846489227679234
292,12,1750,0.3,0.487797061464362
293,13,2500,0.3,0.49217080511695205
