,K,Alpha,Tau,MSE
0,6,250,0.3,0.0074761273537096605
1,6,250,0.25,0.007476208210496714
2,15,1000,0.3,0.007476214009116847
3,14,1000,0.3,0.007476218954321126
4,14,1250,0.3,0.007476278538029434
5,13,1000,0.3,0.007476334145267023
6,15,1000,0.25,0.007476359512113827
7,14,1000,0.25,0.007476364286672004
8,13,1000,0.25,0.007476511679270198
9,15,1000,0.2,0.007476632358081172
10,14,1000,0.2,0.007476638963823476
11,13,750,0.3,0.007476732577426877
12,11,750,0.3,0.007476749914249386
13,14,750,0.3,0.007476769638195585
14,13,1000,0.2,0.007476827871962329
15,12,750,0.25,0.007476971920358708
16,7,250,0.3,0.007477001427462768
17,12,750,0.3,0.007477029321462745
18,13,750,0.25,0.007477056297994885
19,14,750,0.25,0.007477106896320559
20,6,250,0.2,0.007477134563338086
21,15,1000,0.15,0.0074771656909511305
22,14,1000,0.15,0.007477174883632386
23,7,250,0.25,0.007477423617756651
24,15,1250,0.3,0.0074775069945977254
25,12,750,0.2,0.007477529387866859
26,11,750,0.25,0.0074775298209304565
27,13,750,0.2,0.007477630030285346
28,15,750,0.3,0.007477696835435241
29,7,250,0.2,0.007478164616514311
30,15,750,0.25,0.007478331488096364
31,14,750,0.2,0.007478714262892755
32,13,750,0.15,0.007478810185158364
33,15,750,0.2,0.007479377532150025
34,7,250,0.15,0.007479667504515036
35,14,750,0.15,0.007480337914931411
36,12,1000,0.3,0.007480876842328287
37,13,750,0.1,0.0074810984583858035
38,9,250,0.3,0.0074867376575841384
39,11,500,0.3,0.007487821563611924
40,10,250,0.3,0.007488575566231088
41,11,500,0.15,0.00748953326401023
42,11,500,0.25,0.007489554411161798
43,11,500,0.2,0.007490384794287772
44,9,250,0.25,0.007491220315988906
45,11,250,0.3,0.007492372185341726
46,10,250,0.25,0.007494007336522008
47,12,250,0.3,0.0074941675920232684
48,8,250,0.3,0.007494766053753509
49,15,500,0.25,0.007496635132353498
50,14,750,0.1,0.007499055389988127
51,9,250,0.2,0.007499541858217283
52,11,250,0.25,0.007499703911932003
53,8,250,0.25,0.007502102146070205
54,12,250,0.25,0.007502413793628717
55,14,500,0.3,0.007503267048489022
56,10,250,0.2,0.007503975326763674
57,15,500,0.2,0.0075059965616132455
58,15,500,0.3,0.00750754465653841
59,14,500,0.25,0.007512081745255895
60,11,250,0.2,0.0075133298338952185
61,8,250,0.2,0.007515150747713578
62,12,250,0.2,0.00751781105865434
63,13,500,0.3,0.0075194575864561235
64,11,500,0.1,0.00752090440690766
65,9,250,0.15,0.007524685416746063
66,10,500,0.3,0.007524814685188366
67,15,500,0.15,0.00752508000960184
68,10,250,0.15,0.007525375123865184
69,14,500,0.2,0.007526623513326052
70,12,500,0.3,0.0075282181531677915
71,13,500,0.25,0.007532106297884027
72,12,500,0.25,0.007542225260281894
73,8,250,0.15,0.0075423520355494865
74,11,250,0.15,0.0075432514019215715
75,14,1250,0.25,0.007546535474209962
76,15,1250,0.25,0.007548076981569017
77,12,250,0.15,0.007551808936519726
78,13,500,0.2,0.007552311108388777
79,14,500,0.15,0.0075546885027771155
80,12,500,0.2,0.007564826472217682
81,15,500,0.1,0.00758167988090953
82,14,500,0.1,0.007582208348353968
83,10,500,0.25,0.007585482752208972
84,13,500,0.15,0.007589798953844406
85,10,250,0.1,0.0075971826664632145
86,15,1000,0.1,0.00760635516372938
87,12,500,0.15,0.007606814799915751
88,12,750,0.15,0.0076169657113171725
89,8,250,0.1,0.007617748743899788
90,13,250,0.3,0.007619989521295559
91,11,250,0.1,0.007631307315447801
92,15,1000,0.05,0.007643354863422779
93,13,500,0.1,0.007646633622400304
94,12,250,0.1,0.007652544489260119
95,13,250,0.25,0.007696629997429711
96,12,500,0.1,0.007719560725934353
97,14,250,0.3,0.007758701752277401
98,13,250,0.2,0.00785366728888845
99,14,250,0.25,0.007918026375708518
100,15,750,0.1,0.008006373234812512
101,14,1000,0.1,0.008022944043023165
102,11,250,0.05,0.008122535756880583
103,12,250,0.05,0.008224747192510424
104,15,250,0.3,0.008242540968157628
105,13,250,0.15,0.008254961835090436
106,15,500,0.05,0.008261125165921335
107,14,500,0.05,0.008284202288194804
108,14,250,0.2,0.008293467831324503
109,9,250,0.1,0.008302360488910346
110,11,750,0.2,0.008414520714337846
111,9,250,0.05,0.008453428821100586
112,13,750,0.05,0.008457752392381647
113,10,250,0.05,0.008569894957016206
114,13,500,0.05,0.008638928774263106
115,15,250,0.25,0.008747844544297109
116,12,500,0.05,0.008850636602981032
117,6,250,0.15,0.009190909970523369
118,14,250,0.15,0.00932017502668527
119,14,750,0.05,0.00940106041170042
120,7,250,0.1,0.009655814302226581
121,15,750,0.05,0.009680257539096324
122,13,250,0.1,0.009767883569133209
123,15,250,0.2,0.009905594638696592
124,8,250,0.05,0.010337027263327402
125,12,1000,0.25,0.011276452759963165
126,12,750,0.1,0.012951052008816768
127,14,250,0.1,0.013471801413387677
128,15,250,0.15,0.013737752084456208
129,15,1250,0.2,0.014913170466285045
130,14,1250,0.2,0.01519104894690345
131,13,1000,0.15,0.01798943765143189
132,15,250,0.1,0.018822821842663685
133,10,500,0.15,0.01972216390280191
134,9,500,0.2,0.020303350180491585
135,13,250,0.05,0.02044665053776154
136,12,1250,0.3,0.021703071795007932
137,10,500,0.2,0.024421595150740376
138,15,250,0.05,0.025795358338512236
139,7,250,0.05,0.026958406358610052
140,10,500,0.1,0.026963023739580778
141,15,1500,0.3,0.027072874133498938
142,9,500,0.3,0.030760857348807298
143,14,250,0.05,0.030947957494084535
144,14,1000,0.05,0.036557795036212336
145,13,1500,0.3,0.038887690613992915
146,15,1500,0.25,0.04264044595788358
147,12,1000,0.15,0.04289893979627203
148,15,1250,0.15,0.04383378724342242
149,11,750,0.1,0.04478630311801479
150,11,500,0.05,0.046901778193574786
151,11,750,0.15,0.050915670544294814
152,15,1750,0.2,0.05175586774089827
153,14,1250,0.15,0.05258558384754004
154,10,750,0.25,0.05509466699124056
155,9,750,0.3,0.0556353456190956
156,15,1750,0.3,0.055994287714389225
157,12,1250,0.25,0.06179045597322745
158,14,1500,0.25,0.0634463477148121
159,6,250,0.05,0.06663195345508904
160,13,1000,0.1,0.06982939245293836
161,15,750,0.15,0.07029449496890025
162,12,1000,0.2,0.0717331837625075
163,12,1000,0.1,0.07510383342066085
164,8,500,0.1,0.07942503600370321
165,13,1250,0.3,0.08209326406879658
166,14,1250,0.1,0.08840995558539447
167,14,1750,0.2,0.08876667446063675
168,15,250,0.0,0.08953992895126059
169,9,500,0.15,0.09093627638310246
170,8,500,0.3,0.09351753897685895
171,15,1250,0.1,0.09430797420525175
172,10,500,0.05,0.09615014029508633
173,11,1000,0.15,0.09733858815384328
174,6,250,0.1,0.09768250608857558
175,14,250,0.0,0.0977396795523883
176,10,750,0.1,0.10033681228545921
177,12,750,0.05,0.10352103975132973
178,10,750,0.2,0.10409451830870649
179,13,250,0.0,0.10782213165455244
180,14,1500,0.3,0.11018698507053923
181,8,500,0.25,0.11911839529771837
182,15,1500,0.1,0.11980076561615584
183,15,1750,0.15,0.12445242184366571
184,15,1750,0.25,0.12481535180832252
185,7,500,0.25,0.12562765867762601
186,14,2000,0.25,0.13164209752683556
187,13,1500,0.1,0.1356430970350617
188,15,1500,0.15,0.14002575232393197
189,10,1250,0.3,0.14101208391881367
190,13,1250,0.25,0.14499302481194984
191,9,500,0.25,0.14620380444024533
192,13,1250,0.15,0.14945465945178743
193,15,1250,0.05,0.15013250713058604
194,15,1500,0.2,0.15018862075776762
195,12,250,0.0,0.15273186906788658
196,12,1750,0.25,0.15497922521309243
197,11,250,0.0,0.17855404504922412
198,13,1500,0.15,0.17958803422679712
199,7,500,0.3,0.1817565649533158
200,13,1750,0.2,0.19191081809059732
201,10,750,0.3,0.20025933293182174
202,11,1250,0.15,0.20208927769868346
203,11,1000,0.1,0.23422727725069833
204,15,500,0.0,0.23825993042318883
205,13,1500,0.25,0.2462219059124689
206,15,1500,0.05,0.24624230688404578
207,14,1750,0.25,0.24701325142572295
208,13,1250,0.1,0.26800852456857105
209,11,1250,0.1,0.273723114566864
210,14,500,0.0,0.276299761264364
211,15,1750,0.1,0.2765560368005268
212,13,1500,0.2,0.2783311119251371
213,13,1750,0.25,0.2847816537757947
214,6,500,0.25,0.2860666718475662
215,10,750,0.05,0.2922753948168575
216,10,250,0.0,0.2976008647168523
217,8,500,0.05,0.30585402810830375
218,13,1000,0.05,0.3103129693400638
219,15,2000,0.25,0.31326915347538364
220,7,750,0.25,0.31530364431546704
221,11,1500,0.2,0.32941092751175216
222,11,1500,0.3,0.32945992668066826
223,12,1250,0.1,0.33324671861097965
224,12,1500,0.2,0.33480906215881634
225,9,750,0.25,0.3424515908584699
226,12,1500,0.25,0.34941127705831937
227,13,500,0.0,0.3503663710873252
228,7,500,0.2,0.35091441111038785
229,14,1500,0.15,0.35163042932127264
230,13,2250,0.25,0.35920264157881177
231,12,1500,0.3,0.36094004893341125
232,14,1500,0.2,0.38289935127363756
233,12,1750,0.15,0.39680455437614764
234,12,1500,0.05,0.39920007307077915
235,8,500,0.2,0.41288958766883965
236,15,2000,0.3,0.42493348835274963
237,15,750,0.0,0.42714452847438106
238,11,1000,0.3,0.43453763054016786
239,11,1750,0.3,0.4412129487283127
240,12,1750,0.2,0.44740456815157287
241,15,2000,0.2,0.4633579106831094
242,10,1250,0.25,0.46391152104882133
243,9,500,0.1,0.47198657518750403
244,8,500,0.15,0.48522952851669987
245,10,750,0.15,0.485349940614254
246,12,500,0.0,0.48566875220480066
247,13,2500,0.15,0.4889686188333409
248,15,2500,0.25,0.48995942843546714
249,13,2000,0.05,0.4957799454423783
250,14,1750,0.3,0.5034018603055438
251,15,2250,0.3,0.5079344190475992
252,15,2250,0.25,0.5115656722894101
253,14,2250,0.15,0.5208189735686245
254,13,1250,0.2,0.5239780987676135
255,14,2000,0.05,0.5269386293187829
256,9,250,0.0,0.5278469020946082
257,12,1500,0.15,0.5476084158713762
258,11,1000,0.2,0.5528155179722537
259,5,250,0.3,0.5563917499442335
260,13,2000,0.25,0.5757799084414705
261,11,750,0.05,0.5866408668876847
262,12,1000,0.05,0.6065453838154392
263,12,1750,0.1,0.6119237694463093
264,14,2250,0.05,0.6143615982440922
265,15,2000,0.15,0.6172738533115909
266,14,1500,0.1,0.6283792967619813
267,14,2750,0.15,0.6319603951202543
268,12,1250,0.15,0.6322367433771522
269,14,750,0.0,0.6500879016083682
270,10,1500,0.1,0.655135323159442
271,11,1750,0.25,0.6705047862146134
272,15,2250,0.1,0.6710048766025263
273,13,2000,0.3,0.6720374131755384
274,9,750,0.1,0.6767364241321641
275,14,1750,0.05,0.6780938842911011
276,9,1000,0.3,0.6886716008170185
277,10,1000,0.25,0.6907456825049775
278,15,2000,0.05,0.6944841643410394
279,15,1000,0.0,0.6996641286475341
280,13,1250,0.05,0.7012465115478637
281,6,500,0.3,0.7057099044681922
282,14,1250,0.05,0.7177726401508704
283,13,750,0.0,0.7326328707681997
284,8,750,0.25,0.7446000301828823
285,14,2250,0.3,0.7451400547903996
286,15,2500,0.05,0.7475400618092277
287,11,1500,0.1,0.754168044716932
288,11,1000,0.25,0.7556016897498511
289,14,2000,0.15,0.7671404380569101
290,7,500,0.15,0.7688173088657732
291,11,1000,0.05,0.7771162490863938
292,14,1750,0.15,0.7873552891258829
293,11,2000,0.15,0.7904738399188054
294,10,1750,0.1,0.7973490638945882
295,9,750,0.15,0.8003652701575638
296,8,750,0.3,0.806928451610552
297,14,2000,0.1,0.81126338080403
298,8,250,0.0,0.8168082821462385
299,14,1000,0.0,0.8194948758275217
300,15,2750,0.1,0.8237860143770087
301,11,500,0.0,0.824435514070221
302,15,3500,0.1,0.830724504082432
303,11,1750,0.2,0.831747557957095
304,13,2750,0.2,0.8320638687519434
305,9,500,0.05,0.8322080190600087
306,13,1750,0.3,0.8364732618422206
307,9,1000,0.2,0.836945117223037
308,14,1500,0.05,0.8396247557277832
309,13,2250,0.3,0.852883136495892
310,11,1500,0.15,0.8565475570467976
311,10,1000,0.3,0.8573259364493764
312,9,1000,0.25,0.8804960864484822
313,11,1500,0.25,0.889476910851491
314,15,1750,0.05,0.8918908048367964
315,15,2250,0.05,0.8928666005640388
316,15,2500,0.15,0.8960782157509042
317,9,750,0.2,0.9147784409026622
318,10,1500,0.15,0.9223591310211564
319,14,2500,0.3,0.9301726539613125
320,12,2750,0.3,0.9304126133960171
321,15,2250,0.2,0.9570206386012119
322,8,750,0.05,0.9642571358239267
323,14,2000,0.3,0.9671748364321264
324,8,750,0.2,0.9864870169435815
325,9,1250,0.3,0.989923441034316
326,10,1500,0.25,0.991437517984098
327,15,2000,0.1,0.9962629563138792
328,13,1500,0.05,0.9964161145062108
329,15,2750,0.25,0.9999500761295341
330,12,2500,0.2,0.9999998764279205
331,15,3500,0.15,1.005404794981712
332,14,1750,0.1,1.0175280571503813
333,15,1250,0.0,1.0204160612256223
