TIMESTAMP,GHIBLIDOGE_OPEN_PRICE_USD,GHIBLIDOGE_HIGH_PRICE_USD,GHIBLIDOGE_LOW_PRICE_USD,GHIBLIDOGE_CLOSE_PRICE_USD,GHIBLIDOGE_VOLUME_USD,GHIBLIDOGE_DIVIDENDS_USD,GHIBLIDOGE_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,,,,0.0,2309,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,6685,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,838,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,54,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,102,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-06-01 00:00:00+00:00,1.0807899849607852e-13,1.0807899849607852e-13,1.0426295243837203e-13,1.0426295243837203e-13,3,0.0,0.0
