TIMESTAMP,RBBT_OPEN_PRICE_USD,RBBT_HIGH_PRICE_USD,RBBT_LOW_PRICE_USD,RBBT_CLOSE_PRICE_USD,RBBT_VOLUME_USD,RBBT_DIVIDENDS_USD,RBBT_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,339,0.0,0.0
2017-11-10 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,80,0.0,0.0
2017-11-11 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,240,0.0,0.0
2017-11-12 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,468,0.0,0.0
2017-11-13 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,444,0.0,0.0
2017-11-14 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,111,0.0,0.0
2017-11-15 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,83,0.0,0.0
2017-11-16 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,29,0.0,0.0
2017-11-17 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,39,0.0,0.0
2017-11-18 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,59,0.0,0.0
2017-11-19 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,271,0.0,0.0
2017-11-20 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,170,0.0,0.0
2017-11-21 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,39,0.0,0.0
2017-11-22 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,101,0.0,0.0
2017-11-23 00:00:00+00:00,9.999999974752427e-07,3.000000106112566e-06,9.999999974752427e-07,1.9999999949504854e-06,229,0.0,0.0
2017-11-24 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,101,0.0,0.0
2017-11-25 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,173,0.0,0.0
2017-11-26 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,144,0.0,0.0
2017-11-27 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,200,0.0,0.0
2017-11-28 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,158,0.0,0.0
2017-11-29 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,771,0.0,0.0
2017-11-30 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,125,0.0,0.0
2017-12-01 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,216,0.0,0.0
2017-12-02 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,54,0.0,0.0
2017-12-03 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,37,0.0,0.0
2017-12-04 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,9.999999974752427e-07,3.000000106112566e-06,226,0.0,0.0
2017-12-05 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,148,0.0,0.0
2017-12-06 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,145,0.0,0.0
2017-12-07 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,49,0.0,0.0
2017-12-08 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,71,0.0,0.0
2017-12-09 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,293,0.0,0.0
2017-12-10 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,248,0.0,0.0
2017-12-11 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,230,0.0,0.0
2017-12-12 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.000000106112566e-06,3.000000106112566e-06,498,0.0,0.0
2017-12-13 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,136,0.0,0.0
2017-12-14 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,122,0.0,0.0
2017-12-15 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,3.000000106112566e-06,3.000000106112566e-06,158,0.0,0.0
2017-12-16 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.999999989900971e-06,4.999999873689376e-06,378,0.0,0.0
2017-12-17 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,1310,0.0,0.0
2017-12-18 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,256,0.0,0.0
2017-12-19 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,315,0.0,0.0
2017-12-20 00:00:00+00:00,4.999999873689376e-06,7.999999979801942e-06,3.999999989900971e-06,6.000000212225132e-06,1223,0.0,0.0
2017-12-21 00:00:00+00:00,6.000000212225132e-06,9.000000318337698e-06,4.999999873689376e-06,7.999999979801942e-06,4004,0.0,0.0
2017-12-22 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,3.000000106112566e-06,7.000000096013537e-06,1903,0.0,0.0
2017-12-23 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,3.000000106112566e-06,7.000000096013537e-06,1844,0.0,0.0
2017-12-24 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,4.999999873689376e-06,7.999999979801942e-06,2073,0.0,0.0
2017-12-25 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,3.999999989900971e-06,4.999999873689376e-06,1455,0.0,0.0
2017-12-26 00:00:00+00:00,4.999999873689376e-06,7.999999979801942e-06,4.999999873689376e-06,7.999999979801942e-06,1812,0.0,0.0
2017-12-27 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,6.000000212225132e-06,7.999999979801942e-06,4643,0.0,0.0
2017-12-28 00:00:00+00:00,7.999999979801942e-06,9.999999747378752e-06,6.000000212225132e-06,9.000000318337698e-06,8153,0.0,0.0
2017-12-29 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,7.999999979801942e-06,7.999999979801942e-06,3700,0.0,0.0
2017-12-30 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.000000096013537e-06,7.999999979801942e-06,1826,0.0,0.0
2017-12-31 00:00:00+00:00,7.999999979801942e-06,9.999999747378752e-06,7.000000096013537e-06,9.000000318337698e-06,7434,0.0,0.0
2018-01-01 00:00:00+00:00,9.000000318337698e-06,1.2999999853491317e-05,7.999999979801942e-06,1.1000000085914508e-05,13798,0.0,0.0
2018-01-02 00:00:00+00:00,1.1000000085914508e-05,1.9999999494757503e-05,9.999999747378752e-06,1.8000000636675395e-05,36638,0.0,0.0
2018-01-03 00:00:00+00:00,1.8000000636675395e-05,3.099999958067201e-05,1.5999999959603883e-05,2.4000000848900527e-05,37666,0.0,0.0
2018-01-04 00:00:00+00:00,2.2000000171829015e-05,2.9000000722589903e-05,1.9999999494757503e-05,2.700000004551839e-05,77044,0.0,0.0
2018-01-05 00:00:00+00:00,2.700000004551839e-05,2.9999999242136255e-05,2.099999983329326e-05,2.9000000722589903e-05,29184,0.0,0.0
2018-01-06 00:00:00+00:00,2.9000000722589903e-05,3.600000127335079e-05,2.9000000722589903e-05,3.099999958067201e-05,596,0.0,0.0
2018-01-07 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,86,0.0,0.0
2018-01-23 00:00:00+00:00,1.700000029813964e-05,3.300000025774352e-05,1.4000000192027073e-05,3.300000025774352e-05,130,0.0,0.0
2018-01-24 00:00:00+00:00,3.300000025774352e-05,3.9999998989515007e-05,2.4000000848900527e-05,2.499999936844688e-05,153,0.0,0.0
2018-01-25 00:00:00+00:00,2.5999999706982635e-05,7.899999764049426e-05,2.499999936844688e-05,7.200000254670158e-05,767,0.0,0.0
2018-01-26 00:00:00+00:00,7.200000254670158e-05,9.000000136438757e-05,7.100000220816582e-05,7.79999973019585e-05,2218,0.0,0.0
2018-01-27 00:00:00+00:00,7.79999973019585e-05,8.099999831756577e-05,5.0999999075429514e-05,5.700000110664405e-05,923,0.0,0.0
2018-01-28 00:00:00+00:00,5.700000110664405e-05,5.700000110664405e-05,2.2000000171829015e-05,2.2000000171829015e-05,519,0.0,0.0
2018-01-29 00:00:00+00:00,2.2000000171829015e-05,7.100000220816582e-05,1.700000029813964e-05,7.000000186963007e-05,461,0.0,0.0
2018-01-30 00:00:00+00:00,7.100000220816582e-05,8.199999865610152e-05,3.400000059627928e-05,5.6000000768108293e-05,2723,0.0,0.0
2018-01-31 00:00:00+00:00,5.900000178371556e-05,9.600000339560211e-05,5.900000178371556e-05,8.499999967170879e-05,41169,0.0,0.0
2018-02-01 00:00:00+00:00,8.499999967170879e-05,8.499999967170879e-05,5.8000001445179805e-05,5.999999848427251e-05,11313,0.0,0.0
2018-02-02 00:00:00+00:00,5.999999848427251e-05,5.999999848427251e-05,2.9999999242136255e-05,3.7999998312443495e-05,1782,0.0,0.0
2018-02-03 00:00:00+00:00,3.7999998312443495e-05,3.899999865097925e-05,2.2000000171829015e-05,2.9999999242136255e-05,1339,0.0,0.0
2018-02-04 00:00:00+00:00,2.9999999242136255e-05,3.400000059627928e-05,2.2000000171829015e-05,2.499999936844688e-05,1174,0.0,0.0
2018-02-05 00:00:00+00:00,2.499999936844688e-05,2.8000000384054147e-05,1.8999999156221747e-05,1.8999999156221747e-05,358,0.0,0.0
2018-02-06 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8999999156221747e-05,1.8999999156221747e-05,359,0.0,0.0
2018-02-08 00:00:00+00:00,2.300000051036477e-05,2.499999936844688e-05,1.700000029813964e-05,1.700000029813964e-05,107,0.0,0.0
2018-02-09 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.4000000192027073e-05,1.8999999156221747e-05,142,0.0,0.0
2018-02-10 00:00:00+00:00,1.8999999156221747e-05,3.099999958067201e-05,1.8000000636675395e-05,1.8999999156221747e-05,166,0.0,0.0
2018-02-11 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.2999999853491317e-05,1.700000029813964e-05,355,0.0,0.0
2018-02-12 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.5999999959603883e-05,685,0.0,0.0
2018-02-13 00:00:00+00:00,1.5999999959603883e-05,1.8000000636675395e-05,1.4000000192027073e-05,1.4999999621068127e-05,171,0.0,0.0
2018-02-14 00:00:00+00:00,1.4999999621068127e-05,4.70000013592653e-05,1.2999999853491317e-05,1.700000029813964e-05,1357,0.0,0.0
2018-02-15 00:00:00+00:00,1.700000029813964e-05,2.700000004551839e-05,1.4000000192027073e-05,1.5999999959603883e-05,290,0.0,0.0
2018-02-16 00:00:00+00:00,1.5999999959603883e-05,4.8999998398358e-05,1.4000000192027073e-05,4.8999998398358e-05,402,0.0,0.0
2018-02-17 00:00:00+00:00,4.8999998398358e-05,6.900000153109431e-05,3.7999998312443495e-05,5.500000042957254e-05,1568,0.0,0.0
2018-02-18 00:00:00+00:00,5.0999999075429514e-05,7.500000356230885e-05,4.5000000682193786e-05,5.0999999075429514e-05,486,0.0,0.0
2018-02-19 00:00:00+00:00,5.0999999075429514e-05,5.900000178371556e-05,1.8000000636675395e-05,2.2000000171829015e-05,384,0.0,0.0
2018-02-20 00:00:00+00:00,2.2000000171829015e-05,2.700000004551839e-05,1.2000000424450263e-05,1.4000000192027073e-05,1179,0.0,0.0
2018-02-21 00:00:00+00:00,1.4000000192027073e-05,8.299999899463728e-05,1.2999999853491317e-05,7.300000288523734e-05,1689,0.0,0.0
